                    *********************************************************************************
                    *  Z= 61 A=148: Positive-Parity Spin-dependent Level Density [MeV-1] for PM148  *
   2.75  0.452  6.90E+02 1.50E+03 1.20E+04 3.50E+01 2.42E+02 2.06E+02 3.36E+02 2.41E+02 2.08E+02 1.20E+02 6.21E+01 2.32E+01 1.42E+01 5.51E+00 3.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.472  1.17E+03 2.34E+03 1.90E+04 4.55E+01 3.72E+02 3.12E+02 5.13E+02 3.73E+02 3.40E+02 2.01E+02 1.02E+02 4.30E+01 2.29E+01 7.01E+00 6.51E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.491  2.00E+03 4.33E+03 3.65E+04 7.08E+01 6.53E+02 5.58E+02 8.97E+02 6.97E+02 6.29E+02 3.99E+02 2.54E+02 1.02E+02 4.69E+01 1.68E+01 8.51E+00 2.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.510  3.34E+03 6.38E+03 5.52E+04 7.83E+01 9.14E+02 8.34E+02 1.27E+03 9.76E+02 9.53E+02 6.08E+02 4.29E+02 1.95E+02 8.17E+01 2.35E+01 1.07E+01 4.00E+00 5.00E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.528  5.51E+03 1.10E+04 9.86E+04 9.80E+01 1.44E+03 1.33E+03 2.13E+03 1.68E+03 1.68E+03 1.09E+03 8.16E+02 4.17E+02 1.90E+02 5.49E+01 2.14E+01 6.01E+00 3.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.545  8.81E+03 1.54E+04 1.42E+05 8.17E+01 1.86E+03 1.82E+03 2.99E+03 2.36E+03 2.44E+03 1.55E+03 1.19E+03 6.56E+02 3.26E+02 9.54E+01 3.75E+01 8.01E+00 6.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.562  1.39E+04 2.55E+04 2.42E+05 1.33E+02 3.06E+03 2.82E+03 4.73E+03 3.88E+03 3.97E+03 2.67E+03 2.01E+03 1.16E+03 7.17E+02 2.62E+02 8.54E+01 1.77E+01 8.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.578  2.16E+04 3.62E+04 3.46E+05 1.78E+02 4.32E+03 4.01E+03 6.62E+03 5.26E+03 5.52E+03 3.80E+03 3.00E+03 1.74E+03 1.08E+03 4.47E+02 1.53E+02 2.59E+01 8.67E+00 3.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.594  3.38E+04 6.08E+04 5.87E+05 3.13E+02 7.47E+03 6.68E+03 1.07E+04 8.73E+03 8.96E+03 6.34E+03 5.16E+03 3.06E+03 1.92E+03 9.00E+02 3.81E+02 8.04E+01 2.83E+01 7.17E+00 2.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.610  5.21E+04 8.61E+04 8.39E+05 3.88E+02 1.02E+04 9.39E+03 1.55E+04 1.22E+04 1.27E+04 8.99E+03 7.26E+03 4.43E+03 2.75E+03 1.35E+03 6.60E+02 1.57E+02 5.23E+01 9.84E+00 3.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.639  1.25E+05 2.04E+05 2.03E+06 7.25E+02 2.33E+04 2.15E+04 3.59E+04 2.90E+04 3.02E+04 2.12E+04 1.71E+04 1.10E+04 7.26E+03 3.61E+03 2.01E+03 7.30E+02 2.18E+02 3.64E+01 1.13E+01 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.668  2.95E+05 4.77E+05 4.83E+06 1.34E+03 5.29E+04 4.91E+04 8.17E+04 6.68E+04 7.03E+04 5.06E+04 4.11E+04 2.65E+04 1.79E+04 9.51E+03 5.40E+03 2.30E+03 9.31E+02 2.18E+02 5.20E+01 9.00E+00 5.00E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.695  6.86E+05 1.09E+06 1.13E+07 3.16E+03 1.16E+05 1.08E+05 1.81E+05 1.49E+05 1.60E+05 1.17E+05 9.73E+04 6.42E+04 4.40E+04 2.39E+04 1.40E+04 6.35E+03 3.05E+03 1.02E+03 2.87E+02 5.10E+01 1.05E+01 1.17E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.721  1.56E+06 2.41E+06 2.55E+07 5.78E+03 2.47E+05 2.31E+05 3.92E+05 3.24E+05 3.53E+05 2.60E+05 2.21E+05 1.50E+05 1.05E+05 5.93E+04 3.55E+04 1.69E+04 8.44E+03 3.29E+03 1.16E+03 2.98E+02 6.20E+01 1.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.747  3.49E+06 5.31E+06 5.71E+07 1.22E+04 5.32E+05 4.95E+05 8.41E+05 7.00E+05 7.65E+05 5.71E+05 4.94E+05 3.41E+05 2.45E+05 1.42E+05 8.75E+04 4.35E+04 2.25E+04 9.47E+03 3.94E+03 1.32E+03 3.65E+02 8.12E+01 5.67E+00 1.17E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.771  7.70E+06 1.15E+07 1.26E+08 2.41E+04 1.11E+06 1.05E+06 1.80E+06 1.50E+06 1.65E+06 1.24E+06 1.08E+06 7.61E+05 5.55E+05 3.32E+05 2.10E+05 1.09E+05 5.87E+04 2.60E+04 1.12E+04 4.36E+03 1.50E+03 4.53E+02 9.65E+01 1.52E+01 2.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.795  1.68E+07 2.50E+07 2.78E+08 4.86E+04 2.37E+06 2.23E+06 3.85E+06 3.22E+06 3.55E+06 2.69E+06 2.37E+06 1.69E+06 1.24E+06 7.60E+05 4.94E+05 2.66E+05 1.49E+05 6.95E+04 3.18E+04 1.34E+04 5.21E+03 1.58E+03 4.70E+02 1.10E+02 1.63E+01 2.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.818  3.66E+07 5.40E+07 6.07E+08 9.88E+04 4.99E+06 4.71E+06 8.15E+06 6.85E+06 7.61E+06 5.81E+06 5.15E+06 3.71E+06 2.75E+06 1.72E+06 1.14E+06 6.33E+05 3.67E+05 1.80E+05 8.61E+04 3.83E+04 1.54E+04 4.88E+03 1.65E+03 5.69E+02 1.48E+02 3.03E+01 3.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.840  7.89E+07 1.15E+08 1.31E+09 1.99E+05 1.04E+07 9.82E+06 1.70E+07 1.44E+07 1.61E+07 1.24E+07 1.11E+07 8.08E+06 6.05E+06 3.84E+06 2.58E+06 1.47E+06 8.80E+05 4.49E+05 2.25E+05 1.06E+05 3.73E+04 1.37E+04 5.26E+03 2.05E+03 7.65E+02 2.08E+02 3.38E+01 3.50E+00 1.17E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.862  1.68E+08 2.43E+08 2.80E+09 3.87E+05 2.14E+07 2.03E+07 3.53E+07 3.00E+07 3.37E+07 2.61E+07 2.36E+07 1.74E+07 1.32E+07 8.48E+06 5.78E+06 3.37E+06 2.06E+06 1.09E+06 5.65E+05 2.36E+05 9.25E+04 3.73E+04 1.56E+04 6.43E+03 2.63E+03 9.21E+02 2.65E+02 4.78E+01 9.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.904  8.19E+08 1.06E+09 1.25E+10 1.52E+06 9.02E+07 8.55E+07 1.49E+08 1.27E+08 1.44E+08 1.13E+08 1.03E+08 7.76E+07 6.00E+07 3.98E+07 2.79E+07 1.69E+07 1.08E+07 5.39E+06 2.45E+06 1.10E+06 5.16E+05 2.45E+05 1.19E+05 5.56E+04 2.48E+04 1.06E+04 4.27E+03 1.50E+03 4.55E+02 9.10E+01 1.75E+01 2.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.944  3.58E+09 4.46E+09 5.31E+10 5.82E+06 3.71E+08 3.52E+08 6.18E+08 5.30E+08 6.04E+08 4.78E+08 4.42E+08 3.37E+08 2.64E+08 1.79E+08 1.29E+08 7.62E+07 4.01E+07 1.90E+07 9.79E+06 4.99E+06 2.68E+06 1.44E+06 7.69E+05 4.01E+05 2.01E+05 9.39E+04 4.15E+04 1.74E+04 6.85E+03 2.36E+03 7.21E+02 1.61E+02 3.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.983  1.49E+10 1.82E+10 2.14E+11 2.23E+07 1.52E+09 1.43E+09 2.51E+09 2.16E+09 2.48E+09 1.98E+09 1.84E+09 1.42E+09 1.13E+09 7.24E+08 4.30E+08 2.24E+08 1.29E+08 6.90E+07 3.99E+07 2.27E+07 1.35E+07 7.93E+06 4.59E+06 2.57E+06 1.38E+06 7.14E+05 3.51E+05 1.61E+05 7.00E+04 2.87E+04 1.11E+04 3.81E+03 1.53E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.020  5.74E+10 6.68E+10 7.50E+11 8.23E+07 5.97E+09 5.61E+09 9.88E+09 8.55E+09 9.87E+09 7.92E+09 6.83E+09 4.41E+09 3.04E+09 1.73E+09 1.15E+09 6.40E+08 4.11E+08 2.44E+08 1.58E+08 9.91E+07 6.36E+07 3.97E+07 2.45E+07 1.45E+07 8.33E+06 4.57E+06 2.41E+06 1.21E+06 5.80E+05 2.62E+05 1.12E+05 4.47E+04 2.50E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.056  1.45E+11 1.09E+11 1.10E+12 1.76E+08 1.34E+10 1.29E+10 2.11E+10 1.43E+10 1.39E+10 9.26E+09 7.98E+09 4.76E+09 3.61E+09 2.17E+09 1.70E+09 1.03E+09 7.68E+08 4.94E+08 3.52E+08 2.35E+08 1.60E+08 1.05E+08 6.72E+07 4.15E+07 2.48E+07 1.42E+07 7.83E+06 4.13E+06 2.09E+06 1.01E+06 4.65E+05 1.99E+05 1.28E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.090  2.95E+11 1.90E+11 1.75E+12 3.79E+08 3.01E+10 2.97E+10 4.53E+10 2.38E+10 1.97E+10 1.08E+10 9.32E+09 5.13E+09 4.28E+09 2.73E+09 2.53E+09 1.65E+09 1.44E+09 1.00E+09 7.84E+08 5.60E+08 4.03E+08 2.77E+08 1.84E+08 1.18E+08 7.37E+07 4.41E+07 2.54E+07 1.41E+07 7.55E+06 3.92E+06 1.94E+06 8.84E+05 6.56E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.124  5.68E+11 3.56E+11 2.98E+12 8.12E+08 6.77E+10 6.83E+10 9.69E+10 3.97E+10 2.77E+10 1.27E+10 1.09E+10 5.54E+09 5.09E+09 3.43E+09 3.75E+09 2.64E+09 2.69E+09 2.03E+09 1.75E+09 1.33E+09 1.02E+09 7.33E+08 5.07E+08 3.38E+08 2.19E+08 1.37E+08 8.25E+07 4.80E+07 2.72E+07 1.52E+07 8.09E+06 3.93E+06 3.36E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.157  1.10E+12 7.02E+11 5.46E+12 1.74E+09 1.52E+11 1.57E+11 2.07E+11 6.63E+10 3.91E+10 1.48E+10 1.27E+10 5.98E+09 6.05E+09 4.30E+09 5.57E+09 4.24E+09 5.03E+09 4.10E+09 3.90E+09 3.16E+09 2.56E+09 1.94E+09 1.39E+09 9.66E+08 6.52E+08 4.25E+08 2.68E+08 1.63E+08 9.81E+07 5.87E+07 3.38E+07 1.75E+07 1.72E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.188  2.17E+12 1.44E+12 1.07E+13 3.74E+09 3.42E+11 3.61E+11 4.44E+11 1.11E+11 5.52E+10 1.73E+10 1.49E+10 6.45E+09 7.18E+09 5.40E+09 8.27E+09 6.80E+09 9.40E+09 8.30E+09 8.68E+09 7.52E+09 6.44E+09 5.12E+09 3.82E+09 2.76E+09 1.94E+09 1.32E+09 8.69E+08 5.57E+08 3.54E+08 2.27E+08 1.41E+08 7.78E+07 8.79E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.219  4.41E+12 3.04E+12 2.19E+13 8.01E+09 7.67E+11 8.31E+11 9.49E+11 1.85E+11 7.79E+10 2.02E+10 1.74E+10 6.96E+09 8.54E+09 6.79E+09 1.23E+10 1.09E+10 1.76E+10 1.68E+10 1.94E+10 1.79E+10 1.62E+10 1.35E+10 1.05E+10 7.87E+09 5.77E+09 4.10E+09 2.82E+09 1.90E+09 1.28E+09 8.79E+08 5.87E+08 3.46E+08 4.50E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.293  3.48E+13 2.13E+13 1.60E+14 5.40E+10 5.80E+12 6.67E+12 6.36E+12 6.64E+11 1.84E+11 2.99E+10 2.56E+10 8.41E+09 1.31E+10 1.20E+10 3.30E+10 3.55E+10 8.42E+10 9.80E+10 1.44E+11 1.56E+11 1.63E+11 1.54E+11 1.31E+11 1.08E+11 8.80E+10 6.96E+10 5.36E+10 4.06E+10 3.15E+10 2.59E+10 2.09E+10 1.44E+10 2.67E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.363  2.64E+14 1.62E+14 1.53E+15 3.64E+11 4.39E+13 5.36E+13 4.26E+13 2.39E+12 4.35E+11 4.41E+10 3.78E+10 1.02E+10 2.02E+10 2.12E+10 8.84E+10 1.16E+11 4.03E+11 5.72E+11 1.06E+12 1.36E+12 1.64E+12 1.74E+12 1.64E+12 1.49E+12 1.34E+12 1.18E+12 1.02E+12 8.71E+11 7.78E+11 7.64E+11 7.41E+11 6.02E+11 1.58E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.493  4.85E+16 1.91E+16 6.44E+17 1.65E+13 2.51E+15 3.45E+15 1.91E+15 3.09E+13 2.43E+12 9.62E+10 8.22E+10 1.49E+10 4.78E+10 6.61E+10 6.37E+11 1.23E+12 9.23E+12 1.94E+13 5.86E+13 1.03E+14 1.66E+14 2.25E+14 2.55E+14 2.84E+14 3.12E+14 3.41E+14 3.67E+14 4.00E+14 4.75E+14 6.64E+14 9.35E+14 1.05E+15 5.55E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.724  1.36E+20 2.73E+19 1.51E+20 3.41E+16 8.22E+18 1.43E+19 3.86E+18 5.18E+15 7.61E+13 4.58E+11 3.89E+11 3.18E+10 2.68E+11 6.43E+11 3.31E+13 1.39E+14 4.84E+15 2.25E+16 1.77E+17 5.94E+17 4.94E+14 6.71E+14 7.63E+14 8.48E+14 9.35E+14 1.02E+15 1.10E+15 1.20E+15 1.42E+15 1.99E+15 2.80E+15 3.14E+15 1.66E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.928  5.46E+20 5.46E+19 3.04E+20 6.81E+16 1.64E+19 2.86E+19 7.71E+18 1.03E+16 2.38E+15 2.18E+12 1.84E+12 6.79E+10 1.50E+12 6.26E+12 1.72E+15 2.77E+14 9.67E+15 4.49E+16 3.55E+17 1.19E+18 1.47E+15 2.00E+15 2.28E+15 2.54E+15 2.80E+15 3.06E+15 3.29E+15 3.59E+15 4.26E+15 5.96E+15 8.41E+15 9.42E+15 4.99E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.112  1.37E+21 1.09E+20 6.16E+20 1.36E+17 3.29E+19 5.73E+19 1.54E+19 2.06E+16 7.43E+16 1.04E+13 8.70E+12 1.45E+11 8.40E+12 6.10E+13 8.92E+16 5.51E+14 1.93E+16 8.98E+16 7.09E+17 2.37E+18 4.39E+15 5.98E+15 6.81E+15 7.58E+15 8.37E+15 9.15E+15 9.86E+15 1.07E+16 1.28E+16 1.79E+16 2.52E+16 2.83E+16 1.50E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
