                    *********************************************************************************
                    *  Z= 83 A=210: Positive-Parity Spin-dependent Level Density [MeV-1] for BI210  *
   2.75  0.380  3.80E+01 4.40E+01 3.97E+02 3.33E+00 5.00E+00 5.00E+00 6.67E+00 8.80E+00 3.33E+00 3.43E+00 3.33E+00 3.33E+00 0.00E+00 5.57E-02 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.396  5.00E+01 4.82E+01 5.68E+02 1.67E+00 5.00E+00 3.47E+00 5.37E+00 5.20E+00 5.00E+00 6.76E+00 3.33E+00 1.87E+00 3.52E+00 3.39E+00 1.96E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.413  7.30E+01 1.36E+02 1.69E+03 1.00E+01 7.77E+00 5.17E+00 1.25E+01 6.87E+00 1.83E+01 2.34E+01 1.00E+01 1.41E+01 1.18E+01 7.70E+00 6.96E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.428  1.20E+02 2.40E+02 2.71E+03 1.33E+01 9.44E+00 2.44E+01 2.58E+01 2.67E+01 3.17E+01 3.00E+01 2.67E+01 2.05E+01 1.67E+01 7.64E+00 5.29E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.443  1.82E+02 2.57E+02 2.52E+03 1.83E+01 1.99E+01 3.20E+01 3.29E+01 3.50E+01 3.33E+01 2.17E+01 2.67E+01 1.72E+01 1.33E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.458  2.47E+02 2.62E+02 2.70E+03 2.33E+01 1.78E+01 2.89E+01 3.40E+01 2.50E+01 3.00E+01 1.67E+01 3.67E+01 2.67E+01 1.50E+01 5.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.472  3.59E+02 6.32E+02 8.03E+03 2.17E+01 2.63E+01 3.64E+01 5.14E+01 5.67E+01 7.33E+01 9.00E+01 9.33E+01 8.00E+01 4.83E+01 2.83E+01 1.83E+01 8.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.486  5.54E+02 9.27E+02 1.16E+04 3.33E+01 3.51E+01 5.21E+01 9.27E+01 9.00E+01 1.13E+02 1.23E+02 1.22E+02 1.03E+02 7.33E+01 4.67E+01 3.17E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.499  7.99E+02 1.04E+03 1.20E+04 5.83E+01 5.22E+01 7.00E+01 1.29E+02 1.03E+02 1.32E+02 1.23E+02 1.23E+02 1.05E+02 7.50E+01 4.50E+01 1.67E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.512  1.03E+03 8.34E+02 1.03E+04 5.17E+01 2.70E+01 5.00E+01 8.61E+01 8.17E+01 1.02E+02 1.02E+02 9.00E+01 8.00E+01 8.00E+01 4.17E+01 2.33E+01 1.17E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.537  1.84E+03 2.38E+03 3.30E+04 5.88E+01 8.34E+01 1.30E+02 1.88E+02 2.03E+02 2.58E+02 2.82E+02 2.82E+02 2.50E+02 2.27E+02 1.83E+02 1.15E+02 8.33E+01 2.67E+01 8.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.561  3.09E+03 2.65E+03 3.34E+04 6.17E+01 1.37E+02 2.20E+02 2.82E+02 2.95E+02 3.05E+02 2.92E+02 2.63E+02 2.50E+02 1.98E+02 1.45E+02 8.00E+01 5.67E+01 3.33E+01 1.50E+01 8.33E+00 0.00E+00 1.67E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.584  5.02E+03 5.05E+03 7.54E+04 1.10E+02 2.20E+02 2.82E+02 3.75E+02 4.25E+02 4.83E+02 4.88E+02 4.77E+02 4.52E+02 4.20E+02 4.02E+02 3.08E+02 2.40E+02 1.60E+02 1.08E+02 4.17E+01 2.17E+01 1.83E+01 1.38E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.606  8.54E+03 9.04E+03 1.35E+05 1.65E+02 3.07E+02 5.37E+02 7.07E+02 7.83E+02 8.90E+02 9.05E+02 9.03E+02 8.53E+02 7.62E+02 6.55E+02 5.10E+02 3.85E+02 2.47E+02 1.85E+02 1.00E+02 6.83E+01 4.33E+01 2.37E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.627  1.44E+04 1.46E+04 2.27E+05 2.78E+02 6.57E+02 9.38E+02 1.14E+03 1.18E+03 1.22E+03 1.27E+03 1.20E+03 1.14E+03 1.12E+03 1.04E+03 9.30E+02 7.93E+02 6.02E+02 4.48E+02 2.82E+02 1.67E+02 9.33E+01 4.54E+01 2.28E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.647  2.59E+04 3.14E+04 5.15E+05 4.07E+02 1.10E+03 1.71E+03 2.07E+03 2.31E+03 2.51E+03 2.64E+03 2.84E+03 2.82E+03 2.70E+03 2.48E+03 2.12E+03 1.74E+03 1.35E+03 9.88E+02 6.95E+02 4.72E+02 2.72E+02 1.27E+02 4.50E+01 2.17E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.667  4.91E+04 6.10E+04 1.02E+06 7.95E+02 2.26E+03 3.48E+03 4.19E+03 4.69E+03 4.72E+03 4.64E+03 4.75E+03 4.79E+03 4.83E+03 4.62E+03 4.28E+03 3.70E+03 3.07E+03 2.34E+03 1.61E+03 1.08E+03 6.50E+02 3.37E+02 1.50E+02 6.50E+01 1.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.687  9.51E+04 1.23E+05 2.15E+06 1.52E+03 3.97E+03 6.05E+03 7.44E+03 8.36E+03 9.19E+03 9.53E+03 9.78E+03 1.00E+04 9.98E+03 9.57E+03 8.82E+03 7.75E+03 6.55E+03 5.13E+03 3.83E+03 2.63E+03 1.64E+03 8.93E+02 4.35E+02 1.83E+02 4.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.705  1.83E+05 2.29E+05 4.07E+06 2.48E+03 6.92E+03 1.10E+04 1.39E+04 1.57E+04 1.69E+04 1.73E+04 1.76E+04 1.80E+04 1.77E+04 1.74E+04 1.65E+04 1.47E+04 1.26E+04 1.02E+04 7.67E+03 5.43E+03 3.49E+03 2.04E+03 1.12E+03 5.12E+02 1.97E+02 4.00E+01 8.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.724  3.46E+05 4.22E+05 7.63E+06 4.06E+03 1.18E+04 1.83E+04 2.36E+04 2.79E+04 3.09E+04 3.28E+04 3.39E+04 3.39E+04 3.33E+04 3.18E+04 2.95E+04 2.66E+04 2.28E+04 1.90E+04 1.49E+04 1.08E+04 7.26E+03 4.53E+03 2.54E+03 1.27E+03 5.52E+02 1.90E+02 2.83E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.759  1.19E+06 1.27E+06 2.36E+07 1.01E+04 3.06E+04 4.95E+04 6.71E+04 8.23E+04 9.37E+04 1.01E+05 1.04E+05 1.04E+05 1.01E+05 9.45E+04 8.72E+04 7.84E+04 6.80E+04 5.74E+04 4.61E+04 3.51E+04 2.50E+04 1.67E+04 1.04E+04 5.98E+03 3.20E+03 1.56E+03 6.80E+02 2.70E+02 1.13E+02 6.00E+01 2.33E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.793  3.73E+06 3.80E+06 7.21E+07 2.81E+04 8.45E+04 1.39E+05 1.91E+05 2.37E+05 2.73E+05 2.97E+05 3.08E+05 3.09E+05 2.98E+05 2.80E+05 2.56E+05 2.30E+05 2.02E+05 1.72E+05 1.41E+05 1.12E+05 8.36E+04 5.97E+04 4.04E+04 2.56E+04 1.54E+04 8.76E+03 4.67E+03 2.39E+03 1.14E+03 5.02E+02 1.92E+02 5.50E+01 1.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.825  1.19E+07 1.26E+07 2.47E+08 8.86E+04 2.63E+05 4.36E+05 6.02E+05 7.48E+05 8.66E+05 9.47E+05 9.88E+05 9.91E+05 9.62E+05 9.09E+05 8.38E+05 7.59E+05 6.74E+05 5.84E+05 4.92E+05 4.02E+05 3.17E+05 2.40E+05 1.74E+05 1.21E+05 7.97E+04 5.02E+04 3.01E+04 1.68E+04 8.78E+03 4.21E+03 1.78E+03 6.65E+02 2.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.856  3.91E+07 4.18E+07 8.50E+08 2.78E+05 8.34E+05 1.37E+06 1.88E+06 2.34E+06 2.71E+06 2.98E+06 3.14E+06 3.17E+06 3.11E+06 2.97E+06 2.77E+06 2.53E+06 2.27E+06 1.99E+06 1.71E+06 1.44E+06 1.17E+06 9.27E+05 7.07E+05 5.20E+05 3.66E+05 2.46E+05 1.58E+05 9.49E+04 5.33E+04 2.76E+04 1.31E+04 5.52E+03 2.76E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.886  1.01E+08 8.24E+07 1.71E+09 5.44E+05 1.63E+06 2.66E+06 3.60E+06 4.44E+06 5.12E+06 5.64E+06 5.96E+06 6.09E+06 6.03E+06 5.81E+06 5.46E+06 5.02E+06 4.52E+06 4.00E+06 3.48E+06 2.96E+06 2.45E+06 1.97E+06 1.54E+06 1.16E+06 8.38E+05 5.83E+05 3.88E+05 2.45E+05 1.45E+05 8.04E+04 4.10E+04 1.89E+04 1.17E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.915  2.24E+08 1.63E+08 3.46E+09 1.06E+06 3.17E+06 5.13E+06 6.88E+06 8.42E+06 9.69E+06 1.07E+07 1.13E+07 1.17E+07 1.17E+07 1.14E+07 1.08E+07 9.96E+06 9.03E+06 8.05E+06 7.06E+06 6.08E+06 5.11E+06 4.19E+06 3.34E+06 2.58E+06 1.92E+06 1.38E+06 9.56E+05 6.31E+05 3.95E+05 2.34E+05 1.28E+05 6.46E+04 4.95E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.944  4.67E+08 3.23E+08 7.05E+09 2.08E+06 6.18E+06 9.92E+06 1.32E+07 1.60E+07 1.83E+07 2.02E+07 2.16E+07 2.24E+07 2.26E+07 2.22E+07 2.12E+07 1.98E+07 1.80E+07 1.62E+07 1.43E+07 1.25E+07 1.07E+07 8.91E+06 7.27E+06 5.73E+06 4.39E+06 3.27E+06 2.35E+06 1.63E+06 1.08E+06 6.81E+05 4.02E+05 2.21E+05 2.09E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.971  9.51E+08 6.44E+08 1.45E+10 4.07E+06 1.21E+07 1.92E+07 2.51E+07 3.03E+07 3.47E+07 3.82E+07 4.10E+07 4.30E+07 4.38E+07 4.34E+07 4.18E+07 3.92E+07 3.60E+07 3.25E+07 2.91E+07 2.57E+07 2.23E+07 1.89E+07 1.58E+07 1.28E+07 1.00E+07 7.74E+06 5.80E+06 4.20E+06 2.93E+06 1.98E+06 1.26E+06 7.57E+05 8.86E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.998  1.92E+09 1.29E+09 2.99E+10 7.95E+06 2.35E+07 3.71E+07 4.80E+07 5.75E+07 6.55E+07 7.22E+07 7.80E+07 8.25E+07 8.47E+07 8.48E+07 8.23E+07 7.78E+07 7.19E+07 6.54E+07 5.91E+07 5.28E+07 4.66E+07 4.02E+07 3.43E+07 2.84E+07 2.30E+07 1.83E+07 1.43E+07 1.08E+07 7.99E+06 5.76E+06 3.93E+06 2.59E+06 3.75E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.024  3.87E+09 2.61E+09 6.28E+10 1.55E+07 4.58E+07 7.16E+07 9.18E+07 1.09E+08 1.24E+08 1.37E+08 1.48E+08 1.58E+08 1.64E+08 1.66E+08 1.62E+08 1.54E+08 1.44E+08 1.31E+08 1.20E+08 1.09E+08 9.72E+07 8.56E+07 7.47E+07 6.33E+07 5.26E+07 4.34E+07 3.52E+07 2.80E+07 2.18E+07 1.68E+07 1.23E+07 8.86E+06 1.59E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.086  2.72E+10 1.60E+10 4.45E+11 8.31E+07 2.43E+08 3.72E+08 4.64E+08 5.42E+08 6.09E+08 6.72E+08 7.39E+08 8.07E+08 8.56E+08 8.85E+08 8.84E+08 8.56E+08 8.09E+08 7.54E+08 7.04E+08 6.58E+08 6.13E+08 5.64E+08 5.20E+08 4.68E+08 4.17E+08 3.74E+08 3.35E+08 2.99E+08 2.66E+08 2.42E+08 2.13E+08 1.92E+08 5.86E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.144  2.00E+11 1.22E+11 4.39E+12 4.44E+08 1.29E+09 1.93E+09 2.34E+09 2.69E+09 3.00E+09 3.31E+09 3.69E+09 4.11E+09 4.47E+09 4.73E+09 4.82E+09 4.75E+09 4.56E+09 4.32E+09 4.14E+09 3.99E+09 3.86E+09 3.71E+09 3.63E+09 3.46E+09 3.30E+09 3.22E+09 3.19E+09 3.20E+09 3.26E+09 3.50E+09 3.68E+09 4.15E+09 2.16E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.254  9.33E+13 3.71E+13 2.08E+15 1.27E+10 3.64E+10 5.21E+10 5.97E+10 6.61E+10 7.25E+10 8.01E+10 9.16E+10 1.07E+11 1.22E+11 1.35E+11 1.43E+11 1.46E+11 1.45E+11 1.42E+11 1.43E+11 1.47E+11 1.53E+11 1.61E+11 1.76E+11 1.89E+11 2.07E+11 2.40E+11 2.89E+11 3.65E+11 4.89E+11 7.29E+11 1.10E+12 1.94E+12 2.94E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.447  3.85E+16 7.64E+15 3.06E+17 1.04E+13 2.89E+13 3.79E+13 3.88E+13 4.00E+13 4.24E+13 4.70E+13 5.67E+13 7.21E+13 9.02E+13 1.10E+14 1.27E+14 1.38E+14 1.46E+14 1.53E+14 1.70E+14 1.98E+14 2.42E+14 3.03E+14 4.15E+14 5.65E+14 8.17E+14 1.32E+15 2.37E+15 1.09E+12 1.46E+12 2.18E+12 3.30E+12 5.83E+12 8.81E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.618  1.54E+17 1.54E+16 6.17E+17 2.07E+13 5.77E+13 7.58E+13 7.76E+13 8.00E+13 8.47E+13 9.38E+13 1.13E+14 1.44E+14 1.80E+14 2.20E+14 2.53E+14 2.76E+14 2.91E+14 3.06E+14 3.39E+14 3.96E+14 4.83E+14 6.07E+14 8.30E+14 1.13E+15 1.63E+15 2.65E+15 4.74E+15 3.25E+12 4.36E+12 6.52E+12 9.88E+12 1.75E+13 2.64E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.773  3.86E+17 3.11E+16 1.25E+18 4.14E+13 1.15E+14 1.51E+14 1.55E+14 1.60E+14 1.69E+14 1.87E+14 2.26E+14 2.88E+14 3.60E+14 4.39E+14 5.06E+14 5.52E+14 5.82E+14 6.11E+14 6.78E+14 7.91E+14 9.66E+14 1.21E+15 1.66E+15 2.26E+15 3.27E+15 5.29E+15 9.48E+15 9.69E+12 1.30E+13 1.95E+13 2.96E+13 5.23E+13 7.92E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
