                    *********************************************************************************
                    *  Z= 69 A=170: Positive-Parity Spin-dependent Level Density [MeV-1] for TM170  *
   6.00  0.621  1.70E+05 2.71E+05 3.21E+06 1.12E+04 2.19E+04 3.02E+04 3.47E+04 3.58E+04 3.28E+04 2.88E+04 2.27E+04 1.78E+04 1.30E+04 8.83E+03 5.79E+03 3.44E+03 1.98E+03 9.99E+02 5.61E+02 2.60E+02 1.02E+02 5.93E+01 1.59E+01 2.06E+00 3.07E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.647  3.91E+05 6.16E+05 7.43E+06 2.45E+04 4.81E+04 6.67E+04 7.70E+04 7.98E+04 7.44E+04 6.58E+04 5.23E+04 4.16E+04 3.03E+04 2.13E+04 1.44E+04 8.67E+03 5.14E+03 2.77E+03 1.50E+03 7.82E+02 3.50E+02 1.47E+02 7.02E+01 2.45E+01 4.87E+00 8.07E+00 1.54E-01 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.671  8.91E+05 1.38E+06 1.69E+07 5.35E+04 1.05E+05 1.46E+05 1.69E+05 1.76E+05 1.65E+05 1.48E+05 1.19E+05 9.53E+04 7.04E+04 5.01E+04 3.45E+04 2.13E+04 1.31E+04 7.14E+03 4.03E+03 2.09E+03 1.09E+03 5.16E+02 2.31E+02 8.56E+01 4.36E+01 1.12E+01 1.32E+01 5.19E+00 1.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.695  2.00E+06 3.07E+06 3.82E+07 1.16E+05 2.28E+05 3.17E+05 3.69E+05 3.85E+05 3.64E+05 3.27E+05 2.67E+05 2.15E+05 1.62E+05 1.16E+05 8.16E+04 5.12E+04 3.25E+04 1.81E+04 1.05E+04 5.54E+03 3.05E+03 1.48E+03 7.45E+02 3.11E+02 1.52E+02 5.13E+01 3.55E+01 1.72E+01 3.99E+00 8.24E-02 2.61E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.717  4.45E+06 6.71E+06 8.50E+07 2.43E+05 4.78E+05 6.71E+05 7.90E+05 8.30E+05 7.89E+05 7.16E+05 5.90E+05 4.81E+05 3.65E+05 2.66E+05 1.90E+05 1.21E+05 7.80E+04 4.51E+04 2.67E+04 1.45E+04 8.17E+03 4.20E+03 2.28E+03 1.02E+03 4.92E+02 2.34E+02 8.61E+01 6.72E+01 2.92E+01 2.43E+00 5.39E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.739  9.78E+06 1.46E+07 1.88E+08 5.17E+05 1.02E+06 1.43E+06 1.69E+06 1.78E+06 1.70E+06 1.55E+06 1.29E+06 1.06E+06 8.13E+05 6.00E+05 4.33E+05 2.81E+05 1.84E+05 1.09E+05 6.62E+04 3.75E+04 2.13E+04 1.14E+04 6.33E+03 3.05E+03 1.53E+03 7.70E+02 3.49E+02 2.01E+02 8.97E+01 4.24E+01 1.47E+01 5.52E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.761  2.13E+07 3.16E+07 4.11E+08 1.09E+06 2.15E+06 3.03E+06 3.59E+06 3.80E+06 3.65E+06 3.34E+06 2.80E+06 2.30E+06 1.79E+06 1.34E+06 9.76E+05 6.43E+05 4.29E+05 2.58E+05 1.60E+05 9.31E+04 5.47E+04 2.97E+04 1.70E+04 8.70E+03 4.47E+03 2.36E+03 1.16E+03 5.96E+02 2.80E+02 1.77E+02 4.71E+01 3.22E+01 6.15E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.782  4.61E+07 6.76E+07 8.91E+08 2.29E+06 4.51E+06 6.37E+06 7.57E+06 8.03E+06 7.74E+06 7.13E+06 6.03E+06 4.99E+06 3.90E+06 2.95E+06 2.18E+06 1.45E+06 9.82E+05 6.03E+05 3.80E+05 2.26E+05 1.36E+05 7.60E+04 4.46E+04 2.33E+04 1.24E+04 6.89E+03 3.52E+03 1.90E+03 9.02E+02 4.99E+02 2.33E+02 9.93E+01 3.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.802  9.90E+07 1.44E+08 1.92E+09 4.76E+06 9.41E+06 1.33E+07 1.58E+07 1.68E+07 1.63E+07 1.51E+07 1.28E+07 1.07E+07 8.44E+06 6.44E+06 4.78E+06 3.23E+06 2.22E+06 1.38E+06 8.91E+05 5.39E+05 3.32E+05 1.89E+05 1.14E+05 6.09E+04 3.36E+04 1.88E+04 1.02E+04 5.56E+03 2.82E+03 1.50E+03 7.24E+02 3.25E+02 1.49E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.841  4.88E+08 6.35E+08 8.66E+09 2.03E+07 4.01E+07 5.67E+07 6.78E+07 7.26E+07 7.08E+07 6.61E+07 5.68E+07 4.78E+07 3.83E+07 2.97E+07 2.25E+07 1.56E+07 1.09E+07 7.01E+06 4.65E+06 2.91E+06 1.86E+06 1.10E+06 6.94E+05 3.90E+05 2.23E+05 1.34E+05 7.56E+04 4.31E+04 2.37E+04 1.34E+04 6.37E+03 3.59E+03 1.67E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.879  2.17E+09 2.73E+09 3.80E+10 8.41E+07 1.66E+08 2.36E+08 2.83E+08 3.05E+08 2.99E+08 2.82E+08 2.44E+08 2.08E+08 1.68E+08 1.32E+08 1.02E+08 7.18E+07 5.14E+07 3.38E+07 2.30E+07 1.49E+07 9.77E+06 5.99E+06 3.90E+06 2.28E+06 1.35E+06 8.41E+05 4.96E+05 2.96E+05 1.69E+05 1.02E+05 4.95E+04 2.99E+04 1.47E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.914  9.31E+09 1.15E+10 1.63E+11 3.50E+08 6.94E+08 9.78E+08 1.17E+09 1.26E+09 1.25E+09 1.18E+09 1.02E+09 8.81E+08 7.19E+08 5.73E+08 4.47E+08 3.21E+08 2.34E+08 1.57E+08 1.09E+08 7.22E+07 4.87E+07 3.07E+07 2.05E+07 1.24E+07 7.59E+06 4.87E+06 2.98E+06 1.83E+06 1.09E+06 6.83E+05 3.45E+05 2.14E+05 1.12E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.949  3.87E+10 4.73E+10 6.82E+11 1.39E+09 2.76E+09 3.90E+09 4.66E+09 5.05E+09 5.01E+09 4.78E+09 4.17E+09 3.64E+09 3.00E+09 2.40E+09 1.91E+09 1.39E+09 1.03E+09 7.02E+08 4.98E+08 3.37E+08 2.32E+08 1.50E+08 1.02E+08 6.35E+07 4.01E+07 2.63E+07 1.67E+07 1.06E+07 6.46E+06 4.17E+06 2.16E+06 1.38E+06 7.45E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.982  1.19E+11 1.13E+11 1.66E+12 3.16E+09 6.28E+09 9.02E+09 1.10E+10 1.20E+10 1.18E+10 1.13E+10 1.01E+10 8.80E+09 7.30E+09 5.90E+09 4.69E+09 3.47E+09 2.57E+09 1.79E+09 1.28E+09 8.77E+08 6.12E+08 4.05E+08 2.83E+08 1.80E+08 1.15E+08 7.73E+07 4.98E+07 3.20E+07 2.03E+07 1.34E+07 6.90E+06 4.47E+06 2.49E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.015  3.11E+11 2.70E+11 4.04E+12 7.19E+09 1.43E+10 2.09E+10 2.58E+10 2.84E+10 2.76E+10 2.66E+10 2.44E+10 2.13E+10 1.78E+10 1.45E+10 1.15E+10 8.69E+09 6.44E+09 4.55E+09 3.29E+09 2.29E+09 1.62E+09 1.10E+09 7.81E+08 5.10E+08 3.30E+08 2.27E+08 1.48E+08 9.69E+07 6.38E+07 4.30E+07 2.20E+07 1.45E+07 8.30E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.046  7.69E+11 6.48E+11 9.85E+12 1.63E+10 3.24E+10 4.82E+10 6.06E+10 6.72E+10 6.49E+10 6.27E+10 5.89E+10 5.15E+10 4.34E+10 3.55E+10 2.84E+10 2.17E+10 1.61E+10 1.16E+10 8.44E+09 5.96E+09 4.27E+09 2.97E+09 2.15E+09 1.45E+09 9.47E+08 6.65E+08 4.42E+08 2.93E+08 2.00E+08 1.38E+08 7.01E+07 4.73E+07 2.77E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.076  1.87E+12 1.55E+12 2.41E+13 3.71E+10 7.36E+10 1.12E+11 1.43E+11 1.59E+11 1.52E+11 1.48E+11 1.42E+11 1.25E+11 1.06E+11 8.72E+10 6.98E+10 5.44E+10 4.03E+10 2.95E+10 2.17E+10 1.55E+10 1.13E+10 8.04E+09 5.95E+09 4.09E+09 2.72E+09 1.95E+09 1.32E+09 8.87E+08 6.30E+08 4.43E+08 2.24E+08 1.54E+08 9.25E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.106  4.51E+12 3.73E+12 5.89E+13 8.42E+10 1.67E+11 2.58E+11 3.35E+11 3.77E+11 3.58E+11 3.49E+11 3.44E+11 3.02E+11 2.57E+11 2.14E+11 1.72E+11 1.36E+11 1.01E+11 7.49E+10 5.56E+10 4.05E+10 2.99E+10 2.18E+10 1.64E+10 1.16E+10 7.80E+09 5.72E+09 3.93E+09 2.68E+09 1.98E+09 1.42E+09 7.13E+08 4.99E+08 3.09E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.134  1.09E+13 8.97E+12 1.45E+14 1.91E+11 3.80E+11 5.96E+11 7.88E+11 8.93E+11 8.40E+11 8.22E+11 8.32E+11 7.30E+11 6.27E+11 5.26E+11 4.22E+11 3.40E+11 2.52E+11 1.91E+11 1.43E+11 1.06E+11 7.89E+10 5.89E+10 4.53E+10 3.29E+10 2.24E+10 1.68E+10 1.17E+10 8.13E+09 6.22E+09 4.56E+09 2.27E+09 1.62E+09 1.03E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.203  1.23E+14 8.11E+13 1.38E+15 1.49E+12 2.96E+12 4.85E+12 6.68E+12 7.72E+12 7.10E+12 7.02E+12 7.55E+12 6.65E+12 5.82E+12 4.96E+12 4.01E+12 3.37E+12 2.49E+12 1.97E+12 1.51E+12 1.16E+12 8.96E+11 7.11E+11 5.74E+11 4.44E+11 3.12E+11 2.48E+11 1.80E+11 1.29E+11 1.09E+11 8.42E+10 4.13E+10 3.09E+10 2.10E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.268  1.15E+15 7.42E+14 1.35E+16 1.16E+13 2.30E+13 3.94E+13 5.67E+13 6.67E+13 6.00E+13 5.99E+13 6.86E+13 6.05E+13 5.39E+13 4.68E+13 3.81E+13 3.33E+13 2.47E+13 2.03E+13 1.60E+13 1.27E+13 1.02E+13 8.58E+12 7.26E+12 6.01E+12 4.35E+12 3.65E+12 2.75E+12 2.06E+12 1.91E+12 1.55E+12 7.49E+11 5.88E+11 4.28E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.389  1.68E+17 6.59E+16 1.41E+18 6.99E+14 1.39E+15 2.60E+15 4.07E+15 4.98E+15 4.28E+15 4.37E+15 5.66E+15 5.02E+15 4.63E+15 4.17E+15 3.43E+15 3.27E+15 2.42E+15 2.17E+15 1.78E+15 1.53E+15 1.31E+15 1.25E+15 1.16E+15 1.10E+15 8.47E+14 7.93E+14 6.47E+14 5.24E+14 5.84E+14 5.30E+14 2.47E+14 2.13E+14 1.77E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.604  1.68E+21 3.36E+20 5.91E+21 2.55E+18 5.12E+18 1.14E+19 2.11E+19 2.78E+19 2.18E+19 2.33E+19 3.86E+19 3.45E+19 3.42E+19 3.31E+19 2.79E+19 3.14E+19 2.32E+19 6.47E+15 5.31E+15 4.56E+15 3.91E+15 3.73E+15 3.48E+15 3.28E+15 2.53E+15 2.37E+15 1.94E+15 1.57E+15 1.75E+15 1.59E+15 7.39E+14 6.39E+14 5.31E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.793  6.72E+21 6.72E+20 1.18E+22 5.10E+18 1.02E+19 2.27E+19 4.21E+19 5.55E+19 4.37E+19 4.65E+19 7.71E+19 6.91E+19 6.85E+19 6.62E+19 5.57E+19 6.27E+19 4.64E+19 1.93E+16 1.58E+16 1.36E+16 1.17E+16 1.11E+16 1.04E+16 9.80E+15 7.57E+15 7.09E+15 5.79E+15 4.69E+15 5.23E+15 4.75E+15 2.21E+15 1.91E+15 1.59E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.965  1.68E+22 1.34E+21 2.37E+22 1.02E+19 2.05E+19 4.55E+19 8.42E+19 1.11E+20 8.73E+19 9.30E+19 1.54E+20 1.38E+20 1.37E+20 1.32E+20 1.11E+20 1.25E+20 9.28E+19 5.75E+16 4.72E+16 4.06E+16 3.48E+16 3.33E+16 3.10E+16 2.93E+16 2.26E+16 2.12E+16 1.73E+16 1.40E+16 1.57E+16 1.42E+16 6.62E+15 5.73E+15 4.76E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.122  3.69E+22 2.69E+21 4.73E+22 2.04E+19 4.09E+19 9.10E+19 1.68E+20 2.22E+20 1.75E+20 1.86E+20 3.08E+20 2.76E+20 2.74E+20 2.65E+20 2.23E+20 2.51E+20 1.86E+20 1.71E+17 1.41E+17 1.21E+17 1.04E+17 9.94E+16 9.27E+16 8.76E+16 6.77E+16 6.34E+16 5.18E+16 4.20E+16 4.69E+16 4.26E+16 1.98E+16 1.71E+16 1.43E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.269  7.73E+22 5.37E+21 9.47E+22 4.08E+19 8.18E+19 1.82E+20 3.37E+20 4.44E+20 3.49E+20 3.72E+20 6.17E+20 5.52E+20 5.48E+20 5.30E+20 4.46E+20 5.02E+20 3.71E+20 5.11E+17 4.20E+17 3.61E+17 3.10E+17 2.97E+17 2.77E+17 2.62E+17 2.02E+17 1.90E+17 1.55E+17 1.26E+17 1.40E+17 1.28E+17 5.94E+16 5.13E+16 4.27E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.406  1.58E+23 1.08E+22 1.90E+23 8.16E+19 1.64E+20 3.64E+20 6.73E+20 8.88E+20 6.98E+20 7.44E+20 1.23E+21 1.10E+21 1.10E+21 1.06E+21 8.91E+20 1.00E+21 7.42E+20 1.52E+18 1.25E+18 1.08E+18 9.26E+17 8.86E+17 8.27E+17 7.82E+17 6.05E+17 5.67E+17 4.64E+17 3.76E+17 4.20E+17 3.82E+17 1.78E+17 1.54E+17 1.28E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.536  3.19E+23 2.15E+22 3.80E+23 1.63E+20 3.27E+20 7.27E+20 1.35E+21 1.78E+21 1.40E+21 1.49E+21 2.47E+21 2.21E+21 2.19E+21 2.12E+21 1.78E+21 2.01E+21 1.48E+21 4.54E+18 3.73E+18 3.21E+18 2.76E+18 2.65E+18 2.47E+18 2.34E+18 1.81E+18 1.70E+18 1.39E+18 1.12E+18 1.26E+18 1.14E+18 5.32E+17 4.60E+17 3.83E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.660  6.42E+23 4.31E+22 7.60E+23 3.26E+20 6.54E+20 1.45E+21 2.69E+21 3.55E+21 2.79E+21 2.97E+21 4.93E+21 4.42E+21 4.38E+21 4.24E+21 3.56E+21 4.01E+21 2.97E+21 1.35E+19 1.11E+19 9.59E+18 8.25E+18 7.90E+18 7.38E+18 6.99E+18 5.41E+18 5.08E+18 4.15E+18 3.36E+18 3.76E+18 3.42E+18 1.59E+18 1.38E+18 1.15E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.778  1.29E+24 8.62E+22 1.52E+24 6.52E+20 1.31E+21 2.91E+21 5.39E+21 7.10E+21 5.59E+21 5.95E+21 9.87E+21 8.84E+21 8.76E+21 8.47E+21 7.13E+21 8.03E+21 5.93E+21 4.04E+19 3.32E+19 2.86E+19 2.46E+19 2.36E+19 2.21E+19 2.09E+19 1.62E+19 1.52E+19 1.24E+19 1.01E+19 1.13E+19 1.03E+19 4.77E+18 4.13E+18 3.44E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.892  2.58E+24 1.73E+23 3.06E+24 1.30E+21 2.62E+21 5.82E+21 1.08E+22 1.42E+22 1.12E+22 1.19E+22 1.97E+22 1.77E+22 1.75E+22 1.69E+22 1.43E+22 1.61E+22 1.19E+22 1.20E+20 9.90E+19 8.53E+19 7.35E+19 7.05E+19 6.59E+19 6.25E+19 4.84E+19 4.54E+19 3.72E+19 3.01E+19 3.37E+19 3.07E+19 1.43E+19 1.24E+19 1.03E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.001  5.18E+24 3.46E+23 6.15E+24 2.61E+21 5.23E+21 1.16E+22 2.15E+22 2.84E+22 2.23E+22 2.38E+22 3.95E+22 3.53E+22 3.50E+22 3.39E+22 2.85E+22 3.21E+22 2.37E+22 3.59E+20 2.95E+20 2.55E+20 2.19E+20 2.10E+20 1.97E+20 1.87E+20 1.45E+20 1.36E+20 1.11E+20 9.01E+19 1.01E+20 9.19E+19 4.28E+19 3.70E+19 3.09E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.106  1.04E+25 6.95E+23 1.24E+25 5.22E+21 1.05E+22 2.33E+22 4.31E+22 5.68E+22 4.47E+22 4.76E+22 7.89E+22 7.07E+22 7.01E+22 6.78E+22 5.70E+22 6.42E+22 4.75E+22 1.07E+21 8.81E+20 7.59E+20 6.55E+20 6.29E+20 5.88E+20 5.58E+20 4.32E+20 4.06E+20 3.32E+20 2.70E+20 3.02E+20 2.75E+20 1.28E+20 1.11E+20 9.24E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.208  2.08E+25 1.40E+24 2.51E+25 1.04E+22 2.09E+22 4.65E+22 8.61E+22 1.14E+23 8.93E+22 9.51E+22 1.58E+23 1.41E+23 1.40E+23 1.36E+23 1.14E+23 1.28E+23 9.49E+22 3.19E+21 2.63E+21 2.27E+21 1.95E+21 1.88E+21 1.76E+21 1.67E+21 1.29E+21 1.21E+21 9.95E+20 8.07E+20 9.05E+20 8.24E+20 3.83E+20 3.32E+20 2.77E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.307  4.19E+25 2.82E+24 5.10E+25 2.09E+22 4.18E+22 9.30E+22 1.72E+23 2.27E+23 1.79E+23 1.90E+23 3.16E+23 2.83E+23 2.80E+23 2.71E+23 2.28E+23 2.57E+23 1.90E+23 9.51E+21 7.83E+21 6.76E+21 5.83E+21 5.61E+21 5.25E+21 4.99E+21 3.86E+21 3.63E+21 2.98E+21 2.41E+21 2.71E+21 2.47E+21 1.15E+21 9.94E+20 8.29E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
