                    *********************************************************************************
                    *  Z= 69 A=170: Positive-Parity Spin-dependent Level Density [MeV-1] for TM170  *
   2.75  0.422  3.60E+03 8.21E+03 1.08E+05 6.19E+00 5.71E+02 4.72E+02 1.02E+03 8.23E+02 1.02E+03 8.23E+02 9.06E+02 6.86E+02 6.33E+02 4.16E+02 3.39E+02 1.90E+02 1.26E+02 6.32E+01 5.69E+01 2.76E+01 1.53E+01 9.21E+00 6.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.441  6.22E+03 1.28E+04 1.71E+05 4.89E+00 8.08E+02 7.60E+02 1.52E+03 1.28E+03 1.57E+03 1.32E+03 1.40E+03 1.06E+03 9.76E+02 6.89E+02 5.46E+02 3.38E+02 2.25E+02 1.03E+02 7.24E+01 4.45E+01 3.07E+01 1.23E+01 9.21E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.459  1.08E+04 2.41E+04 3.33E+05 6.93E+00 1.38E+03 1.33E+03 2.69E+03 2.27E+03 2.90E+03 2.50E+03 2.66E+03 2.08E+03 1.92E+03 1.40E+03 1.14E+03 7.30E+02 5.29E+02 2.49E+02 1.64E+02 7.41E+01 5.23E+01 2.47E+01 1.53E+01 7.67E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.476  1.84E+04 3.64E+04 5.11E+05 8.78E+00 2.07E+03 1.95E+03 3.92E+03 3.35E+03 4.18E+03 3.65E+03 3.96E+03 3.24E+03 2.96E+03 2.22E+03 1.74E+03 1.19E+03 8.63E+02 4.51E+02 3.02E+02 1.27E+02 7.72E+01 4.77E+01 2.79E+01 1.07E+01 6.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.493  3.13E+04 6.69E+04 9.54E+05 1.17E+01 3.71E+03 3.63E+03 7.15E+03 6.08E+03 7.58E+03 6.53E+03 7.03E+03 5.80E+03 5.36E+03 4.14E+03 3.40E+03 2.36E+03 1.74E+03 1.00E+03 7.01E+02 3.39E+02 1.68E+02 7.61E+01 6.03E+01 2.03E+01 1.39E+01 4.60E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.509  5.20E+04 9.84E+04 1.43E+06 6.69E+00 5.14E+03 5.09E+03 9.97E+03 8.82E+03 1.12E+04 9.71E+03 1.03E+04 8.56E+03 7.93E+03 6.14E+03 5.16E+03 3.63E+03 2.74E+03 1.63E+03 1.18E+03 6.13E+02 3.45E+02 1.49E+02 8.39E+01 4.02E+01 1.55E+01 7.67E+00 3.07E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.524  8.57E+04 1.72E+05 2.55E+06 9.07E+00 8.77E+03 8.63E+03 1.70E+04 1.46E+04 1.84E+04 1.63E+04 1.79E+04 1.51E+04 1.41E+04 1.10E+04 9.28E+03 6.77E+03 5.17E+03 3.28E+03 2.39E+03 1.36E+03 8.09E+02 3.78E+02 1.93E+02 8.15E+01 4.95E+01 1.25E+01 9.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.540  1.38E+05 2.49E+05 3.75E+06 1.19E+01 1.26E+04 1.23E+04 2.42E+04 2.09E+04 2.66E+04 2.34E+04 2.53E+04 2.18E+04 2.05E+04 1.61E+04 1.37E+04 1.01E+04 7.88E+03 5.01E+03 3.83E+03 2.17E+03 1.39E+03 6.86E+02 3.56E+02 1.40E+02 8.35E+01 3.18E+01 1.38E+01 4.74E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.554  2.24E+05 4.34E+05 6.61E+06 1.50E+01 2.16E+04 2.13E+04 4.19E+04 3.63E+04 4.55E+04 4.01E+04 4.38E+04 3.73E+04 3.50E+04 2.81E+04 2.44E+04 1.79E+04 1.41E+04 9.44E+03 7.18E+03 4.39E+03 2.81E+03 1.56E+03 8.79E+02 3.65E+02 1.97E+02 8.81E+01 3.79E+01 1.44E+01 1.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.569  3.56E+05 6.23E+05 9.60E+06 1.65E+01 2.97E+04 2.96E+04 5.80E+04 5.13E+04 6.61E+04 5.81E+04 6.25E+04 5.36E+04 5.05E+04 4.04E+04 3.53E+04 2.63E+04 2.08E+04 1.40E+04 1.08E+04 6.68E+03 4.52E+03 2.54E+03 1.47E+03 7.14E+02 3.63E+02 1.61E+02 8.63E+01 3.03E+01 2.10E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.597  8.89E+05 1.51E+06 2.37E+07 4.72E+01 7.09E+04 6.96E+04 1.37E+05 1.21E+05 1.54E+05 1.36E+05 1.49E+05 1.29E+05 1.24E+05 9.96E+04 8.72E+04 6.57E+04 5.29E+04 3.66E+04 2.87E+04 1.84E+04 1.29E+04 7.83E+03 4.93E+03 2.73E+03 1.55E+03 7.02E+02 3.59E+02 1.66E+02 7.11E+01 2.52E+01 5.26E+00 1.80E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.623  2.17E+06 3.61E+06 5.78E+07 8.00E+01 1.63E+05 1.60E+05 3.16E+05 2.81E+05 3.62E+05 3.22E+05 3.53E+05 3.07E+05 2.93E+05 2.38E+05 2.12E+05 1.63E+05 1.32E+05 9.22E+04 7.31E+04 4.88E+04 3.51E+04 2.21E+04 1.45E+04 8.54E+03 5.29E+03 2.65E+03 1.51E+03 7.31E+02 3.99E+02 1.42E+02 6.64E+01 3.93E+01 3.86E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.649  5.19E+06 8.46E+06 1.38E+08 2.00E+02 3.72E+05 3.66E+05 7.24E+05 6.42E+05 8.30E+05 7.39E+05 8.18E+05 7.15E+05 6.90E+05 5.67E+05 5.05E+05 3.90E+05 3.20E+05 2.29E+05 1.83E+05 1.23E+05 9.03E+04 5.88E+04 3.96E+04 2.44E+04 1.59E+04 8.67E+03 5.29E+03 2.80E+03 1.51E+03 7.19E+02 3.80E+02 1.82E+02 7.84E+01 3.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.673  1.22E+07 1.95E+07 3.23E+08 2.53E+02 8.35E+05 8.22E+05 1.63E+06 1.45E+06 1.88E+06 1.69E+06 1.87E+06 1.65E+06 1.59E+06 1.31E+06 1.18E+06 9.25E+05 7.67E+05 5.50E+05 4.45E+05 3.06E+05 2.28E+05 1.51E+05 1.03E+05 6.62E+04 4.39E+04 2.54E+04 1.61E+04 9.18E+03 5.29E+03 2.65E+03 1.48E+03 7.98E+02 3.77E+02 2.06E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.697  2.82E+07 4.46E+07 7.48E+08 5.74E+02 1.86E+06 1.84E+06 3.64E+06 3.25E+06 4.22E+06 3.78E+06 4.21E+06 3.72E+06 3.62E+06 3.01E+06 2.73E+06 2.15E+06 1.79E+06 1.31E+06 1.07E+06 7.44E+05 5.59E+05 3.78E+05 2.63E+05 1.72E+05 1.17E+05 6.94E+04 4.54E+04 2.69E+04 1.61E+04 8.74E+03 4.91E+03 2.79E+03 1.54E+03 8.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.719  6.43E+07 9.96E+07 1.70E+09 1.35E+03 3.99E+06 3.92E+06 7.78E+06 7.06E+06 9.28E+06 8.36E+06 9.37E+06 8.30E+06 8.11E+06 6.76E+06 6.17E+06 4.90E+06 4.14E+06 3.04E+06 2.51E+06 1.77E+06 1.35E+06 9.20E+05 6.52E+05 4.36E+05 3.00E+05 1.83E+05 1.23E+05 7.45E+04 4.64E+04 2.62E+04 1.55E+04 8.77E+03 5.05E+03 2.40E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.742  1.45E+08 2.22E+08 3.82E+09 3.03E+03 8.71E+06 8.57E+06 1.70E+07 1.55E+07 2.04E+07 1.84E+07 2.06E+07 1.82E+07 1.79E+07 1.51E+07 1.38E+07 1.11E+07 9.42E+06 6.96E+06 5.79E+06 4.13E+06 3.18E+06 2.21E+06 1.59E+06 1.07E+06 7.52E+05 4.67E+05 3.18E+05 1.98E+05 1.26E+05 7.37E+04 4.49E+04 2.60E+04 1.20E+04 4.19E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.763  3.22E+08 4.88E+08 8.52E+09 6.09E+03 1.88E+07 1.85E+07 3.67E+07 3.34E+07 4.41E+07 3.99E+07 4.51E+07 4.00E+07 3.94E+07 3.33E+07 3.05E+07 2.46E+07 2.12E+07 1.57E+07 1.32E+07 9.49E+06 7.39E+06 5.20E+06 3.79E+06 2.60E+06 1.84E+06 1.16E+06 8.09E+05 5.11E+05 3.31E+05 1.99E+05 1.22E+05 5.94E+04 2.25E+04 8.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.784  7.10E+08 1.06E+09 1.88E+10 1.31E+04 4.02E+07 3.96E+07 7.86E+07 7.17E+07 9.50E+07 8.61E+07 9.75E+07 8.66E+07 8.56E+07 7.27E+07 6.71E+07 5.43E+07 4.70E+07 3.51E+07 2.97E+07 2.16E+07 1.69E+07 1.20E+07 8.89E+06 6.16E+06 4.43E+06 2.84E+06 2.00E+06 1.29E+06 8.47E+05 5.18E+05 2.56E+05 1.09E+05 4.58E+04 1.66E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.804  1.55E+09 2.30E+09 4.10E+10 2.69E+04 8.52E+07 8.40E+07 1.67E+08 1.52E+08 2.02E+08 1.84E+08 2.09E+08 1.86E+08 1.85E+08 1.57E+08 1.46E+08 1.19E+08 1.03E+08 7.77E+07 6.60E+07 4.83E+07 3.83E+07 2.75E+07 2.05E+07 1.44E+07 1.05E+07 6.82E+06 4.86E+06 3.16E+06 1.98E+06 1.05E+06 4.42E+05 1.87E+05 8.51E+04 2.98E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.844  7.93E+09 1.05E+10 1.89E+11 1.06E+05 3.74E+08 3.70E+08 7.34E+08 6.73E+08 8.96E+08 8.17E+08 9.33E+08 8.35E+08 8.34E+08 7.16E+08 6.69E+08 5.50E+08 4.83E+08 3.68E+08 3.16E+08 2.35E+08 1.89E+08 1.38E+08 1.05E+08 7.49E+07 5.57E+07 3.72E+07 2.24E+07 1.16E+07 6.12E+06 3.03E+06 1.46E+06 6.42E+05 3.32E+05 1.09E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.881  3.60E+10 4.57E+10 8.35E+11 4.25E+05 1.60E+09 1.58E+09 3.14E+09 2.89E+09 3.85E+09 3.53E+09 4.04E+09 3.64E+09 3.65E+09 3.16E+09 2.97E+09 2.46E+09 2.18E+09 1.68E+09 1.46E+09 1.10E+09 8.93E+08 6.62E+08 5.10E+08 3.32E+08 1.90E+08 1.13E+08 6.16E+07 3.28E+07 1.86E+07 9.54E+06 4.62E+06 2.16E+06 1.28E+06 3.89E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.917  1.55E+11 1.93E+11 3.47E+12 1.70E+06 6.82E+09 6.74E+09 1.34E+10 1.22E+10 1.62E+10 1.49E+10 1.71E+10 1.55E+10 1.56E+10 1.36E+10 1.28E+10 1.07E+10 9.53E+09 7.42E+09 6.49E+09 4.64E+09 3.42E+09 2.16E+09 1.44E+09 8.59E+08 5.28E+08 2.97E+08 1.78E+08 9.40E+07 5.47E+07 2.88E+07 1.54E+07 7.05E+06 5.16E+06 1.33E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.952  6.18E+11 7.32E+11 1.24E+13 6.53E+06 2.77E+10 2.74E+10 5.44E+10 4.97E+10 6.62E+10 6.10E+10 7.00E+10 6.39E+10 6.47E+10 5.65E+10 5.08E+10 3.82E+10 3.08E+10 2.13E+10 1.72E+10 1.06E+10 7.96E+09 5.02E+09 3.50E+09 2.03E+09 1.24E+09 7.56E+08 4.49E+08 2.35E+08 1.49E+08 7.98E+07 4.43E+07 2.16E+07 1.91E+07 3.95E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.985  1.59E+12 1.21E+12 1.76E+13 1.44E+07 6.37E+10 6.30E+10 1.25E+11 1.18E+11 1.49E+11 1.23E+11 1.28E+11 9.43E+10 8.64E+10 6.29E+10 5.51E+10 3.58E+10 3.27E+10 2.01E+10 1.78E+10 1.01E+10 9.73E+09 4.82E+09 3.76E+09 2.20E+09 1.37E+09 7.95E+08 5.16E+08 2.65E+08 1.99E+08 1.12E+08 6.42E+07 2.97E+07 3.84E+07 5.01E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.017  3.30E+12 2.21E+12 2.78E+13 3.19E+07 1.47E+11 1.45E+11 2.89E+11 2.78E+11 3.38E+11 2.48E+11 2.36E+11 1.39E+11 1.15E+11 7.00E+10 5.98E+10 3.35E+10 3.46E+10 1.89E+10 1.85E+10 9.60E+09 1.19E+10 4.64E+09 4.04E+09 2.40E+09 1.51E+09 8.37E+08 5.94E+08 2.98E+08 2.66E+08 1.58E+08 9.31E+07 4.06E+07 7.71E+07 6.37E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.049  6.57E+12 4.34E+12 4.85E+13 7.04E+07 3.37E+11 3.34E+11 6.65E+11 6.58E+11 7.62E+11 5.00E+11 4.33E+11 2.06E+11 1.54E+11 7.80E+10 6.48E+10 3.14E+10 3.66E+10 1.78E+10 1.91E+10 9.14E+09 1.45E+10 4.46E+09 4.35E+09 2.61E+09 1.66E+09 8.82E+08 6.83E+08 3.36E+08 3.55E+08 2.23E+08 1.35E+08 5.56E+07 1.55E+08 8.09E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.079  1.32E+13 8.97E+12 9.19E+13 1.56E+08 7.76E+11 7.69E+11 1.53E+12 1.56E+12 1.72E+12 1.01E+12 7.96E+11 3.04E+11 2.05E+11 8.69E+10 7.02E+10 2.94E+10 3.88E+10 1.67E+10 1.98E+10 8.70E+09 1.78E+10 4.28E+09 4.67E+09 2.83E+09 1.83E+09 9.28E+08 7.86E+08 3.79E+08 4.73E+08 3.13E+08 1.96E+08 7.62E+07 3.12E+08 1.03E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.109  2.73E+13 1.92E+13 1.84E+14 3.44E+08 1.79E+12 1.77E+12 3.52E+12 3.68E+12 3.89E+12 2.03E+12 1.46E+12 4.49E+11 2.73E+11 9.68E+10 7.61E+10 2.75E+10 4.11E+10 1.58E+10 2.05E+10 8.28E+09 2.17E+10 4.11E+09 5.02E+09 3.08E+09 2.01E+09 9.77E+08 9.04E+08 4.26E+08 6.31E+08 4.41E+08 2.83E+08 1.04E+08 6.27E+08 1.31E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.138  5.79E+13 4.19E+13 3.85E+14 7.60E+08 4.11E+12 4.08E+12 8.12E+12 8.70E+12 8.78E+12 4.10E+12 2.68E+12 6.63E+11 3.64E+11 1.08E+11 8.25E+10 2.58E+10 4.35E+10 1.49E+10 2.12E+10 7.88E+09 2.65E+10 3.95E+09 5.40E+09 3.35E+09 2.22E+09 1.03E+09 1.04E+09 4.80E+08 8.43E+08 6.21E+08 4.11E+08 1.43E+08 1.26E+09 1.66E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.207  5.00E+14 3.12E+14 2.68E+15 5.51E+09 3.30E+13 3.28E+13 6.53E+13 7.48E+13 6.73E+13 2.37E+13 1.23E+13 1.76E+12 7.49E+11 1.41E+11 1.01E+11 2.19E+10 5.02E+10 1.28E+10 2.31E+10 6.96E+09 4.38E+10 3.58E+09 6.47E+09 4.13E+09 2.82E+09 1.17E+09 1.48E+09 6.46E+08 1.73E+09 1.46E+09 1.04E+09 3.14E+08 7.22E+09 3.02E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.272  3.91E+15 2.41E+15 2.00E+16 4.00E+10 2.65E+14 2.64E+14 5.25E+14 6.43E+14 5.16E+14 1.37E+14 5.60E+13 4.66E+12 1.54E+12 1.85E+11 1.24E+11 1.86E+10 5.80E+10 1.10E+10 2.52E+10 6.15E+09 7.23E+10 3.24E+09 7.75E+09 5.09E+09 3.59E+09 1.33E+09 2.10E+09 8.70E+08 3.56E+09 3.43E+09 2.63E+09 6.89E+08 4.14E+10 5.49E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.393  3.89E+17 1.52E+17 1.21E+18 2.10E+12 1.71E+16 1.70E+16 3.40E+16 4.75E+16 3.03E+16 4.57E+15 1.17E+15 3.28E+13 6.49E+12 3.16E+11 1.85E+11 1.34E+10 7.72E+10 8.14E+09 3.00E+10 4.81E+09 1.97E+11 2.66E+09 1.11E+10 7.74E+09 5.81E+09 1.72E+09 4.22E+09 1.57E+09 1.51E+10 1.90E+10 1.68E+10 3.32E+09 1.36E+12 1.82E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.609  3.28E+21 6.55E+20 5.13E+21 5.83E+15 7.12E+19 7.13E+19 1.43E+20 2.60E+20 1.05E+20 5.08E+18 5.09E+17 1.62E+15 1.16E+14 9.28E+11 4.15E+11 6.95E+09 1.37E+11 4.47E+09 4.23E+10 2.93E+09 1.47E+12 1.78E+09 2.30E+10 1.79E+10 1.52E+10 2.88E+09 1.71E+10 5.17E+09 2.70E+11 5.80E+11 6.86E+11 7.73E+10 1.47E+15 1.99E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.799  1.31E+22 1.31E+21 1.03E+22 1.16E+16 1.42E+20 1.43E+20 2.85E+20 5.20E+20 2.09E+20 1.02E+19 1.02E+18 8.00E+16 2.06E+15 2.72E+12 9.30E+11 3.61E+09 2.43E+11 2.45E+09 5.98E+10 1.79E+09 1.09E+13 1.20E+09 4.73E+10 4.13E+10 3.98E+10 4.82E+09 6.95E+10 1.69E+10 4.83E+12 1.77E+13 2.81E+13 1.80E+12 2.93E+15 2.18E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.970  3.28E+22 2.62E+21 2.06E+22 2.33E+16 2.85E+20 2.85E+20 5.70E+20 1.04E+21 4.19E+20 2.03E+19 2.03E+18 3.95E+18 3.67E+16 7.99E+12 2.08E+12 1.88E+09 4.32E+11 1.34E+09 8.45E+10 1.09E+09 8.09E+13 8.05E+08 9.76E+10 9.56E+10 1.04E+11 8.08E+09 2.82E+11 5.56E+10 8.64E+13 5.42E+14 1.15E+15 4.18E+13 5.86E+15 2.39E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
