                    *********************************************************************************
                    *  Z= 92 A=233: Positive-Parity Spin-dependent Level Density [MeV-1] for U 233  *
  25.00  1.084  4.74E+14 2.87E+14 1.55E+16 4.92E+05 4.67E+06 3.59E+06 4.55E+06 2.27E+05 2.49E+05 5.26E+04 0.00E+00 0.00E+00 2.14E+02 1.93E+11 2.44E+12 3.00E+13 5.13E+12 1.16E+12 4.04E+11 2.35E+12 2.62E+11 3.33E+11 1.42E+11 2.24E+11 1.18E+11 2.74E+11 1.03E+11 7.02E+11 4.78E+11 1.37E+12 3.89E+12 1.18E+13 2.26E+14 4.05E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.188  4.90E+17 1.96E+17 1.15E+19 2.03E+03 5.37E+04 2.23E+04 3.08E+04 2.98E+02 3.33E+02 2.99E+01 0.00E+00 0.00E+00 0.00E+00 1.17E+11 5.32E+12 2.23E+14 2.03E+13 2.77E+12 7.34E+11 1.13E+13 5.93E+11 1.05E+12 3.94E+11 9.70E+11 5.07E+11 2.20E+12 7.32E+11 1.55E+13 1.20E+13 7.25E+13 4.43E+14 2.89E+15 1.92E+17 3.26E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.371  5.56E+18 8.17E+17 4.64E+19 3.48E-02 7.11E+00 8.63E-01 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.33E+10 2.53E+13 1.22E+16 3.16E+14 1.58E+13 2.43E+12 2.61E+14 3.05E+12 1.04E+13 3.06E+12 1.81E+13 9.31E+12 1.42E+14 3.69E+13 7.49E+15 7.65E+15 2.04E+17 1.32E+15 8.66E+15 5.75E+17 2.12E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.533  2.41E+19 2.88E+18 1.44E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.60E+10 1.21E+14 6.69E+17 4.92E+15 9.05E+13 8.02E+12 6.03E+15 1.57E+13 1.03E+14 2.37E+13 3.39E+14 1.71E+14 9.12E+15 1.86E+15 1.50E+16 1.53E+16 4.07E+17 3.94E+15 2.59E+16 1.72E+18 1.38E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.679  2.57E+20 4.38E+19 1.31E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.92E+09 5.74E+14 3.67E+19 7.68E+16 5.18E+14 2.65E+13 1.40E+17 8.07E+13 1.02E+15 1.84E+14 6.35E+15 3.14E+15 5.87E+17 9.37E+16 2.99E+16 3.06E+16 8.14E+17 1.18E+16 7.75E+16 5.17E+18 8.95E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.814  1.09E+22 2.08E+21 5.35E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.19E+09 2.73E+15 2.01E+21 1.20E+18 2.96E+15 8.77E+13 3.23E+18 4.15E+14 1.01E+16 1.42E+15 1.19E+17 5.77E+16 3.78E+19 4.72E+18 5.97E+16 6.11E+16 1.63E+18 3.51E+16 2.32E+17 1.55E+19 5.81E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.939  5.88E+23 1.13E+23 2.89E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.08E+08 1.30E+16 1.10E+23 1.87E+19 1.69E+16 2.90E+14 7.46E+19 2.13E+15 1.00E+17 1.10E+16 2.22E+18 1.06E+18 2.43E+21 2.38E+20 1.19E+17 1.22E+17 3.26E+18 1.05E+17 6.94E+17 4.65E+19 3.78E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.057  3.23E+25 6.23E+24 1.59E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.99E+08 6.19E+16 6.06E+24 2.91E+20 9.68E+16 9.58E+14 1.72E+21 1.10E+16 9.95E+17 8.56E+16 4.16E+19 1.95E+19 1.57E+23 1.20E+22 2.38E+17 2.44E+17 6.51E+18 3.12E+17 2.08E+18 1.39E+20 2.45E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.168  1.78E+27 3.43E+26 8.80E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.10E+08 2.95E+17 3.32E+26 4.54E+21 5.54E+17 3.17E+15 3.99E+22 5.64E+16 9.86E+18 6.64E+17 7.79E+20 3.57E+20 1.01E+25 6.04E+23 4.76E+17 4.87E+17 1.30E+19 9.31E+17 6.21E+18 4.18E+20 1.59E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.274  9.81E+28 1.89E+28 4.87E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.08E+07 1.40E+18 1.82E+28 7.07E+22 3.17E+18 1.05E+16 9.22E+23 2.90E+17 9.77E+19 5.14E+18 1.46E+22 6.56E+21 6.49E+26 3.04E+25 9.51E+17 9.74E+17 2.60E+19 2.78E+18 1.86E+19 1.25E+21 1.04E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.375  5.41E+30 1.04E+30 2.70E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.51E+07 6.67E+18 1.00E+30 1.10E+24 1.81E+19 3.46E+16 2.13E+25 1.49E+18 9.69E+20 3.99E+19 2.73E+23 1.21E+23 4.18E+28 1.53E+27 1.90E+18 1.95E+18 5.21E+19 8.28E+18 5.56E+19 3.75E+21 6.73E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.472  2.99E+32 5.76E+31 1.50E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.57E+06 3.18E+19 5.49E+31 1.72E+25 1.04E+20 1.14E+17 4.93E+26 7.67E+18 9.60E+21 3.09E+20 5.10E+24 2.21E+24 2.69E+30 7.73E+28 3.80E+18 3.89E+18 1.04E+20 2.47E+19 1.66E+20 1.12E+22 4.37E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.565  1.65E+34 3.19E+33 8.32E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.06E+06 1.51E+20 3.01E+33 2.68E+26 5.92E+20 3.78E+17 1.14E+28 3.95E+19 9.52E+22 2.40E+21 9.55E+25 4.07E+25 1.73E+32 3.89E+30 7.59E+18 7.77E+18 2.08E+20 7.36E+19 4.98E+20 3.37E+22 2.84E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.655  9.15E+35 1.76E+35 4.64E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 7.60E+05 7.20E+20 1.65E+35 4.18E+27 3.39E+21 1.25E+18 2.63E+29 2.03E+20 9.43E+23 1.86E+22 1.79E+27 7.47E+26 1.12E+34 1.96E+32 1.52E+19 1.55E+19 4.16E+20 2.20E+20 1.49E+21 1.01E+23 1.84E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.743  5.07E+37 9.78E+36 2.59E+38 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.81E+05 3.43E+21 9.05E+36 6.52E+28 1.94E+22 4.13E+18 6.09E+30 1.04E+21 9.35E+24 1.44E+23 3.34E+28 1.37E+28 7.18E+35 9.89E+33 3.03E+19 3.10E+19 8.32E+20 6.55E+20 4.45E+21 3.03E+23 1.20E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.827  2.82E+39 5.43E+38 1.45E+40 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.04E+05 1.63E+22 4.97E+38 1.02E+30 1.11E+23 1.37E+19 1.41E+32 5.37E+21 9.27E+25 1.12E+24 6.26E+29 2.52E+29 4.62E+37 4.98E+35 6.05E+19 6.20E+19 1.66E+21 1.95E+21 1.33E+22 9.08E+23 7.78E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.909  1.57E+41 3.02E+40 8.16E+41 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.84E+04 7.76E+22 2.72E+40 1.58E+31 6.33E+23 4.51E+19 3.26E+33 2.76E+22 9.19E+26 8.66E+24 1.17E+31 4.63E+30 2.98E+39 2.51E+37 1.21E+20 1.24E+20 3.33E+21 5.83E+21 3.99E+22 2.72E+24 5.06E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.989  8.74E+42 1.69E+42 4.61E+43 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.42E+04 3.69E+23 1.49E+42 2.47E+32 3.62E+24 1.49E+20 7.53E+34 1.42E+23 9.11E+27 6.71E+25 2.19E+32 8.50E+31 1.92E+41 1.26E+39 2.42E+20 2.48E+20 6.66E+21 1.74E+22 1.19E+23 8.16E+24 3.28E+38 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.066  4.89E+44 9.44E+43 2.61E+45 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.24E+03 1.76E+24 8.20E+43 3.85E+33 2.07E+25 4.93E+20 1.74E+36 7.30E+23 9.03E+28 5.20E+26 4.10E+33 1.56E+33 1.23E+43 6.37E+40 4.83E+20 4.95E+20 1.33E+22 5.18E+22 3.57E+23 2.45E+25 2.13E+40 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 92 A=234: Negative-parity Spin-dependent Level Density [MeV-1] for U 234  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.108  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.153  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.188  1.00E+00 6.22E+00 3.69E+01 0.00E+00 1.67E+00 1.52E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.217  4.00E+00 1.25E+01 9.88E+01 0.00E+00 1.67E+00 1.53E+00 3.19E+00 3.04E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.242  9.00E+00 2.93E+01 3.40E+02 0.00E+00 0.00E+00 1.34E-02 3.19E+00 7.74E+00 6.22E+00 6.08E+00 3.04E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.266  2.00E+01 5.90E+01 6.62E+02 2.95E-01 3.04E+00 1.68E+00 7.77E+00 9.28E+00 1.24E+01 1.08E+01 6.08E+00 4.56E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.287  4.40E+01 1.37E+02 1.59E+03 2.95E-01 1.09E+01 7.96E+00 2.02E+01 1.54E+01 2.01E+01 1.70E+01 1.67E+01 1.37E+01 7.59E+00 4.56E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.307  8.80E+01 2.13E+02 2.54E+03 4.43E-01 2.06E+01 1.24E+01 2.95E+01 2.16E+01 2.61E+01 2.48E+01 2.60E+01 1.52E+01 1.67E+01 1.06E+01 6.08E+00 1.52E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.325  1.57E+02 3.40E+02 4.26E+03 4.67E-01 2.70E+01 2.00E+01 4.63E+01 3.86E+01 4.30E+01 3.21E+01 3.52E+01 2.43E+01 2.73E+01 1.52E+01 1.67E+01 7.59E+00 4.56E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.343  2.62E+02 4.96E+02 6.37E+03 7.63E-01 3.48E+01 2.76E+01 6.13E+01 5.53E+01 6.73E+01 5.36E+01 5.38E+01 3.34E+01 3.34E+01 2.58E+01 1.97E+01 1.67E+01 7.59E+00 3.04E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.360  4.58E+02 1.07E+03 1.34E+04 1.05E+00 7.41E+01 6.89E+01 1.50E+02 1.19E+02 1.36E+02 1.24E+02 1.23E+02 8.87E+01 6.55E+01 3.34E+01 3.19E+01 2.28E+01 1.97E+01 9.11E+00 4.56E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.376  8.29E+02 1.90E+03 2.32E+04 1.38E+00 1.50E+02 1.30E+02 2.70E+02 2.06E+02 2.49E+02 2.06E+02 1.95E+02 1.57E+02 1.32E+02 6.41E+01 4.57E+01 2.73E+01 2.73E+01 1.67E+01 1.06E+01 4.56E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.391  1.56E+03 3.95E+03 4.98E+04 3.00E+00 2.91E+02 2.44E+02 5.22E+02 4.20E+02 5.24E+02 4.30E+02 4.19E+02 3.26E+02 2.96E+02 1.87E+02 1.26E+02 6.26E+01 4.10E+01 2.73E+01 1.82E+01 1.22E+01 4.56E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.406  2.83E+03 6.22E+03 8.03E+04 2.50E+00 3.98E+02 3.75E+02 7.72E+02 6.60E+02 8.25E+02 6.77E+02 6.78E+02 5.21E+02 4.86E+02 3.09E+02 2.34E+02 1.18E+02 7.29E+01 3.19E+01 3.04E+01 1.67E+01 1.06E+01 3.04E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.420  5.13E+03 1.22E+04 1.61E+05 4.05E+00 7.54E+02 7.10E+02 1.44E+03 1.23E+03 1.53E+03 1.31E+03 1.41E+03 1.04E+03 9.45E+02 6.40E+02 4.89E+02 3.01E+02 1.91E+02 8.43E+01 4.40E+01 2.73E+01 1.82E+01 1.06E+01 3.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.434  9.03E+03 1.90E+04 2.53E+05 5.58E+00 1.20E+03 1.10E+03 2.25E+03 1.87E+03 2.38E+03 2.01E+03 2.07E+03 1.64E+03 1.54E+03 9.84E+02 8.09E+02 4.91E+02 3.41E+02 1.68E+02 7.75E+01 3.19E+01 3.04E+01 1.67E+01 7.59E+00 1.52E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
