                    *********************************************************************************
                    *  Z= 79 A=198: Positive-Parity Spin-dependent Level Density [MeV-1] for AU198  *
  70.00  1.972  2.73E+22 3.16E+21 6.06E+22 5.50E+17 8.68E+19 8.70E+19 1.76E+20 2.35E+20 5.91E+20 4.93E+19 2.16E+19 3.10E+19 9.01E+18 3.65E+17 1.36E+21 1.70E+20 3.70E+16 4.73E+16 1.14E+16 4.20E+19 7.39E+19 5.70E+18 1.61E+20 5.83E+19 8.62E+15 5.50E+17 6.25E+15 2.51E+17 4.25E+15 8.74E+14 1.46E+15 4.13E+14 3.43E+15 2.64E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.108  8.82E+23 1.68E+23 4.25E+24 1.10E+18 1.74E+20 1.74E+20 3.52E+20 4.70E+20 1.18E+21 9.85E+19 4.31E+19 6.19E+19 1.80E+19 7.28E+17 1.27E+23 1.14E+22 7.38E+16 7.82E+17 2.27E+16 2.55E+21 5.12E+21 2.67E+20 1.42E+22 4.63E+21 1.72E+16 2.14E+19 1.25E+16 9.78E+18 8.48E+15 1.74E+15 2.91E+15 8.24E+14 6.86E+15 5.27E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.236  7.57E+25 1.48E+25 3.74E+26 2.20E+18 3.47E+20 3.48E+20 7.04E+20 9.40E+20 2.37E+21 1.97E+20 8.63E+19 1.24E+20 3.60E+19 1.45E+18 1.19E+25 7.68E+23 1.47E+17 1.29E+19 4.52E+16 1.55E+23 3.55E+23 1.25E+22 1.26E+24 3.68E+23 3.43E+16 8.37E+20 2.49E+16 3.81E+20 1.69E+16 3.48E+15 5.81E+15 1.64E+15 1.37E+16 1.05E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.357  6.83E+27 1.34E+27 3.35E+28 4.39E+18 6.94E+20 6.95E+20 1.41E+21 1.88E+21 4.73E+21 3.94E+20 1.72E+20 2.48E+20 7.20E+19 2.90E+18 1.11E+27 5.16E+25 2.93E+17 2.14E+20 9.01E+16 9.40E+24 2.46E+25 5.87E+23 1.12E+26 2.93E+25 6.85E+16 3.27E+22 4.97E+16 1.48E+22 3.38E+16 6.94E+15 1.16E+16 3.28E+15 2.74E+16 2.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.472  6.21E+29 1.22E+29 3.03E+30 8.79E+18 1.39E+21 1.39E+21 2.81E+21 3.76E+21 9.46E+21 7.88E+20 3.45E+20 4.95E+20 1.44E+20 5.80E+18 1.04E+29 3.46E+27 5.85E+17 3.54E+21 1.79E+17 5.71E+26 1.70E+27 2.75E+25 9.89E+27 2.33E+27 1.37E+17 1.28E+24 9.92E+16 5.77E+23 6.75E+16 1.38E+16 2.31E+16 6.54E+15 5.47E+16 4.21E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.582  5.68E+31 1.11E+31 2.75E+32 1.76E+19 2.78E+21 2.78E+21 5.63E+21 7.52E+21 1.89E+22 1.57E+21 6.89E+20 9.90E+20 2.88E+20 1.16E+19 9.67E+30 2.33E+29 1.17E+18 5.86E+22 3.57E+17 3.46E+28 1.18E+29 1.29E+27 8.76E+29 1.85E+29 2.73E+17 4.98E+25 1.98E+17 2.25E+25 1.35E+17 2.76E+16 4.62E+16 1.31E+16 1.09E+17 8.41E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.687  5.22E+33 1.02E+33 2.52E+34 3.51E+19 5.55E+21 5.56E+21 1.13E+22 1.50E+22 3.78E+22 3.15E+21 1.38E+21 1.98E+21 5.75E+20 2.31E+19 9.03E+32 1.56E+31 2.32E+18 9.70E+23 7.11E+17 2.10E+30 8.19E+30 6.04E+28 7.76E+31 1.47E+31 5.44E+17 1.94E+27 3.95E+17 8.75E+26 2.69E+17 5.50E+16 9.22E+16 2.60E+16 2.18E+17 1.68E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.789  4.81E+35 9.42E+34 2.31E+36 7.03E+19 1.11E+22 1.11E+22 2.25E+22 3.01E+22 7.56E+22 6.30E+21 2.76E+21 3.96E+21 1.15E+21 4.62E+19 8.44E+34 1.05E+33 4.63E+18 1.60E+25 1.42E+18 1.28E+32 5.67E+32 2.83E+30 6.87E+33 1.17E+33 1.08E+18 7.58E+28 7.89E+17 3.41E+28 5.37E+17 1.10E+17 1.84E+17 5.20E+16 4.36E+17 3.36E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.887  4.45E+37 8.70E+36 2.12E+38 1.40E+20 2.22E+22 2.22E+22 4.50E+22 6.01E+22 1.51E+23 1.26E+22 5.51E+21 7.91E+21 2.30E+21 9.23E+19 7.88E+36 7.04E+34 9.23E+18 2.66E+26 2.82E+18 7.74E+33 3.93E+34 1.33E+32 6.08E+35 9.28E+34 2.16E+18 2.96E+30 1.57E+18 1.33E+30 1.07E+18 2.19E+17 3.67E+17 1.04E+17 8.72E+17 6.71E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.981  4.12E+39 8.06E+38 1.96E+40 2.81E+20 4.44E+22 4.45E+22 9.00E+22 1.20E+23 3.03E+23 2.52E+22 1.10E+22 1.58E+22 4.59E+21 1.84E+20 7.37E+38 4.73E+36 1.84E+19 4.39E+27 5.62E+18 4.70E+35 2.72E+36 6.22E+33 5.39E+37 7.38E+36 4.32E+18 1.15E+32 3.14E+18 5.16E+31 2.14E+18 4.37E+17 7.33E+17 2.07E+17 1.74E+18 1.34E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.073  3.82E+41 7.47E+40 1.81E+42 5.62E+20 8.88E+22 8.89E+22 1.80E+23 2.40E+23 6.05E+23 5.03E+22 2.20E+22 3.16E+22 9.19E+21 3.68E+20 6.88E+40 3.17E+38 3.67E+19 7.27E+28 1.12E+19 2.85E+37 1.89E+38 2.91E+35 4.77E+39 5.86E+38 8.62E+18 4.51E+33 6.27E+18 2.01E+33 4.27E+18 8.71E+17 1.46E+18 4.13E+17 3.48E+18 2.68E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.162  3.54E+43 6.93E+42 1.67E+44 1.12E+21 1.78E+23 1.78E+23 3.60E+23 4.81E+23 1.21E+24 1.01E+23 4.40E+22 6.33E+22 1.84E+22 7.35E+20 6.43E+42 2.13E+40 7.32E+19 1.20E+30 2.23E+19 1.73E+39 1.31E+40 1.37E+37 4.22E+41 4.66E+40 1.72E+19 1.76E+35 1.25E+19 7.83E+34 8.53E+18 1.74E+18 2.92E+18 8.23E+17 6.95E+18 5.35E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.249  3.29E+45 6.44E+44 1.55E+46 2.25E+21 3.55E+23 3.56E+23 7.20E+23 9.62E+23 2.42E+24 2.01E+23 8.80E+22 1.26E+23 3.67E+22 1.47E+21 6.01E+44 1.43E+42 1.46E+20 1.99E+31 4.43E+19 1.05E+41 9.07E+41 6.40E+38 3.74E+43 3.70E+42 3.43E+19 6.86E+36 2.50E+19 3.05E+36 1.70E+19 3.47E+18 5.83E+18 1.64E+18 1.39E+19 1.07E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.333  3.06E+47 5.99E+46 1.44E+48 4.49E+21 7.10E+23 7.11E+23 1.44E+24 1.92E+24 4.84E+24 4.02E+23 1.76E+23 2.53E+23 7.34E+22 2.93E+21 5.61E+46 9.60E+43 2.91E+20 3.29E+32 8.83E+19 6.38E+42 6.29E+43 3.00E+40 3.31E+45 2.94E+44 6.84E+19 2.68E+38 4.99E+19 1.19E+38 3.40E+19 6.92E+18 1.16E+19 3.28E+18 2.78E+19 2.14E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
