                    *********************************************************************************
                    *  Z= 80 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for HG199  *
  40.00  1.483  5.85E+19 1.17E+19 8.91E+19 4.70E+16 7.36E+18 8.29E+13 4.05E+12 1.43E+15 1.39E+17 7.35E+17 1.37E+18 2.01E+18 7.33E+14 7.93E+14 7.97E+14 7.45E+14 6.64E+14 6.11E+14 6.30E+14 7.73E+14 1.16E+15 2.08E+15 3.51E+15 4.75E+15 4.17E+15 1.79E+15 5.05E+14 2.06E+14 3.07E+14 3.01E+15 3.82E+10 3.02E+10 1.08E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.658  2.34E+20 2.34E+19 1.79E+20 9.39E+16 1.47E+19 1.65E+14 1.51E+14 2.85E+15 2.77E+17 1.47E+18 2.74E+18 4.03E+18 2.18E+15 2.37E+15 2.38E+15 2.22E+15 1.98E+15 1.83E+15 1.88E+15 2.31E+15 3.48E+15 6.24E+15 1.05E+16 1.42E+16 1.25E+16 5.35E+15 1.51E+15 6.16E+14 9.22E+14 9.03E+15 7.63E+10 6.03E+10 1.91E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.817  5.85E+20 4.69E+19 3.62E+20 1.88E+17 2.94E+19 3.29E+14 5.60E+15 5.70E+15 5.54E+17 2.94E+18 5.47E+18 8.06E+18 6.51E+15 7.06E+15 7.10E+15 6.64E+15 5.92E+15 5.46E+15 5.63E+15 6.92E+15 1.04E+16 1.87E+16 3.15E+16 4.27E+16 3.75E+16 1.60E+16 4.54E+15 1.85E+15 2.76E+15 2.71E+16 1.52E+11 1.21E+11 3.36E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.962  1.29E+21 9.42E+19 7.34E+20 3.76E+17 5.88E+19 6.55E+14 2.08E+17 1.14E+16 1.11E+18 5.88E+18 1.09E+19 1.61E+19 1.94E+16 2.11E+16 2.12E+16 1.98E+16 1.77E+16 1.63E+16 1.68E+16 2.07E+16 3.11E+16 5.60E+16 9.44E+16 1.28E+17 1.12E+17 4.81E+16 1.36E+16 5.54E+15 8.29E+15 8.13E+16 3.05E+11 2.41E+11 5.92E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.098  2.74E+21 1.96E+20 1.55E+21 7.51E+17 1.18E+20 1.30E+15 7.74E+18 2.27E+16 2.22E+18 1.18E+19 2.19E+19 3.22E+19 5.79E+16 6.28E+16 6.33E+16 5.92E+16 5.28E+16 4.87E+16 5.04E+16 6.20E+16 9.33E+16 1.68E+17 2.83E+17 3.84E+17 3.37E+17 1.44E+17 4.08E+16 1.66E+16 2.48E+16 2.44E+17 6.09E+11 4.81E+11 1.04E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.225  7.06E+21 6.67E+20 5.09E+21 1.50E+18 2.35E+20 2.60E+15 2.88E+20 4.54E+16 4.43E+18 2.35E+19 4.38E+19 6.45E+19 1.73E+17 1.87E+17 1.89E+17 1.77E+17 1.58E+17 1.46E+17 1.51E+17 1.85E+17 2.79E+17 5.02E+17 8.48E+17 1.15E+18 1.01E+18 4.32E+17 1.22E+17 4.98E+16 7.45E+16 7.31E+17 1.22E+12 9.62E+11 1.84E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.345  6.77E+22 1.15E+22 8.13E+22 3.00E+18 4.71E+20 5.18E+15 1.07E+22 9.07E+16 8.86E+18 4.70E+19 8.75E+19 1.29E+20 5.14E+17 5.59E+17 5.64E+17 5.28E+17 4.71E+17 4.35E+17 4.50E+17 5.55E+17 8.36E+17 1.50E+18 2.54E+18 3.45E+18 3.03E+18 1.30E+18 3.67E+17 1.49E+17 2.23E+17 2.19E+18 2.43E+12 1.92E+12 3.24E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.460  2.12E+24 3.99E+23 2.80E+24 6.01E+18 9.41E+20 1.03E+16 3.98E+23 1.81E+17 1.77E+19 9.41E+19 1.75E+20 2.58E+20 1.53E+18 1.67E+18 1.68E+18 1.58E+18 1.41E+18 1.30E+18 1.35E+18 1.66E+18 2.50E+18 4.51E+18 7.62E+18 1.03E+19 9.08E+18 3.89E+18 1.10E+18 4.47E+17 6.70E+17 6.58E+18 4.86E+12 3.84E+12 5.72E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.569  7.80E+25 1.48E+25 1.04E+26 1.20E+19 1.88E+21 2.05E+16 1.48E+25 3.62E+17 3.54E+19 1.88E+20 3.50E+20 5.16E+20 4.57E+18 4.97E+18 5.02E+18 4.71E+18 4.21E+18 3.88E+18 4.02E+18 4.96E+18 7.49E+18 1.35E+19 2.28E+19 3.10E+19 2.72E+19 1.17E+19 3.30E+18 1.34E+18 2.01E+18 1.97E+19 9.71E+12 7.68E+12 1.01E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.674  2.90E+27 5.50E+26 3.85E+27 2.40E+19 3.76E+21 4.09E+16 5.50E+26 7.24E+17 7.08E+19 3.76E+20 7.00E+20 1.03E+21 1.36E+19 1.48E+19 1.50E+19 1.41E+19 1.26E+19 1.16E+19 1.20E+19 1.48E+19 2.24E+19 4.05E+19 6.84E+19 9.29E+19 8.16E+19 3.49E+19 9.88E+18 4.02E+18 6.02E+18 5.92E+19 1.94E+13 1.54E+13 1.78E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.775  1.08E+29 2.04E+28 1.43E+29 4.80E+19 7.53E+21 8.14E+16 2.04E+28 1.45E+18 1.42E+20 7.52E+20 1.40E+21 2.06E+21 4.06E+19 4.43E+19 4.47E+19 4.20E+19 3.75E+19 3.47E+19 3.60E+19 4.44E+19 6.72E+19 1.21E+20 2.05E+20 2.78E+20 2.45E+20 1.05E+20 2.96E+19 1.21E+19 1.81E+19 1.78E+20 3.88E+13 3.07E+13 3.13E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.872  4.01E+30 7.60E+29 5.32E+30 9.61E+19 1.51E+22 1.62E+17 7.60E+29 2.89E+18 2.83E+20 1.50E+21 2.80E+21 4.12E+21 1.21E+20 1.32E+20 1.33E+20 1.25E+20 1.12E+20 1.04E+20 1.08E+20 1.33E+20 2.01E+20 3.63E+20 6.14E+20 8.35E+20 7.34E+20 3.14E+20 8.88E+19 3.61E+19 5.42E+19 5.33E+20 7.75E+13 6.13E+13 5.52E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.966  1.49E+32 2.82E+31 1.98E+32 1.92E+20 3.01E+22 3.23E+17 2.82E+31 5.77E+18 5.66E+20 3.01E+21 5.60E+21 8.25E+21 3.61E+20 3.94E+20 3.98E+20 3.74E+20 3.35E+20 3.10E+20 3.21E+20 3.98E+20 6.02E+20 1.09E+21 1.84E+21 2.50E+21 2.20E+21 9.42E+20 2.66E+20 1.08E+20 1.62E+20 1.60E+21 1.55E+14 1.23E+14 9.73E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.058  5.54E+33 1.05E+33 7.35E+33 3.84E+20 6.02E+22 6.43E+17 1.05E+33 1.15E+19 1.13E+21 6.02E+21 1.12E+22 1.65E+22 1.08E+21 1.18E+21 1.19E+21 1.12E+21 1.00E+21 9.25E+20 9.61E+20 1.19E+21 1.80E+21 3.26E+21 5.52E+21 7.50E+21 6.59E+21 2.82E+21 7.98E+20 3.25E+20 4.87E+20 4.79E+21 3.09E+14 2.45E+14 1.72E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.146  2.06E+35 3.90E+34 2.73E+35 7.68E+20 1.20E+23 1.28E+18 3.90E+34 2.30E+19 2.26E+21 1.20E+22 2.24E+22 3.30E+22 3.21E+21 3.51E+21 3.55E+21 3.33E+21 2.99E+21 2.76E+21 2.87E+21 3.56E+21 5.39E+21 9.76E+21 1.65E+22 2.25E+22 1.98E+22 8.47E+21 2.39E+21 9.73E+20 1.46E+21 1.44E+22 6.18E+14 4.90E+14 3.02E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.233  7.66E+36 1.45E+36 1.02E+37 1.54E+21 2.41E+23 2.55E+18 1.45E+36 4.60E+19 4.53E+21 2.41E+22 4.48E+22 6.60E+22 9.57E+21 1.05E+22 1.06E+22 9.96E+21 8.92E+21 8.26E+21 8.59E+21 1.06E+22 1.62E+22 2.92E+22 4.96E+22 6.74E+22 5.93E+22 2.54E+22 7.17E+21 2.92E+21 4.38E+21 4.31E+22 1.23E+15 9.79E+14 5.33E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.317  2.85E+38 5.40E+37 3.78E+38 3.07E+21 4.82E+23 5.08E+18 5.40E+37 9.19E+19 9.06E+21 4.81E+22 8.96E+22 1.32E+23 2.85E+22 3.12E+22 3.16E+22 2.97E+22 2.66E+22 2.47E+22 2.57E+22 3.19E+22 4.84E+22 8.76E+22 1.49E+23 2.02E+23 1.78E+23 7.61E+22 2.15E+22 8.75E+21 1.31E+22 1.29E+23 2.47E+15 1.96E+15 9.40E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 80 A=201: Positive-Parity Spin-dependent Level Density [MeV-1] for HG201  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.117  1.00E+00 4.09E+00 1.20E+01 2.17E+00 1.92E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.165  2.00E+00 6.27E+00 2.51E+01 2.17E+00 1.92E+00 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.203  4.00E+00 4.70E+00 3.31E+01 0.00E+00 0.00E+00 2.27E+00 2.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.234  5.00E+00 3.03E+00 2.41E+01 0.00E+00 0.00E+00 3.47E-01 2.43E+00 2.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.262  6.00E+00 8.53E+00 4.44E+01 3.59E+00 1.92E+00 0.00E+00 3.33E-01 2.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.287  1.00E+01 2.33E+01 1.20E+02 7.94E+00 6.79E+00 3.33E+00 7.76E-02 3.00E+00 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.309  2.20E+01 7.44E+01 3.40E+02 2.34E+01 2.93E+01 1.10E+01 4.35E+00 1.73E+00 3.17E+00 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.331  4.60E+01 1.18E+02 5.91E+02 3.03E+01 3.86E+01 2.96E+01 9.08E+00 4.08E+00 4.58E+00 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.351  8.30E+01 1.74E+02 1.01E+03 2.81E+01 4.71E+01 4.78E+01 3.20E+01 1.04E+01 4.15E+00 4.61E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.370  1.33E+02 2.25E+02 1.39E+03 2.92E+01 5.37E+01 5.97E+01 4.81E+01 2.32E+01 7.77E+00 3.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.388  2.07E+02 3.70E+02 2.48E+03 4.21E+01 6.54E+01 1.06E+02 7.47E+01 5.18E+01 2.33E+01 3.59E+00 3.20E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.405  3.17E+02 5.12E+02 3.40E+03 7.94E+01 9.29E+01 1.23E+02 9.01E+01 7.22E+01 4.21E+01 6.28E+00 6.28E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.422  4.89E+02 8.61E+02 5.66E+03 1.45E+02 1.90E+02 1.79E+02 1.38E+02 9.64E+01 6.89E+01 3.28E+01 8.84E+00 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.438  7.58E+02 1.29E+03 8.36E+03 2.41E+02 2.93E+02 2.69E+02 1.78E+02 1.43E+02 8.32E+01 4.79E+01 2.37E+01 8.62E+00 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.453  1.23E+03 2.49E+03 1.59E+04 4.17E+02 6.18E+02 5.54E+02 3.86E+02 2.20E+02 1.53E+02 8.68E+01 3.19E+01 1.98E+01 4.49E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.468  2.01E+03 3.76E+03 2.48E+04 5.18E+02 9.18E+02 8.78E+02 6.33E+02 3.81E+02 2.23E+02 1.33E+02 4.84E+01 2.20E+01 1.04E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.482  3.31E+03 6.62E+03 4.65E+04 7.23E+02 1.36E+03 1.56E+03 1.28E+03 8.33E+02 4.50E+02 2.45E+02 1.16E+02 2.78E+01 1.79E+01 7.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.496  5.32E+03 9.44E+03 6.87E+04 9.98E+02 1.76E+03 2.06E+03 1.92E+03 1.33E+03 7.10E+02 3.93E+02 1.72E+02 5.55E+01 2.66E+01 1.46E+01 1.41E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
