                    *********************************************************************************
                    *  Z= 80 A=199: Positive-Parity Spin-dependent Level Density [MeV-1] for HG199  *
  17.00  0.967  2.80E+10 2.22E+10 2.58E+11 2.91E+09 3.32E+09 2.41E+09 6.49E+08 1.28E+09 1.52E+09 1.68E+09 1.62E+09 1.47E+09 1.29E+09 1.07E+09 8.52E+08 6.47E+08 4.74E+08 3.37E+08 2.36E+08 1.64E+08 1.14E+08 7.76E+07 5.04E+07 3.02E+07 1.62E+07 7.46E+06 3.10E+06 1.28E+06 6.10E+05 3.96E+05 1.81E+04 6.14E+03 1.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.995  6.52E+10 5.21E+10 6.46E+11 7.08E+09 8.03E+09 4.31E+09 8.40E+08 2.41E+09 3.35E+09 3.99E+09 3.95E+09 3.68E+09 3.27E+09 2.78E+09 2.26E+09 1.74E+09 1.29E+09 9.38E+08 6.76E+08 4.93E+08 3.62E+08 2.66E+08 1.86E+08 1.19E+08 6.58E+07 3.03E+07 1.22E+07 5.03E+06 2.59E+06 2.12E+06 3.42E+04 1.15E+04 1.96E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.022  1.54E+11 1.25E+11 1.65E+12 1.72E+10 1.94E+10 7.71E+09 1.09E+09 4.54E+09 7.39E+09 9.49E+09 9.66E+09 9.18E+09 8.35E+09 7.23E+09 5.97E+09 4.68E+09 3.53E+09 2.61E+09 1.94E+09 1.48E+09 1.15E+09 9.09E+08 6.85E+08 4.66E+08 2.68E+08 1.23E+08 4.84E+07 1.97E+07 1.10E+07 1.14E+07 6.46E+04 2.16E+04 2.61E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.049  3.70E+11 3.07E+11 4.33E+12 4.20E+10 4.69E+10 1.38E+10 1.41E+09 8.55E+09 1.63E+10 2.26E+10 2.36E+10 2.29E+10 2.13E+10 1.88E+10 1.58E+10 1.26E+10 9.66E+09 7.28E+09 5.57E+09 4.43E+09 3.66E+09 3.11E+09 2.52E+09 1.83E+09 1.09E+09 4.99E+08 1.91E+08 7.74E+07 4.69E+07 6.12E+07 1.22E+05 4.06E+04 3.48E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.112  4.65E+12 3.12E+12 5.30E+13 3.88E+11 4.26E+11 5.91E+10 2.68E+09 4.16E+10 1.18E+11 1.96E+11 2.21E+11 2.25E+11 2.20E+11 2.05E+11 1.80E+11 1.49E+11 1.19E+11 9.43E+10 7.76E+10 6.89E+10 6.61E+10 6.74E+10 6.58E+10 5.59E+10 3.65E+10 1.66E+10 5.94E+09 2.36E+09 1.75E+09 4.09E+09 5.99E+05 1.96E+05 7.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.173  5.40E+13 3.64E+13 7.85E+14 3.60E+12 3.87E+12 2.53E+11 5.12E+09 2.03E+11 8.50E+11 1.71E+12 2.06E+12 2.22E+12 2.28E+12 2.23E+12 2.06E+12 1.77E+12 1.47E+12 1.22E+12 1.08E+12 1.07E+12 1.19E+12 1.46E+12 1.72E+12 1.71E+12 1.22E+12 5.51E+11 1.84E+11 7.19E+10 6.52E+10 2.73E+11 2.94E+06 9.46E+05 1.46E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.285  2.64E+16 1.05E+16 3.77E+17 3.08E+14 3.20E+14 4.65E+12 1.86E+10 4.80E+12 4.43E+13 1.30E+14 1.80E+14 2.15E+14 2.45E+14 2.65E+14 2.68E+14 2.49E+14 2.23E+14 2.05E+14 2.10E+14 2.60E+14 3.89E+14 6.87E+14 1.17E+15 1.59E+15 1.37E+15 6.09E+14 1.78E+14 6.67E+13 9.07E+13 1.22E+15 7.07E+07 2.21E+07 6.12E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.483  4.37E+19 8.72E+18 7.57E+19 2.26E+18 2.18E+18 1.57E+15 2.46E+11 2.70E+15 1.20E+17 7.47E+17 1.37E+18 2.01E+18 7.32E+14 7.90E+14 7.99E+14 7.43E+14 6.67E+14 6.12E+14 6.28E+14 7.77E+14 1.16E+15 2.06E+15 3.50E+15 4.78E+15 4.11E+15 1.83E+15 5.33E+14 2.00E+14 2.72E+14 3.65E+15 4.09E+10 1.20E+10 1.08E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.658  1.75E+20 1.75E+19 1.53E+20 4.52E+18 4.35E+18 3.13E+15 3.25E+12 5.39E+15 2.41E+17 1.49E+18 2.74E+18 4.03E+18 2.18E+15 2.36E+15 2.38E+15 2.22E+15 1.99E+15 1.83E+15 1.88E+15 2.32E+15 3.49E+15 6.16E+15 1.05E+16 1.43E+16 1.23E+16 5.47E+15 1.60E+15 6.00E+14 8.16E+14 1.09E+16 8.18E+10 2.39E+10 1.89E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.817  4.37E+20 3.50E+19 3.08E+20 9.04E+18 8.70E+18 6.25E+15 4.30E+13 1.08E+16 4.82E+17 2.99E+18 5.48E+18 8.05E+18 6.50E+15 7.03E+15 7.12E+15 6.62E+15 5.95E+15 5.47E+15 5.62E+15 6.95E+15 1.04E+16 1.85E+16 3.15E+16 4.30E+16 3.69E+16 1.64E+16 4.79E+15 1.80E+15 2.45E+15 3.28E+16 1.63E+11 4.78E+10 3.33E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.962  9.63E+20 7.03E+19 6.26E+20 1.81E+19 1.74E+19 1.25E+16 5.68E+14 2.15E+16 9.63E+17 5.97E+18 1.10E+19 1.61E+19 1.94E+16 2.10E+16 2.12E+16 1.98E+16 1.78E+16 1.63E+16 1.68E+16 2.08E+16 3.13E+16 5.53E+16 9.43E+16 1.29E+17 1.11E+17 4.92E+16 1.44E+16 5.39E+15 7.33E+15 9.85E+16 3.27E+11 9.55E+10 5.85E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.098  2.02E+21 1.41E+20 1.28E+21 3.62E+19 3.48E+19 2.49E+16 7.50E+15 4.30E+16 1.93E+18 1.19E+19 2.19E+19 3.22E+19 5.78E+16 6.26E+16 6.34E+16 5.90E+16 5.31E+16 4.88E+16 5.02E+16 6.22E+16 9.36E+16 1.66E+17 2.83E+17 3.86E+17 3.32E+17 1.47E+17 4.31E+16 1.62E+16 2.20E+16 2.95E+17 6.53E+11 1.91E+11 1.03E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.225  4.15E+21 2.85E+20 2.65E+21 7.23E+19 6.96E+19 4.98E+16 9.92E+16 8.60E+16 3.85E+18 2.39E+19 4.38E+19 6.44E+19 1.72E+17 1.87E+17 1.89E+17 1.76E+17 1.59E+17 1.46E+17 1.50E+17 1.86E+17 2.80E+17 4.96E+17 8.47E+17 1.16E+18 9.95E+17 4.42E+17 1.29E+17 4.84E+16 6.59E+16 8.86E+17 1.30E+12 3.81E+11 1.81E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.345  8.46E+21 5.77E+20 5.58E+21 1.45E+20 1.39E+20 9.95E+16 1.31E+18 1.72E+17 7.70E+18 4.78E+19 8.76E+19 1.29E+20 5.14E+17 5.57E+17 5.65E+17 5.26E+17 4.74E+17 4.36E+17 4.49E+17 5.57E+17 8.39E+17 1.49E+18 2.54E+18 3.47E+18 2.98E+18 1.33E+18 3.87E+17 1.45E+17 1.98E+17 2.66E+18 2.61E+12 7.62E+11 3.18E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.460  1.73E+22 1.19E+21 1.21E+22 2.89E+20 2.78E+20 1.99E+17 1.73E+19 3.43E+17 1.54E+19 9.55E+19 1.75E+20 2.58E+20 1.53E+18 1.66E+18 1.69E+18 1.57E+18 1.42E+18 1.30E+18 1.34E+18 1.67E+18 2.51E+18 4.45E+18 7.61E+18 1.04E+19 8.95E+18 3.97E+18 1.16E+18 4.35E+17 5.93E+17 7.97E+18 5.21E+12 1.52E+12 5.60E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.569  3.64E+22 2.63E+21 2.78E+22 5.78E+20 5.57E+20 3.97E+17 2.29E+20 6.86E+17 3.08E+19 1.91E+20 3.51E+20 5.15E+20 4.57E+18 4.95E+18 5.03E+18 4.69E+18 4.23E+18 3.89E+18 4.01E+18 4.98E+18 7.52E+18 1.33E+19 2.28E+19 3.12E+19 2.68E+19 1.19E+19 3.48E+18 1.31E+18 1.78E+18 2.39E+19 1.04E+13 3.04E+12 9.85E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.674  8.96E+22 8.01E+21 8.08E+22 1.16E+21 1.11E+21 7.92E+17 3.03E+21 1.37E+18 6.16E+19 3.82E+20 7.01E+20 1.03E+21 1.36E+19 1.48E+19 1.50E+19 1.40E+19 1.26E+19 1.16E+19 1.20E+19 1.49E+19 2.25E+19 4.00E+19 6.83E+19 9.35E+19 8.04E+19 3.57E+19 1.04E+19 3.91E+18 5.33E+18 7.17E+19 2.08E+13 6.08E+12 1.73E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.775  3.82E+23 5.05E+22 4.21E+23 2.31E+21 2.23E+21 1.58E+18 4.00E+22 2.74E+18 1.23E+20 7.64E+20 1.40E+21 2.06E+21 4.06E+19 4.41E+19 4.48E+19 4.18E+19 3.77E+19 3.47E+19 3.58E+19 4.46E+19 6.74E+19 1.20E+20 2.05E+20 2.80E+20 2.41E+20 1.07E+20 3.13E+19 1.17E+19 1.60E+19 2.15E+20 4.16E+13 1.21E+13 3.04E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.872  3.39E+24 5.51E+23 4.05E+24 4.63E+21 4.45E+21 3.16E+18 5.29E+23 5.47E+18 2.46E+20 1.53E+21 2.80E+21 4.12E+21 1.21E+20 1.32E+20 1.34E+20 1.25E+20 1.13E+20 1.04E+20 1.07E+20 1.33E+20 2.02E+20 3.59E+20 6.14E+20 8.40E+20 7.23E+20 3.21E+20 9.37E+19 3.52E+19 4.79E+19 6.46E+20 8.30E+13 2.43E+13 5.35E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.966  4.13E+25 7.04E+24 4.98E+25 9.25E+21 8.91E+21 6.31E+18 6.99E+24 1.09E+19 4.92E+20 3.05E+21 5.61E+21 8.24E+21 3.61E+20 3.92E+20 3.99E+20 3.73E+20 3.36E+20 3.10E+20 3.20E+20 3.99E+20 6.04E+20 1.07E+21 1.84E+21 2.52E+21 2.17E+21 9.63E+20 2.81E+20 1.05E+20 1.44E+20 1.94E+21 1.66E+14 4.85E+13 9.42E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.058  5.39E+26 9.25E+25 6.50E+26 1.85E+22 1.78E+22 1.26E+19 9.24E+25 2.19E+19 9.84E+20 6.11E+21 1.12E+22 1.65E+22 1.08E+21 1.17E+21 1.19E+21 1.11E+21 1.00E+21 9.27E+20 9.58E+20 1.19E+21 1.81E+21 3.22E+21 5.51E+21 7.55E+21 6.50E+21 2.89E+21 8.42E+20 3.16E+20 4.31E+20 5.81E+21 3.32E+14 9.69E+13 1.66E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.146  7.11E+27 1.22E+27 8.57E+27 3.70E+22 3.56E+22 2.52E+19 1.22E+27 4.37E+19 1.97E+21 1.22E+22 2.24E+22 3.30E+22 3.21E+21 3.49E+21 3.56E+21 3.32E+21 3.00E+21 2.77E+21 2.86E+21 3.57E+21 5.41E+21 9.65E+21 1.65E+22 2.26E+22 1.95E+22 8.66E+21 2.52E+21 9.47E+20 1.29E+21 1.74E+22 6.63E+14 1.94E+14 2.91E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.233  9.39E+28 1.61E+28 1.13E+29 7.40E+22 7.12E+22 5.02E+19 1.61E+28 8.73E+19 3.94E+21 2.44E+22 4.48E+22 6.59E+22 9.56E+21 1.04E+22 1.06E+22 9.93E+21 8.96E+21 8.28E+21 8.56E+21 1.07E+22 1.62E+22 2.89E+22 4.95E+22 6.79E+22 5.84E+22 2.60E+22 7.57E+21 2.84E+21 3.88E+21 5.23E+22 1.32E+15 3.87E+14 5.12E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.317  1.24E+30 2.13E+29 1.50E+30 1.48E+23 1.42E+23 1.00E+20 2.13E+29 1.74E+20 7.87E+21 4.89E+22 8.97E+22 1.32E+23 2.85E+22 3.11E+22 3.17E+22 2.96E+22 2.68E+22 2.47E+22 2.56E+22 3.20E+22 4.85E+22 8.66E+22 1.48E+23 2.03E+23 1.75E+23 7.78E+22 2.27E+22 8.52E+21 1.16E+22 1.57E+23 2.65E+15 7.73E+14 9.00E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 80 A=200: Negative-parity Spin-dependent Level Density [MeV-1] for HG200  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.117  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.166  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.203  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.235  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.262  1.00E+00 3.33E+00 7.13E+00 1.44E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.287  2.00E+00 3.33E+00 7.13E+00 1.44E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.310  3.00E+00 8.46E+00 1.98E+01 4.67E+00 1.90E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.332  6.00E+00 1.65E+01 4.40E+01 4.67E+00 9.94E+00 1.90E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.352  1.20E+01 2.52E+01 1.01E+02 4.31E+00 1.08E+01 4.61E+00 4.00E+00 1.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.371  1.80E+01 2.84E+01 1.46E+02 0.00E+00 9.90E+00 8.34E+00 8.77E+00 1.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.389  2.70E+01 4.03E+01 2.17E+02 2.87E+00 1.08E+01 1.15E+01 7.37E+00 6.27E+00 1.44E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
