                    *********************************************************************************
                    *  Z= 94 A=239: Positive-Parity Spin-dependent Level Density [MeV-1] for PU239  *
  15.00  0.821  3.42E+13 7.62E+12 3.76E+14 5.91E+09 1.01E+10 8.45E+09 5.64E+09 3.79E+09 2.78E+10 9.87E+09 2.72E+10 2.27E+10 2.99E+10 1.66E+10 2.76E+10 3.13E+10 4.07E+10 8.08E+10 2.99E+10 1.20E+11 1.22E+11 1.27E+11 1.50E+09 2.13E+11 5.33E+11 8.75E+11 9.17E+11 8.49E+11 7.76E+11 6.80E+11 5.29E+11 5.48E+11 9.50E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.848  4.27E+13 9.45E+12 5.07E+14 1.80E+09 3.15E+09 1.51E+09 5.63E+08 2.78E+08 1.21E+10 3.15E+09 1.91E+10 5.76E+09 6.40E+09 1.84E+09 7.22E+09 9.08E+09 1.44E+10 6.24E+10 3.47E+09 2.94E+10 1.79E+10 1.58E+10 2.15E+06 4.47E+10 2.99E+11 8.75E+11 1.01E+12 9.26E+11 8.58E+11 6.18E+11 4.81E+11 7.34E+11 3.39E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.874  5.66E+13 1.83E+13 1.04E+15 5.46E+08 9.79E+08 2.70E+08 5.62E+07 2.04E+07 5.23E+09 1.00E+09 1.35E+10 1.46E+09 1.37E+09 2.04E+08 1.89E+09 2.63E+09 5.09E+09 4.81E+10 4.02E+08 7.22E+09 2.63E+09 1.97E+09 3.07E+03 9.39E+09 1.67E+11 8.76E+11 1.10E+12 1.01E+12 9.48E+11 5.62E+11 4.37E+11 9.83E+11 1.21E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.899  9.06E+13 4.99E+13 2.94E+15 1.66E+08 3.05E+08 4.82E+07 5.61E+06 1.49E+06 2.27E+09 3.19E+08 9.47E+09 3.70E+08 2.94E+08 2.26E+07 4.94E+08 7.63E+08 1.80E+09 3.71E+10 4.66E+07 1.77E+09 3.85E+08 2.45E+08 4.39E+00 1.97E+09 9.38E+10 8.76E+11 1.21E+12 1.10E+12 1.05E+12 5.11E+11 3.98E+11 1.32E+12 4.33E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.924  1.96E+14 1.62E+14 9.64E+15 5.04E+07 9.50E+07 8.62E+06 5.60E+05 1.10E+05 9.84E+08 1.02E+08 6.66E+09 9.37E+07 6.30E+07 2.51E+06 1.29E+08 2.21E+08 6.36E+08 2.86E+10 5.39E+06 4.33E+08 5.65E+07 3.05E+07 0.00E+00 4.14E+08 5.26E+10 8.77E+11 1.33E+12 1.20E+12 1.16E+12 4.65E+11 3.61E+11 1.76E+12 1.54E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.948  5.57E+14 5.60E+14 3.35E+16 1.53E+07 2.96E+07 1.54E+06 5.58E+04 8.04E+03 4.27E+08 3.24E+07 4.69E+09 2.37E+07 1.35E+07 2.78E+05 3.38E+07 6.41E+07 2.25E+08 2.21E+10 6.25E+05 1.06E+08 8.29E+06 3.80E+06 0.00E+00 8.69E+07 2.95E+10 8.78E+11 1.45E+12 1.31E+12 1.28E+12 4.22E+11 3.29E+11 2.36E+12 5.52E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.005  1.79E+16 1.33E+16 7.98E+17 7.79E+05 1.60E+06 2.08E+04 1.76E+02 1.17E+01 5.30E+07 1.85E+06 1.94E+09 7.67E+05 2.87E+05 1.14E+03 1.18E+06 2.90E+06 1.67E+07 1.15E+10 2.86E+03 3.16E+06 6.83E+04 2.07E+04 0.00E+00 1.75E+06 6.93E+09 8.79E+11 1.83E+12 1.63E+12 1.64E+12 3.33E+11 2.59E+11 4.91E+12 1.33E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.059  4.35E+17 3.20E+17 1.92E+19 3.97E+04 8.65E+04 2.81E+02 0.00E+00 0.00E+00 6.57E+06 1.06E+05 8.07E+08 2.48E+04 6.12E+03 4.67E+00 4.13E+04 1.31E+05 1.24E+06 6.03E+09 1.30E+01 9.39E+04 5.62E+02 1.13E+02 0.00E+00 3.54E+04 1.63E+09 8.81E+11 2.30E+12 2.02E+12 2.10E+12 2.62E+11 2.04E+11 1.02E+13 3.20E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.161  4.66E+20 1.86E+20 1.12E+22 1.03E+02 2.53E+02 0.00E+00 0.00E+00 0.00E+00 1.01E+05 3.48E+02 1.39E+08 2.59E+01 2.77E+00 0.00E+00 5.06E+01 2.68E+02 6.87E+03 1.65E+09 0.00E+00 8.30E+01 0.00E+00 0.00E+00 0.00E+00 1.44E+01 9.00E+07 8.84E+11 3.65E+12 3.12E+12 3.46E+12 1.63E+11 1.27E+11 4.40E+13 1.86E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.340  4.18E+21 5.57E+20 3.34E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.39E+01 0.00E+00 4.12E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.10E-01 1.23E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.75E+05 8.90E+11 9.17E+12 7.42E+12 9.38E+12 6.29E+10 4.89E+10 8.18E+14 5.57E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.498  1.53E+22 1.67E+21 1.00E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.22E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.16E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.39E+02 8.96E+11 2.30E+13 1.76E+13 2.54E+13 2.42E+10 1.89E+10 1.52E+16 1.67E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.641  4.87E+22 5.00E+21 3.00E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.62E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.83E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.03E+11 5.79E+13 4.20E+13 6.88E+13 9.35E+09 7.29E+09 2.83E+17 5.00E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.773  1.49E+23 1.50E+22 8.99E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.07E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.10E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.09E+11 1.45E+14 1.00E+14 1.86E+14 3.61E+09 2.81E+09 5.27E+18 1.50E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.895  4.49E+23 4.50E+22 2.70E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.80E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.15E+11 3.65E+14 2.38E+14 5.05E+14 1.39E+09 1.09E+09 9.81E+19 4.49E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.010  1.36E+24 1.36E+23 8.18E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.22E+11 9.17E+14 5.66E+14 1.37E+15 5.37E+08 4.19E+08 1.82E+21 1.35E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.119  4.22E+24 4.37E+23 2.62E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.28E+11 2.30E+15 1.35E+15 3.71E+15 2.07E+08 1.62E+08 3.39E+22 4.03E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.222  1.56E+25 1.84E+24 1.09E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.35E+11 5.79E+15 3.21E+15 1.00E+16 7.99E+07 6.24E+07 6.32E+23 1.21E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.321  1.02E+26 1.54E+25 8.99E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.41E+11 1.45E+16 7.63E+15 2.72E+16 3.08E+07 2.41E+07 1.18E+25 3.62E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.416  1.33E+27 2.30E+26 1.33E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.48E+11 3.65E+16 1.82E+16 7.37E+16 1.19E+07 9.29E+06 2.19E+26 1.08E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.507  2.30E+28 4.10E+27 2.38E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.54E+11 9.17E+16 4.32E+16 2.00E+17 4.59E+06 3.59E+06 4.07E+27 3.25E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.595  4.22E+29 7.58E+28 4.40E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.61E+11 2.30E+17 1.03E+17 5.41E+17 1.77E+06 1.38E+06 7.57E+28 9.74E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.680  7.85E+30 1.41E+30 8.17E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.68E+11 5.78E+17 2.45E+17 1.47E+18 6.82E+05 5.34E+05 1.41E+30 2.92E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.763  1.46E+32 2.62E+31 1.52E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.75E+11 1.45E+18 5.82E+17 3.97E+18 2.63E+05 2.06E+05 2.62E+31 8.75E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.843  2.72E+33 4.88E+32 2.83E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.82E+11 3.65E+18 1.39E+18 1.08E+19 1.02E+05 7.95E+04 4.88E+32 2.62E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.921  5.05E+34 9.07E+33 5.26E+35 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.88E+11 9.17E+18 3.30E+18 2.91E+19 3.92E+04 3.07E+04 9.07E+33 7.85E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  2.997  9.40E+35 1.69E+35 9.79E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.95E+11 2.30E+19 7.85E+18 7.89E+19 1.51E+04 1.18E+04 1.69E+35 2.35E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 94 A=245: Negative-parity Spin-dependent Level Density [MeV-1] for PU245  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.106  2.00E+00 1.25E+01 2.11E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.150  6.00E+00 1.56E+01 2.95E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.184  1.00E+01 2.34E+01 4.29E+02 0.00E+00 6.30E-03 1.67E+00 1.55E+00 3.21E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.212  1.90E+01 4.54E+01 7.17E+02 1.67E+00 1.55E+00 3.21E+00 4.76E+00 3.09E+00 3.10E+00 6.30E+00 4.64E+00 4.76E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.237  4.40E+01 1.56E+02 2.08E+03 3.21E+00 1.11E+01 1.74E+01 2.19E+01 2.50E+01 1.39E+01 9.43E+00 1.11E+01 1.09E+01 7.73E+00 7.73E+00 6.30E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.260  1.20E+02 4.48E+02 5.42E+03 2.09E+01 3.59E+01 5.00E+01 5.91E+01 6.40E+01 5.14E+01 3.72E+01 4.07E+01 2.34E+01 1.71E+01 1.39E+01 9.40E+00 9.28E+00 6.18E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.280  3.31E+02 1.24E+03 1.70E+04 3.65E+01 6.52E+01 9.51E+01 1.13E+02 1.42E+02 1.51E+02 1.46E+02 1.47E+02 1.16E+02 8.23E+01 4.96E+01 3.76E+01 2.16E+01 1.39E+01 9.28E+00 6.18E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.300  7.09E+02 1.78E+03 2.70E+04 4.08E+01 7.48E+01 1.06E+02 1.38E+02 1.69E+02 1.70E+02 1.82E+02 1.94E+02 1.94E+02 1.63E+02 1.30E+02 9.00E+01 5.58E+01 3.25E+01 1.55E+01 9.28E+00 7.73E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.318  1.34E+03 3.24E+03 5.19E+04 8.55E+01 1.48E+02 2.05E+02 2.69E+02 2.93E+02 2.74E+02 2.68E+02 2.61E+02 2.59E+02 2.46E+02 2.34E+02 2.14E+02 1.84E+02 1.36E+02 7.58E+01 3.86E+01 1.86E+01 9.28E+00 7.73E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
