                    *********************************************************************************
                    *  Z= 94 A=239: Positive-Parity Spin-dependent Level Density [MeV-1] for PU239  *
  16.00  0.858  4.08E+13 1.29E+13 6.60E+14 1.27E+10 6.77E+09 2.18E+09 4.24E+08 3.73E+09 7.57E+09 1.83E+10 1.03E+10 8.67E+09 1.60E+10 2.83E+09 5.22E+09 9.38E+10 4.42E+10 7.07E+10 4.64E+10 5.26E+10 2.11E+09 7.89E+09 1.02E+11 7.15E+11 9.51E+11 1.02E+12 1.23E+12 1.07E+12 8.78E+11 1.40E+12 2.47E+12 1.60E+12 1.02E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.885  6.23E+13 3.02E+13 1.64E+15 9.48E+09 2.83E+09 4.28E+08 2.93E+07 1.00E+09 2.30E+09 9.79E+09 2.55E+09 2.03E+09 4.99E+09 3.94E+08 1.05E+09 8.33E+10 2.70E+10 3.54E+10 1.18E+10 1.17E+10 9.12E+07 6.48E+08 3.09E+10 5.92E+11 9.84E+11 1.19E+12 1.79E+12 1.68E+12 1.42E+12 3.30E+12 9.20E+12 5.99E+12 3.85E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.910  1.22E+14 8.96E+13 5.02E+15 7.09E+09 1.18E+09 8.38E+07 2.03E+06 2.68E+08 6.96E+08 5.23E+09 6.33E+08 4.73E+08 1.56E+09 5.49E+07 2.12E+08 7.39E+10 1.65E+10 1.77E+10 3.02E+09 2.60E+09 3.94E+06 5.31E+07 9.43E+09 4.91E+11 1.02E+12 1.40E+12 2.60E+12 2.61E+12 2.31E+12 7.76E+12 3.43E+13 2.25E+13 1.45E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.935  3.17E+14 3.00E+14 1.70E+16 5.30E+09 4.93E+08 1.64E+07 1.40E+05 7.20E+07 2.11E+08 2.79E+09 1.57E+08 1.10E+08 4.89E+08 7.64E+06 4.27E+07 6.56E+10 1.01E+10 8.86E+09 7.70E+08 5.78E+08 1.70E+05 4.36E+06 2.87E+09 4.06E+11 1.05E+12 1.63E+12 3.79E+12 4.07E+12 3.75E+12 1.83E+13 1.28E+14 8.43E+13 5.46E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.959  9.99E+14 1.06E+15 6.08E+16 3.97E+09 2.06E+08 3.22E+06 9.70E+03 1.93E+07 6.40E+07 1.49E+09 3.89E+07 2.58E+07 1.53E+08 1.06E+06 8.60E+06 5.82E+10 6.15E+09 4.43E+09 1.97E+08 1.28E+08 7.32E+03 3.58E+05 8.75E+08 3.37E+11 1.09E+12 1.91E+12 5.53E+12 6.35E+12 6.09E+12 4.30E+13 4.77E+14 3.16E+14 2.06E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.018  3.68E+16 2.75E+16 1.58E+18 1.92E+09 2.32E+07 5.48E+04 1.22E+01 7.18E+05 3.24E+06 3.11E+08 1.19E+06 6.80E+05 8.38E+06 7.68E+03 1.56E+05 4.32E+10 1.79E+09 7.85E+08 6.46E+06 2.99E+06 2.83E+00 6.89E+02 4.48E+07 2.10E+11 1.19E+12 2.82E+12 1.42E+13 1.93E+13 2.04E+13 3.65E+14 1.28E+16 8.62E+15 5.68E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.073  9.95E+17 7.39E+17 4.25E+19 9.29E+08 2.62E+06 9.31E+02 0.00E+00 2.68E+04 1.64E+05 6.47E+07 3.65E+04 1.79E+04 4.59E+05 5.55E+01 2.85E+03 3.20E+10 5.22E+08 1.39E+08 2.12E+05 6.96E+04 0.00E+00 0.00E+00 2.30E+06 1.31E+11 1.29E+12 4.17E+12 3.63E+13 5.85E+13 6.85E+13 3.10E+15 3.44E+17 2.35E+17 1.57E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.175  1.36E+21 5.42E+20 3.12E+22 2.17E+08 3.33E+04 0.00E+00 0.00E+00 3.71E+01 4.21E+02 2.81E+06 3.43E+01 1.24E+01 1.38E+03 0.00E+00 9.44E-01 1.76E+10 4.44E+07 4.37E+06 2.29E+02 3.77E+01 0.00E+00 0.00E+00 6.03E+03 5.12E+10 1.53E+12 9.12E+12 2.38E+14 5.40E+14 7.70E+14 2.23E+17 2.49E+20 1.74E+20 1.19E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.357  1.80E+22 2.78E+21 1.56E+23 1.19E+07 5.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.31E+03 0.00E+00 0.00E+00 1.24E-02 0.00E+00 0.00E+00 5.33E+09 3.20E+05 4.31E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.16E-02 7.79E+09 2.15E+12 4.36E+13 1.02E+16 4.58E+16 9.75E+16 1.16E+21 7.45E+20 5.23E+20 3.57E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.517  6.79E+22 7.19E+21 4.06E+23 6.54E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.61E+09 2.31E+03 4.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.18E+09 3.01E+12 2.09E+14 4.40E+17 3.89E+18 1.94E+17 2.32E+21 2.23E+21 1.57E+21 1.07E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.662  2.02E+23 1.96E+22 1.11E+24 3.59E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.89E+08 1.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.80E+08 4.22E+12 9.97E+14 1.89E+19 3.31E+20 3.87E+17 4.64E+21 6.69E+21 4.69E+21 3.21E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.795  7.09E+23 8.19E+22 4.46E+24 1.97E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.48E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.74E+07 5.93E+12 4.77E+15 8.15E+20 2.81E+22 7.71E+17 9.28E+21 2.01E+22 1.41E+22 9.61E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.919  1.40E+25 2.57E+24 1.30E+26 1.08E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.48E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.17E+06 8.32E+12 2.28E+16 3.51E+22 2.39E+24 1.54E+18 1.86E+22 6.01E+22 4.22E+22 2.88E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.035  1.05E+27 2.05E+26 1.02E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.36E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.34E+05 1.17E+13 1.09E+17 1.51E+24 2.03E+26 3.06E+18 3.71E+22 1.80E+23 1.26E+23 8.63E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.145  8.85E+28 1.73E+28 8.64E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.11E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.64E+04 1.64E+13 5.21E+17 6.50E+25 1.72E+28 6.09E+18 7.42E+22 5.40E+23 3.79E+23 2.59E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.250  7.50E+30 1.47E+30 7.33E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.24E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.47E+04 2.30E+13 2.49E+18 2.80E+27 1.46E+30 1.21E+19 1.48E+23 1.62E+24 1.14E+24 7.76E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.350  6.37E+32 1.24E+32 6.22E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.77E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.23E+03 3.23E+13 1.19E+19 1.20E+29 1.24E+32 2.42E+19 2.97E+23 4.85E+24 3.40E+24 2.32E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.446  5.40E+34 1.06E+34 5.28E+35 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.14E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.39E+02 4.53E+13 5.69E+19 5.18E+30 1.06E+34 4.82E+19 5.94E+23 1.45E+25 1.02E+25 6.97E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.538  4.59E+36 8.97E+35 4.48E+37 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.45E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.36E+13 2.72E+20 2.23E+32 8.96E+35 9.60E+19 1.19E+24 4.36E+25 3.06E+25 2.09E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.628  3.90E+38 7.61E+37 3.81E+39 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.04E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.92E+13 1.30E+21 9.59E+33 7.61E+37 1.91E+20 2.37E+24 1.31E+26 9.17E+25 6.26E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.714  3.31E+40 6.47E+39 3.23E+41 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.16E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.25E+14 6.22E+21 4.13E+35 6.47E+39 3.81E+20 4.75E+24 3.92E+26 2.75E+26 1.88E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.797  2.81E+42 5.49E+41 2.75E+43 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.58E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.76E+14 2.97E+22 1.78E+37 5.49E+41 7.59E+20 9.49E+24 1.17E+27 8.23E+26 5.62E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.878  2.39E+44 4.67E+43 2.33E+45 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.47E+14 1.42E+23 7.64E+38 4.67E+43 1.51E+21 1.90E+25 3.52E+27 2.47E+27 1.69E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.957  2.03E+46 3.96E+45 1.98E+47 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.46E+14 6.79E+23 3.29E+40 3.96E+45 3.01E+21 3.80E+25 1.05E+28 7.40E+27 5.05E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.034  1.72E+48 3.37E+47 1.68E+49 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.86E+14 3.25E+24 1.41E+42 3.37E+47 6.00E+21 7.59E+25 3.16E+28 2.22E+28 1.51E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 94 A=239: Negative-parity Spin-dependent Level Density [MeV-1] for PU239  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.107  2.00E+00 1.25E+01 1.86E+02 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.152  5.00E+00 7.70E+00 1.54E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.186  1.30E+01 6.26E+01 7.00E+02 3.21E+00 4.79E+00 7.85E+00 1.27E+01 1.08E+01 6.18E+00 4.75E+00 3.08E+00 1.54E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.215  3.80E+01 1.37E+02 1.55E+03 6.41E+00 9.42E+00 1.58E+01 2.04E+01 2.01E+01 2.02E+01 1.55E+01 1.39E+01 4.62E+00 4.75E+00 0.00E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.240  9.20E+01 2.95E+02 3.83E+03 1.14E+01 1.41E+01 2.68E+01 3.10E+01 3.89E+01 3.40E+01 2.95E+01 3.09E+01 2.93E+01 2.17E+01 1.54E+01 6.16E+00 1.54E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.263  1.83E+02 4.32E+02 5.92E+03 1.78E+01 2.36E+01 3.45E+01 4.70E+01 4.66E+01 3.85E+01 4.20E+01 4.94E+01 3.40E+01 3.09E+01 3.08E+01 1.69E+01 9.24E+00 4.62E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.284  3.78E+02 1.13E+03 1.48E+04 4.34E+01 6.36E+01 1.01E+02 1.39E+02 1.41E+02 1.36E+02 1.19E+02 9.42E+01 7.41E+01 5.26E+01 5.39E+01 3.39E+01 3.24E+01 2.31E+01 1.08E+01 4.62E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.303  7.38E+02 1.75E+03 2.43E+04 5.56E+01 8.99E+01 1.37E+02 1.81E+02 1.92E+02 2.01E+02 1.99E+02 1.82E+02 1.45E+02 1.08E+02 7.70E+01 5.24E+01 4.79E+01 3.24E+01 2.77E+01 1.54E+01 4.62E+00 0.00E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.322  1.44E+03 3.85E+03 5.36E+04 1.25E+02 2.09E+02 3.21E+02 4.11E+02 4.19E+02 4.21E+02 3.94E+02 3.56E+02 2.98E+02 2.60E+02 2.10E+02 1.54E+02 8.95E+01 5.39E+01 4.93E+01 3.40E+01 2.77E+01 9.24E+00 4.62E+00 0.00E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.339  2.71E+03 6.35E+03 9.04E+04 1.91E+02 3.36E+02 5.08E+02 6.55E+02 6.69E+02 6.75E+02 6.73E+02 5.88E+02 5.02E+02 4.16E+02 3.26E+02 2.67E+02 2.01E+02 1.25E+02 7.40E+01 5.88E+01 3.54E+01 2.77E+01 1.08E+01 4.62E+00 1.54E+00 1.54E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
