                    *********************************************************************************
                    *  Z= 97 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for BK250  *
   2.75  0.348  2.28E+04 6.00E+04 8.36E+05 4.86E+00 3.42E+03 3.29E+03 6.51E+03 5.38E+03 7.35E+03 6.04E+03 6.57E+03 5.09E+03 5.01E+03 3.43E+03 2.87E+03 1.87E+03 1.44E+03 8.18E+02 4.49E+02 2.14E+02 1.21E+02 4.65E+01 2.65E+01 1.55E+01 3.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.363  4.26E+04 9.89E+04 1.40E+06 1.06E+01 5.52E+03 5.25E+03 1.05E+04 8.82E+03 1.20E+04 9.84E+03 1.05E+04 8.37E+03 8.22E+03 5.85E+03 4.93E+03 3.22E+03 2.50E+03 1.54E+03 9.51E+02 4.10E+02 2.39E+02 1.07E+02 4.82E+01 2.66E+01 1.86E+01 1.25E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.378  8.04E+04 2.03E+05 2.95E+06 1.47E+01 1.06E+04 1.04E+04 2.06E+04 1.74E+04 2.37E+04 1.97E+04 2.16E+04 1.73E+04 1.70E+04 1.24E+04 1.07E+04 7.25E+03 5.70E+03 3.64E+03 2.37E+03 1.25E+03 6.64E+02 3.01E+02 1.48E+02 5.33E+01 3.42E+01 1.87E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.392  1.47E+05 3.27E+05 4.82E+06 1.68E+01 1.67E+04 1.64E+04 3.25E+04 2.78E+04 3.80E+04 3.16E+04 3.38E+04 2.77E+04 2.77E+04 2.04E+04 1.74E+04 1.21E+04 9.76E+03 6.35E+03 4.24E+03 2.37E+03 1.36E+03 6.50E+02 3.08E+02 1.31E+02 5.61E+01 2.52E+01 1.41E+01 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.406  2.70E+05 6.61E+05 9.92E+06 3.53E+01 3.29E+04 3.23E+04 6.40E+04 5.40E+04 7.41E+04 6.25E+04 6.85E+04 5.60E+04 5.57E+04 4.13E+04 3.63E+04 2.55E+04 2.08E+04 1.42E+04 9.77E+03 5.60E+03 3.51E+03 1.93E+03 9.17E+02 3.95E+02 1.86E+02 6.77E+01 3.63E+01 1.58E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.420  4.83E+05 1.04E+06 1.58E+07 3.73E+01 5.05E+04 4.94E+04 9.80E+04 8.47E+04 1.16E+05 9.82E+04 1.06E+05 8.82E+04 8.83E+04 6.65E+04 5.75E+04 4.11E+04 3.40E+04 2.33E+04 1.66E+04 9.93E+03 6.24E+03 3.61E+03 1.85E+03 8.35E+02 4.16E+02 1.60E+02 7.14E+01 3.29E+01 3.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.432  8.69E+05 2.04E+06 3.16E+07 5.88E+01 9.81E+04 9.62E+04 1.91E+05 1.62E+05 2.21E+05 1.85E+05 2.06E+05 1.71E+05 1.73E+05 1.32E+05 1.16E+05 8.42E+04 6.97E+04 4.90E+04 3.49E+04 2.21E+04 1.46E+04 8.78E+03 4.90E+03 2.52E+03 1.19E+03 5.25E+02 2.28E+02 8.19E+01 3.83E+01 3.64E+00 1.79E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.445  1.53E+06 3.21E+06 5.00E+07 6.93E+01 1.50E+05 1.47E+05 2.92E+05 2.53E+05 3.49E+05 2.96E+05 3.20E+05 2.65E+05 2.70E+05 2.06E+05 1.82E+05 1.34E+05 1.12E+05 7.91E+04 5.77E+04 3.64E+04 2.47E+04 1.55E+04 8.82E+03 4.84E+03 2.49E+03 1.09E+03 5.03E+02 1.74E+02 8.11E+01 2.43E+01 3.46E+00 2.31E-01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.457  2.70E+06 6.21E+06 9.81E+07 1.10E+02 2.86E+05 2.81E+05 5.57E+05 4.78E+05 6.54E+05 5.53E+05 6.17E+05 5.19E+05 5.25E+05 4.02E+05 3.59E+05 2.65E+05 2.24E+05 1.62E+05 1.18E+05 7.67E+04 5.26E+04 3.42E+04 2.06E+04 1.18E+04 6.60E+03 3.17E+03 1.53E+03 6.76E+02 2.76E+02 9.50E+01 3.26E+01 8.32E+00 3.71E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.469  4.68E+06 9.63E+06 1.53E+08 1.50E+02 4.33E+05 4.26E+05 8.44E+05 7.35E+05 1.02E+06 8.68E+05 9.48E+05 7.93E+05 8.11E+05 6.29E+05 5.59E+05 4.15E+05 3.54E+05 2.56E+05 1.91E+05 1.25E+05 8.67E+04 5.71E+04 3.53E+04 2.11E+04 1.21E+04 6.19E+03 3.18E+03 1.45E+03 6.44E+02 2.57E+02 1.12E+02 2.49E+01 1.04E+01 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.492  1.42E+07 2.84E+07 4.61E+08 3.80E+02 1.23E+06 1.22E+06 2.41E+06 2.11E+06 2.92E+06 2.51E+06 2.75E+06 2.32E+06 2.38E+06 1.86E+06 1.68E+06 1.26E+06 1.09E+06 8.00E+05 6.07E+05 4.07E+05 2.91E+05 1.98E+05 1.27E+05 8.03E+04 4.97E+04 2.79E+04 1.59E+04 8.38E+03 4.16E+03 1.94E+03 9.06E+02 3.97E+02 1.46E+02 3.86E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.514  4.18E+07 8.21E+07 1.36E+09 1.08E+03 3.46E+06 3.41E+06 6.78E+06 5.95E+06 8.25E+06 7.12E+06 7.85E+06 6.65E+06 6.86E+06 5.42E+06 4.92E+06 3.75E+06 3.27E+06 2.44E+06 1.88E+06 1.29E+06 9.36E+05 6.57E+05 4.35E+05 2.85E+05 1.84E+05 1.10E+05 6.70E+04 3.84E+04 2.08E+04 1.09E+04 5.65E+03 2.74E+03 1.40E+03 4.64E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.535  1.21E+08 2.34E+08 3.94E+09 2.85E+03 9.58E+06 9.44E+06 1.88E+07 1.65E+07 2.29E+07 1.99E+07 2.20E+07 1.89E+07 1.95E+07 1.56E+07 1.42E+07 1.09E+07 9.62E+06 7.28E+06 5.67E+06 3.94E+06 2.92E+06 2.09E+06 1.42E+06 9.60E+05 6.41E+05 4.00E+05 2.55E+05 1.56E+05 9.04E+04 5.07E+04 2.83E+04 1.53E+04 8.32E+03 3.42E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.555  3.43E+08 6.54E+08 1.12E+10 7.16E+03 2.61E+07 2.58E+07 5.12E+07 4.52E+07 6.29E+07 5.47E+07 6.05E+07 5.24E+07 5.44E+07 4.37E+07 4.00E+07 3.12E+07 2.77E+07 2.12E+07 1.67E+07 1.17E+07 8.85E+06 6.47E+06 4.46E+06 3.10E+06 2.12E+06 1.37E+06 9.05E+05 5.74E+05 3.49E+05 2.07E+05 1.22E+05 7.06E+04 4.12E+04 1.89E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.574  9.57E+08 1.80E+09 3.14E+10 1.83E+04 7.03E+07 6.94E+07 1.38E+08 1.22E+08 1.70E+08 1.49E+08 1.65E+08 1.43E+08 1.49E+08 1.21E+08 1.11E+08 8.72E+07 7.80E+07 6.05E+07 4.81E+07 3.43E+07 2.62E+07 1.95E+07 1.36E+07 9.66E+06 6.77E+06 4.50E+06 3.05E+06 2.00E+06 1.26E+06 7.79E+05 4.79E+05 2.89E+05 1.77E+05 8.70E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.593  2.63E+09 4.87E+09 8.62E+10 4.41E+04 1.82E+08 1.80E+08 3.57E+08 3.21E+08 4.50E+08 3.96E+08 4.41E+08 3.85E+08 4.03E+08 3.27E+08 3.03E+08 2.39E+08 2.16E+08 1.68E+08 1.36E+08 9.80E+07 7.58E+07 5.72E+07 4.07E+07 2.93E+07 2.09E+07 1.42E+07 9.88E+06 6.63E+06 4.31E+06 2.75E+06 1.75E+06 1.10E+06 6.92E+05 3.59E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.612  7.11E+09 1.31E+10 2.35E+11 1.11E+05 4.78E+08 4.73E+08 9.40E+08 8.47E+08 1.19E+09 1.05E+09 1.17E+09 1.03E+09 1.07E+09 8.78E+08 8.15E+08 6.50E+08 5.89E+08 4.63E+08 3.78E+08 2.74E+08 2.14E+08 1.64E+08 1.19E+08 8.67E+07 6.30E+07 4.36E+07 3.09E+07 2.12E+07 1.41E+07 9.19E+06 5.99E+06 3.87E+06 2.51E+06 1.35E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.629  1.91E+10 3.48E+10 6.31E+11 2.76E+05 1.24E+09 1.23E+09 2.45E+09 2.21E+09 3.11E+09 2.75E+09 3.08E+09 2.71E+09 2.84E+09 2.34E+09 2.18E+09 1.74E+09 1.59E+09 1.26E+09 1.03E+09 7.57E+08 5.97E+08 4.61E+08 3.38E+08 2.51E+08 1.85E+08 1.30E+08 9.36E+07 6.54E+07 4.47E+07 2.97E+07 1.98E+07 1.31E+07 8.67E+06 3.95E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.647  5.06E+10 9.13E+10 1.68E+12 6.82E+05 3.21E+09 3.18E+09 6.32E+09 5.72E+09 8.04E+09 7.14E+09 8.01E+09 7.07E+09 7.41E+09 6.13E+09 5.74E+09 4.61E+09 4.23E+09 3.37E+09 2.78E+09 2.06E+09 1.64E+09 1.28E+09 9.45E+08 7.10E+08 5.31E+08 3.80E+08 2.76E+08 1.97E+08 1.37E+08 9.26E+07 6.28E+07 4.23E+07 1.96E+07 7.17E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.663  1.33E+11 2.37E+11 4.41E+12 1.67E+06 8.19E+09 8.11E+09 1.61E+10 1.46E+10 2.06E+10 1.83E+10 2.06E+10 1.82E+10 1.92E+10 1.59E+10 1.50E+10 1.21E+10 1.11E+10 8.94E+09 7.42E+09 5.53E+09 4.42E+09 3.49E+09 2.61E+09 1.98E+09 1.50E+09 1.08E+09 8.00E+08 5.77E+08 4.08E+08 2.80E+08 1.74E+08 7.94E+07 3.47E+07 1.24E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.696  1.03E+12 1.56E+12 2.93E+13 9.83E+06 5.20E+10 5.15E+10 1.03E+11 9.33E+10 1.32E+11 1.18E+11 1.33E+11 1.18E+11 1.25E+11 1.04E+11 9.86E+10 8.04E+10 7.46E+10 6.06E+10 5.08E+10 3.84E+10 3.12E+10 2.50E+10 1.89E+10 1.46E+10 1.13E+10 8.36E+09 6.30E+09 4.30E+09 2.30E+09 1.14E+09 5.48E+08 2.42E+08 1.31E+08 4.14E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.727  4.20E+12 4.78E+12 1.22E+14 5.64E+07 1.89E+10 2.08E+10 4.34E+10 6.07E+10 8.60E+10 1.42E+11 2.45E+11 2.74E+11 3.78E+11 4.13E+11 4.90E+11 4.32E+11 4.37E+11 3.70E+11 3.34E+11 2.55E+11 2.09E+11 1.70E+11 1.31E+11 1.03E+11 7.10E+10 4.50E+10 2.30E+10 1.18E+10 6.77E+09 3.17E+09 1.67E+09 7.84E+08 5.32E+08 1.21E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.756  8.22E+12 3.26E+12 1.13E+14 2.81E+08 8.53E+09 9.05E+09 1.35E+10 7.41E+09 1.16E+10 3.08E+10 3.70E+10 2.98E+10 5.71E+10 5.49E+10 5.85E+10 5.91E+10 5.34E+10 1.46E+11 3.36E+11 3.72E+11 4.37E+11 3.62E+11 4.20E+11 3.09E+11 1.97E+11 1.18E+11 6.36E+10 3.20E+10 1.84E+10 9.62E+09 5.32E+09 2.73E+09 2.78E+09 3.94E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.785  1.09E+13 2.19E+12 8.98E+13 4.92E+08 1.56E+09 9.80E+07 6.51E+08 3.42E+09 1.38E+10 9.53E+09 1.10E+10 7.25E+09 1.23E+10 1.77E+10 1.99E+10 1.11E+10 1.61E+10 1.21E+10 6.79E+10 4.49E+10 5.78E+10 7.14E+10 2.91E+11 4.16E+11 4.73E+11 2.91E+11 1.55E+11 8.44E+10 4.94E+10 2.48E+10 1.61E+10 8.37E+09 3.56E+09 1.19E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.812  1.26E+13 1.10E+12 4.56E+13 4.80E+07 1.30E+10 1.76E+10 1.31E+10 1.51E+10 1.89E+10 1.19E+10 1.38E+10 4.68E+09 4.60E+09 1.37E+09 5.34E+09 5.19E+06 1.36E+10 1.04E+10 7.77E+09 4.28E+09 6.86E+09 2.60E+10 6.68E+10 2.03E+10 8.11E+10 3.49E+11 1.81E+11 9.51E+10 6.30E+10 2.52E+10 1.73E+10 8.38E+09 3.79E+09 1.56E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.839  1.39E+13 1.47E+12 4.73E+13 4.68E+06 1.07E+11 3.50E+10 2.63E+11 6.67E+10 2.58E+10 1.48E+10 1.73E+10 3.02E+09 1.72E+09 1.06E+08 1.43E+09 2.42E+03 1.15E+10 9.01E+09 8.90E+08 4.09E+08 8.14E+08 9.44E+09 1.53E+10 9.92E+08 1.39E+10 4.17E+11 2.12E+11 1.07E+11 8.03E+10 2.55E+10 1.86E+10 8.39E+09 4.04E+09 2.03E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.865  1.85E+13 7.68E+12 9.31E+13 4.57E+05 8.91E+11 6.98E+10 5.29E+12 2.95E+11 3.52E+10 1.84E+10 2.18E+10 1.95E+09 6.41E+08 8.26E+06 3.83E+08 1.13E+00 9.68E+09 7.78E+09 1.02E+08 3.90E+07 9.66E+07 3.43E+09 3.51E+09 4.85E+07 2.38E+09 4.99E+11 2.47E+11 1.21E+11 1.02E+11 2.58E+10 2.01E+10 8.39E+09 4.31E+09 2.65E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.890  8.05E+13 1.16E+14 8.37E+14 4.46E+04 7.39E+12 1.39E+11 1.06E+14 1.30E+12 4.80E+10 2.28E+10 2.73E+10 1.26E+09 2.39E+08 6.41E+05 1.03E+08 0.00E+00 8.16E+09 6.72E+09 1.17E+07 3.71E+06 1.15E+07 1.25E+09 8.05E+08 2.37E+06 4.08E+08 5.96E+11 2.88E+11 1.36E+11 1.30E+11 2.62E+10 2.16E+10 8.40E+09 4.59E+09 3.46E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.914  1.24E+15 2.21E+15 1.53E+16 4.36E+03 6.13E+13 2.78E+11 2.14E+15 5.77E+12 6.55E+10 2.84E+10 3.43E+10 8.11E+08 8.94E+07 4.97E+04 2.75E+07 0.00E+00 6.88E+09 5.80E+09 1.34E+06 3.54E+05 1.36E+06 4.53E+08 1.85E+08 1.16E+05 7.00E+07 7.13E+11 3.36E+11 1.53E+11 1.66E+11 2.65E+10 2.33E+10 8.41E+09 4.90E+09 4.51E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.938  2.41E+16 4.35E+16 3.02E+17 4.25E+02 5.08E+14 5.54E+11 4.29E+16 2.55E+13 8.95E+10 3.53E+10 4.30E+10 5.23E+08 3.34E+07 3.85E+03 7.38E+06 0.00E+00 5.80E+09 5.00E+09 1.53E+05 3.38E+04 1.62E+05 1.65E+08 4.23E+07 5.65E+03 1.20E+07 8.53E+11 3.92E+11 1.73E+11 2.12E+11 2.68E+10 2.51E+10 8.41E+09 5.22E+09 5.89E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  0.995  9.75E+19 7.79E+19 5.45E+20 0.00E+00 1.01E+17 3.11E+12 7.78E+19 1.05E+15 1.95E+11 6.10E+10 7.59E+10 1.75E+08 2.85E+06 6.46E+00 2.74E+05 0.00E+00 3.79E+09 3.46E+09 6.78E+02 9.48E+01 7.84E+02 1.31E+07 1.06E+06 2.98E+00 1.46E+05 1.34E+12 5.77E+11 2.32E+11 3.88E+11 2.77E+10 3.02E+10 8.43E+09 6.13E+09 1.15E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.049  3.90E+20 1.56E+20 1.09E+21 0.00E+00 2.01E+17 1.75E+13 1.56E+20 4.31E+16 4.25E+11 1.05E+11 1.34E+11 5.84E+07 2.42E+05 0.00E+00 1.02E+04 0.00E+00 2.48E+09 2.40E+09 0.00E+00 0.00E+00 0.00E+00 1.04E+06 2.68E+04 0.00E+00 1.78E+03 2.09E+12 8.49E+11 3.13E+11 7.11E+11 2.86E+10 3.64E+10 8.45E+09 7.19E+09 2.23E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.149  2.52E+21 6.96E+20 5.01E+21 0.00E+00 7.99E+17 5.52E+14 6.22E+20 7.27E+19 2.01E+12 3.14E+11 4.17E+11 6.53E+06 1.76E+03 0.00E+00 1.41E+01 0.00E+00 1.06E+09 1.15E+09 0.00E+00 0.00E+00 0.00E+00 6.63E+03 1.70E+01 0.00E+00 2.63E-01 5.12E+12 1.84E+12 5.68E+11 2.39E+12 3.05E+10 5.27E+10 8.48E+09 9.90E+09 8.44E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.327  5.69E+22 1.02E+22 7.16E+22 0.00E+00 1.26E+19 5.49E+17 9.94E+21 2.18E+20 4.53E+13 2.78E+12 4.04E+12 8.16E+04 9.28E-02 0.00E+00 0.00E+00 0.00E+00 1.92E+08 2.63E+08 0.00E+00 0.00E+00 0.00E+00 2.67E-01 0.00E+00 0.00E+00 0.00E+00 3.07E+13 8.60E+12 1.87E+12 2.69E+13 3.47E+10 1.11E+11 8.56E+09 1.88E+10 1.21E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.483  9.06E+23 1.60E+23 1.12E+24 0.00E+00 2.00E+20 1.10E+18 1.59E+23 6.54E+20 1.02E+15 2.47E+13 3.92E+13 1.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.50E+07 6.04E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.84E+14 4.03E+13 6.14E+12 3.04E+14 3.95E+10 2.32E+11 8.63E+09 3.56E+10 1.73E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.625  1.44E+25 2.54E+24 1.78E+25 0.00E+00 3.17E+21 2.20E+18 2.54E+24 1.96E+21 2.30E+16 2.19E+14 3.80E+14 1.27E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.37E+06 1.38E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.10E+15 1.89E+14 2.02E+13 3.43E+15 4.50E+10 4.88E+11 8.70E+09 6.76E+10 2.49E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
