                    *********************************************************************************
                    *  Z= 98 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for CF250  *
  70.00  1.755  3.82E+21 4.71E+20 2.57E+22 1.48E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.98E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.12E+07 2.19E+15 2.75E+13 2.34E+15 3.03E+13 1.23E+15 8.35E+14 5.66E+19 7.46E+19 1.18E+17 6.42E+17 5.50E+17 6.60E+17 2.79E+16 4.84E+19 2.90E+20 3.90E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.876  6.97E+22 1.27E+22 6.25E+23 6.17E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.94E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.64E+07 1.03E+16 6.45E+13 1.33E+16 8.91E+13 7.89E+15 5.59E+15 3.06E+21 4.76E+21 2.60E+18 1.28E+18 1.64E+18 1.32E+18 5.57E+16 4.00E+21 8.68E+20 7.49E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  1.990  4.14E+24 8.02E+23 3.98E+25 2.57E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.32E+06 4.84E+16 1.51E+14 7.58E+16 2.62E+14 5.04E+16 3.75E+16 1.65E+23 3.03E+23 5.70E+19 2.56E+18 4.89E+18 2.64E+18 1.11E+17 3.31E+23 2.60E+21 1.44E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.098  2.86E+26 5.56E+25 2.81E+27 1.07E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.71E+05 2.28E+17 3.55E+14 4.31E+17 7.72E+14 3.22E+17 2.51E+17 8.93E+24 1.93E+25 1.25E+21 5.12E+18 1.46E+19 5.27E+18 2.22E+17 2.73E+25 7.80E+21 2.77E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.200  2.04E+28 3.97E+27 2.05E+29 4.47E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.36E+05 1.07E+18 8.33E+14 2.45E+18 2.27E+15 2.06E+18 1.68E+18 4.83E+26 1.23E+27 2.75E+22 1.02E+19 4.35E+19 1.05E+19 4.44E+17 2.26E+27 2.34E+22 5.32E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.298  1.50E+30 2.91E+29 1.53E+31 1.86E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.74E+04 5.03E+18 1.95E+15 1.40E+19 6.69E+15 1.31E+19 1.13E+19 2.61E+28 7.86E+28 6.03E+23 2.05E+19 1.30E+20 2.11E+19 8.86E+17 1.86E+29 7.01E+22 1.02E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.392  1.12E+32 2.18E+31 1.16E+33 7.75E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.54E+03 2.36E+19 4.58E+15 7.94E+19 1.97E+16 8.40E+19 7.56E+19 1.41E+30 5.01E+30 1.32E+25 4.09E+19 3.87E+20 4.21E+19 1.77E+18 1.54E+31 2.10E+23 1.96E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.482  8.56E+33 1.67E+33 9.02E+34 3.23E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.12E+03 1.11E+20 1.07E+16 4.52E+20 5.80E+16 5.37E+20 5.06E+20 7.61E+31 3.20E+32 2.91E+26 8.18E+19 1.16E+21 8.41E+19 3.53E+18 1.27E+33 6.29E+23 3.77E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.569  6.65E+35 1.30E+35 7.09E+36 1.35E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.27E+02 5.22E+20 2.52E+16 2.57E+21 1.71E+17 3.43E+21 3.39E+21 4.11E+33 2.04E+34 6.38E+27 1.63E+20 3.45E+21 1.68E+20 7.05E+18 1.05E+35 1.89E+24 7.25E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.653  5.24E+37 1.02E+37 5.63E+38 5.61E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.46E+21 5.91E+16 1.46E+22 5.03E+17 2.19E+22 2.27E+22 2.22E+35 1.30E+36 1.40E+29 3.27E+20 1.03E+22 3.36E+20 1.41E+19 8.69E+36 5.65E+24 1.39E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.735  4.17E+39 8.13E+38 4.52E+40 2.34E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.15E+22 1.39E+17 8.31E+22 1.48E+18 1.40E+23 1.52E+23 1.20E+37 8.29E+37 3.08E+30 6.53E+20 3.07E+22 6.72E+20 2.81E+19 7.18E+38 1.69E+25 2.68E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.814  3.34E+41 6.52E+40 3.65E+42 9.74E+34 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.43E+22 3.25E+17 4.73E+23 4.35E+18 8.94E+23 1.02E+24 6.49E+38 5.28E+39 6.75E+31 1.31E+21 9.15E+22 1.34E+21 5.62E+19 5.93E+40 5.08E+25 5.14E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.891  2.70E+43 5.27E+42 2.96E+44 4.06E+36 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.55E+23 7.62E+17 2.69E+24 1.28E+19 5.71E+24 6.84E+24 3.51E+40 3.37E+41 1.48E+33 2.61E+21 2.73E+23 2.69E+21 1.12E+20 4.90E+42 1.52E+26 9.88E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  2.966  2.19E+45 4.28E+44 2.41E+46 1.69E+38 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.20E+24 1.79E+18 1.53E+25 3.77E+19 3.65E+25 4.58E+25 1.89E+42 2.15E+43 3.25E+34 5.22E+21 8.15E+23 5.37E+21 2.24E+20 4.05E+44 4.56E+26 1.90E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 98 A=253: Positive-Parity Spin-dependent Level Density [MeV-1] for CF253  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.104  5.00E+00 3.29E+01 3.31E+02 1.55E+00 3.22E+00 3.10E+00 4.77E+00 6.32E+00 4.65E+00 4.65E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.147  1.40E+01 4.39E+01 5.06E+02 1.55E+00 4.88E+00 4.68E+00 3.22E+00 4.77E+00 6.21E+00 6.21E+00 4.65E+00 4.65E+00 3.10E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.181  2.90E+01 7.70E+01 9.55E+02 1.55E+00 4.88E+00 4.68E+00 9.54E+00 1.11E+01 1.10E+01 1.10E+01 7.76E+00 6.21E+00 4.65E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.209  5.90E+01 1.60E+02 1.84E+03 4.65E+00 1.11E+01 1.73E+01 2.67E+01 2.51E+01 1.41E+01 1.89E+01 1.56E+01 9.42E+00 7.76E+00 4.65E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.233  1.29E+02 3.98E+02 4.73E+03 1.41E+01 2.99E+01 4.23E+01 4.68E+01 5.65E+01 5.14E+01 4.69E+01 3.60E+01 2.51E+01 2.36E+01 7.77E+00 7.87E+00 4.65E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.255  2.56E+02 6.25E+02 7.90E+03 1.74E+01 3.46E+01 5.29E+01 7.01E+01 8.45E+01 8.25E+01 7.65E+01 6.58E+01 5.60E+01 3.47E+01 2.50E+01 1.10E+01 7.76E+00 4.65E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.276  4.92E+02 1.26E+03 1.64E+04 4.59E+01 8.47E+01 1.15E+02 1.26E+02 1.42E+02 1.42E+02 1.36E+02 1.32E+02 9.95E+01 9.07E+01 6.54E+01 3.76E+01 2.20E+01 1.11E+01 6.32E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.295  9.07E+02 2.05E+03 2.69E+04 6.89E+01 1.41E+02 1.97E+02 2.09E+02 2.42E+02 2.33E+02 2.11E+02 1.75E+02 1.77E+02 1.32E+02 1.04E+02 7.65E+01 4.39E+01 2.52E+01 1.11E+01 6.21E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.313  1.76E+03 4.73E+03 6.17E+04 1.54E+02 3.10E+02 4.59E+02 5.04E+02 5.75E+02 5.57E+02 4.99E+02 4.40E+02 3.54E+02 2.67E+02 2.17E+02 1.51E+02 1.05E+02 6.43E+01 4.08E+01 2.03E+01 7.87E+00 4.65E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.330  3.37E+03 8.18E+03 1.08E+05 2.63E+02 5.23E+02 7.67E+02 8.61E+02 9.43E+02 9.69E+02 9.02E+02 7.73E+02 6.26E+02 4.89E+02 3.59E+02 2.73E+02 1.84E+02 1.14E+02 7.90E+01 3.94E+01 1.43E+01 5.12E+00 5.06E-02 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.346  6.66E+03 1.82E+04 2.48E+05 5.50E+02 1.07E+03 1.56E+03 1.79E+03 2.03E+03 2.09E+03 2.03E+03 1.70E+03 1.46E+03 1.18E+03 8.85E+02 6.37E+02 4.28E+02 2.95E+02 1.97E+02 1.30E+02 7.22E+01 3.05E+01 9.82E+00 3.56E+00 4.54E-02 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.361  1.27E+04 2.98E+04 4.17E+05 8.20E+02 1.63E+03 2.41E+03 2.90E+03 3.30E+03 3.38E+03 3.21E+03 2.90E+03 2.47E+03 1.99E+03 1.53E+03 1.10E+03 7.74E+02 4.92E+02 3.42E+02 2.47E+02 1.47E+02 7.75E+01 3.97E+01 1.34E+01 6.60E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.376  2.42E+04 6.25E+04 8.88E+05 1.79E+03 3.51E+03 5.21E+03 5.96E+03 6.61E+03 6.76E+03 6.46E+03 5.92E+03 5.11E+03 4.27E+03 3.32E+03 2.51E+03 1.80E+03 1.20E+03 7.81E+02 5.40E+02 3.45E+02 2.10E+02 1.13E+02 6.36E+01 2.28E+01 9.65E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.390  4.48E+04 1.02E+05 1.47E+06 2.85E+03 5.64E+03 8.34E+03 9.62E+03 1.09E+04 1.12E+04 1.06E+04 9.46E+03 8.32E+03 6.87E+03 5.50E+03 4.20E+03 3.02E+03 2.06E+03 1.40E+03 9.36E+02 5.94E+02 3.78E+02 2.11E+02 1.25E+02 7.29E+01 1.75E+01 1.03E+01 1.04E-01 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.404  8.45E+04 2.16E+05 3.13E+06 5.98E+03 1.17E+04 1.73E+04 1.98E+04 2.23E+04 2.33E+04 2.24E+04 2.01E+04 1.75E+04 1.45E+04 1.18E+04 9.08E+03 6.56E+03 4.58E+03 3.22E+03 2.23E+03 1.38E+03 8.36E+02 5.39E+02 3.22E+02 2.00E+02 8.85E+01 4.57E+01 1.67E+01 6.94E+00 2.31E-01 0.00E+00 1.15E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.417  1.56E+05 3.53E+05 5.19E+06 9.40E+03 1.86E+04 2.74E+04 3.23E+04 3.67E+04 3.78E+04 3.60E+04 3.30E+04 2.87E+04 2.39E+04 1.91E+04 1.51E+04 1.11E+04 7.85E+03 5.60E+03 3.99E+03 2.59E+03 1.57E+03 9.89E+02 6.44E+02 4.01E+02 1.92E+02 1.09E+02 5.92E+01 2.31E+01 5.69E+00 1.55E+00 1.78E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.430  2.89E+05 7.17E+05 1.07E+07 1.90E+04 3.75E+04 5.54E+04 6.36E+04 7.17E+04 7.37E+04 7.26E+04 6.65E+04 5.86E+04 4.96E+04 3.98E+04 3.14E+04 2.32E+04 1.69E+04 1.23E+04 9.04E+03 6.04E+03 3.80E+03 2.42E+03 1.56E+03 1.01E+03 5.72E+02 3.45E+02 1.90E+02 9.54E+01 3.40E+01 1.00E+01 7.13E+00 3.46E-01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.442  5.23E+05 1.15E+06 1.74E+07 2.94E+04 5.83E+04 8.63E+04 1.01E+05 1.15E+05 1.20E+05 1.16E+05 1.05E+05 9.38E+04 7.94E+04 6.48E+04 5.12E+04 3.83E+04 2.78E+04 2.04E+04 1.51E+04 1.03E+04 6.61E+03 4.24E+03 2.83E+03 1.83E+03 1.03E+03 6.63E+02 3.75E+02 2.23E+02 9.73E+01 3.90E+01 2.06E+01 7.13E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.454  9.56E+05 2.31E+06 3.53E+07 5.90E+04 1.17E+05 1.73E+05 2.01E+05 2.27E+05 2.34E+05 2.30E+05 2.12E+05 1.89E+05 1.59E+05 1.32E+05 1.05E+05 7.87E+04 5.84E+04 4.32E+04 3.23E+04 2.23E+04 1.46E+04 9.77E+03 6.47E+03 4.43E+03 2.56E+03 1.61E+03 9.74E+02 5.68E+02 2.80E+02 1.42E+02 7.37E+01 3.52E+01 1.55E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.466  1.71E+06 3.71E+06 5.70E+07 9.22E+04 1.83E+05 2.71E+05 3.19E+05 3.64E+05 3.79E+05 3.67E+05 3.35E+05 3.00E+05 2.57E+05 2.10E+05 1.70E+05 1.29E+05 9.51E+04 7.11E+04 5.36E+04 3.76E+04 2.48E+04 1.68E+04 1.16E+04 7.81E+03 4.64E+03 3.08E+03 1.86E+03 1.13E+03 5.41E+02 2.98E+02 1.74E+02 8.77E+01 3.26E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.489  5.57E+06 1.17E+07 1.84E+08 2.82E+05 5.60E+05 8.31E+05 9.81E+05 1.12E+06 1.18E+06 1.14E+06 1.05E+06 9.47E+05 8.16E+05 6.74E+05 5.49E+05 4.24E+05 3.17E+05 2.42E+05 1.86E+05 1.33E+05 9.03E+04 6.33E+04 4.49E+04 3.18E+04 1.98E+04 1.38E+04 8.81E+03 5.68E+03 2.95E+03 1.73E+03 1.09E+03 6.58E+02 3.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
