                    *********************************************************************************
                    *  Z= 64 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for GD153  *
 180.00  3.586  2.08E+40 4.04E+39 4.44E+40 6.06E+18 2.22E+22 2.27E+22 1.01E+22 1.05E+21 4.04E+39 1.67E+30 3.15E+15 1.48E+03 2.54E+13 4.67E+04 7.51E+16 1.93E+19 5.42E+21 4.50E+26 1.25E+31 9.18E+34 4.27E+16 6.66E+17 2.20E+19 8.69E+18 1.96E+19 2.86E+19 3.22E+19 3.28E+19 3.90E+19 2.62E+19 2.60E+19 6.59E+13 6.44E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.684  1.45E+42 2.81E+41 3.09E+42 1.21E+19 4.45E+22 4.53E+22 2.02E+22 2.09E+21 2.81E+41 3.22E+31 7.92E+15 6.95E+02 5.01E+13 2.86E+04 2.57E+17 9.66E+19 3.93E+22 6.79E+27 3.63E+32 4.82E+36 8.53E+16 1.33E+18 4.41E+19 2.59E+19 5.85E+19 8.54E+19 9.64E+19 9.81E+19 1.17E+20 7.85E+19 7.79E+19 1.32E+14 1.29E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.780  1.01E+44 1.96E+43 2.16E+44 2.42E+19 8.89E+22 9.06E+22 4.04E+22 4.18E+21 1.96E+43 6.22E+32 1.99E+16 0.00E+00 9.87E+13 1.75E+04 8.76E+17 4.83E+20 2.85E+23 1.03E+29 1.06E+34 2.53E+38 1.70E+17 2.66E+18 8.81E+19 7.73E+19 1.75E+20 2.56E+20 2.88E+20 2.94E+20 3.50E+20 2.35E+20 2.33E+20 2.63E+14 2.57E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 64 A=155: Positive-Parity Spin-dependent Level Density [MeV-1] for GD155  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.133  2.00E+00 1.04E+01 1.02E+02 0.00E+00 1.67E+00 1.45E+00 1.45E+00 1.45E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.188  5.00E+00 1.47E+01 1.34E+02 1.45E+00 3.12E+00 2.90E+00 0.00E+00 1.45E+00 1.45E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.231  1.00E+01 2.36E+01 2.20E+02 1.45E+00 3.12E+00 4.57E+00 4.35E+00 2.90E+00 2.90E+00 0.00E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.266  1.70E+01 3.54E+01 3.63E+02 1.45E+00 4.78E+00 6.02E+00 4.35E+00 4.35E+00 4.35E+00 2.90E+00 2.90E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.298  2.80E+01 5.47E+01 5.52E+02 4.78E+00 7.68E+00 8.92E+00 7.25E+00 4.35E+00 5.80E+00 4.35E+00 4.35E+00 2.90E+00 0.00E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.326  4.40E+01 7.38E+01 7.39E+02 4.82E+00 1.08E+01 1.16E+01 1.18E+01 7.25E+00 7.25E+00 4.35E+00 5.80E+00 4.35E+00 2.90E+00 0.00E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.352  7.40E+01 1.63E+02 1.71E+03 7.72E+00 1.81E+01 2.72E+01 2.49E+01 1.75E+01 2.26E+01 1.59E+01 8.70E+00 4.35E+00 4.35E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.377  1.29E+02 2.74E+02 2.80E+03 1.34E+01 3.30E+01 4.83E+01 3.80E+01 3.07E+01 3.75E+01 2.63E+01 1.74E+01 8.93E+00 6.02E+00 4.35E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.400  2.29E+02 5.31E+02 5.67E+03 2.37E+01 5.57E+01 8.32E+01 7.72E+01 6.42E+01 5.73E+01 5.57E+01 4.06E+01 2.78E+01 1.91E+01 1.01E+01 5.80E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.421  3.97E+02 8.09E+02 8.85E+03 3.55E+01 7.93E+01 1.19E+02 1.11E+02 9.93E+01 1.02E+02 8.18E+01 6.55E+01 4.21E+01 2.92E+01 1.88E+01 1.01E+01 5.80E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.442  6.91E+02 1.54E+03 1.72E+04 7.61E+01 1.49E+02 2.07E+02 2.05E+02 1.91E+02 1.78E+02 1.72E+02 1.21E+02 8.88E+01 6.13E+01 4.06E+01 2.78E+01 1.16E+01 5.80E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.461  1.18E+03 2.33E+03 2.62E+04 1.13E+02 2.18E+02 3.02E+02 3.20E+02 2.83E+02 2.68E+02 2.43E+02 1.94E+02 1.40E+02 9.99E+01 6.40E+01 4.23E+01 2.49E+01 1.01E+01 5.80E+00 2.90E+00 0.00E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.480  1.98E+03 4.08E+03 4.76E+04 1.80E+02 3.49E+02 4.89E+02 5.03E+02 5.22E+02 4.86E+02 4.47E+02 3.53E+02 2.58E+02 1.90E+02 1.29E+02 8.12E+01 4.66E+01 3.07E+01 1.16E+01 5.80E+00 2.90E+00 0.00E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.498  3.22E+03 5.83E+03 6.92E+04 2.47E+02 4.85E+02 6.81E+02 7.36E+02 7.07E+02 6.64E+02 6.54E+02 5.16E+02 3.89E+02 2.66E+02 1.92E+02 1.32E+02 7.56E+01 4.52E+01 2.32E+01 8.70E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.516  5.25E+03 1.04E+04 1.24E+05 4.67E+02 9.15E+02 1.23E+03 1.28E+03 1.23E+03 1.16E+03 1.09E+03 8.80E+02 7.23E+02 5.27E+02 3.49E+02 2.28E+02 1.50E+02 8.43E+01 4.78E+01 2.46E+01 8.70E+00 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.533  8.43E+03 1.51E+04 1.82E+05 6.29E+02 1.25E+03 1.72E+03 1.86E+03 1.85E+03 1.75E+03 1.59E+03 1.27E+03 9.98E+02 7.79E+02 5.46E+02 3.50E+02 2.27E+02 1.39E+02 7.98E+01 4.08E+01 1.30E+01 4.35E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.549  1.36E+04 2.62E+04 3.20E+05 1.04E+03 2.11E+03 2.95E+03 3.16E+03 3.05E+03 3.01E+03 2.86E+03 2.35E+03 1.79E+03 1.30E+03 9.12E+02 6.78E+02 4.30E+02 2.48E+02 1.45E+02 8.29E+01 4.08E+01 1.16E+01 5.80E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.565  2.16E+04 3.81E+04 4.68E+05 1.49E+03 3.01E+03 4.26E+03 4.59E+03 4.55E+03 4.35E+03 4.02E+03 3.32E+03 2.74E+03 1.93E+03 1.36E+03 9.34E+02 6.59E+02 3.88E+02 2.32E+02 1.25E+02 6.26E+01 3.04E+01 1.01E+01 4.35E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.581  3.46E+04 6.57E+04 8.18E+05 2.55E+03 5.00E+03 7.12E+03 7.80E+03 7.72E+03 7.54E+03 7.10E+03 5.85E+03 4.60E+03 3.48E+03 2.52E+03 1.71E+03 1.11E+03 7.37E+02 4.40E+02 2.37E+02 1.23E+02 5.80E+01 2.63E+01 5.80E+00 4.35E+00 0.00E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.596  5.47E+04 9.47E+04 1.19E+06 3.60E+03 7.04E+03 9.97E+03 1.12E+04 1.12E+04 1.09E+04 1.02E+04 8.43E+03 6.83E+03 4.93E+03 3.70E+03 2.56E+03 1.67E+03 1.04E+03 6.60E+02 3.63E+02 2.02E+02 9.74E+01 4.66E+01 1.04E+01 5.80E+00 2.90E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.625  1.36E+05 2.32E+05 2.96E+06 8.58E+03 1.65E+04 2.35E+04 2.66E+04 2.70E+04 2.63E+04 2.47E+04 2.09E+04 1.72E+04 1.29E+04 9.53E+03 6.70E+03 4.53E+03 2.86E+03 1.73E+03 1.04E+03 5.79E+02 2.83E+02 1.33E+02 5.99E+01 2.49E+01 4.35E+00 2.90E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.653  3.34E+05 5.58E+05 7.27E+06 1.96E+04 3.82E+04 5.45E+04 6.24E+04 6.43E+04 6.29E+04 5.94E+04 5.09E+04 4.25E+04 3.19E+04 2.39E+04 1.73E+04 1.19E+04 7.52E+03 4.75E+03 2.78E+03 1.53E+03 8.53E+02 4.06E+02 1.94E+02 8.62E+01 3.48E+01 6.02E+00 2.90E+00 1.45E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.679  8.04E+05 1.32E+06 1.75E+07 4.47E+04 8.71E+04 1.25E+05 1.44E+05 1.50E+05 1.48E+05 1.42E+05 1.21E+05 1.03E+05 7.80E+04 5.96E+04 4.28E+04 3.00E+04 1.96E+04 1.25E+04 7.45E+03 4.34E+03 2.27E+03 1.16E+03 5.52E+02 2.84E+02 1.08E+02 4.42E+01 1.18E+01 4.35E+00 1.45E+00 3.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.705  1.91E+06 3.10E+06 4.18E+07 1.01E+05 1.98E+05 2.85E+05 3.31E+05 3.45E+05 3.41E+05 3.30E+05 2.86E+05 2.44E+05 1.89E+05 1.45E+05 1.06E+05 7.51E+04 4.92E+04 3.20E+04 1.98E+04 1.14E+04 6.32E+03 3.26E+03 1.61E+03 7.99E+02 3.52E+02 1.31E+02 5.95E+01 1.16E+01 4.57E+00 1.45E+00 3.12E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.730  4.48E+06 7.17E+06 9.81E+07 2.26E+05 4.43E+05 6.39E+05 7.46E+05 7.85E+05 7.81E+05 7.58E+05 6.65E+05 5.71E+05 4.46E+05 3.46E+05 2.56E+05 1.83E+05 1.23E+05 8.10E+04 5.04E+04 3.02E+04 1.69E+04 8.92E+03 4.65E+03 2.28E+03 1.09E+03 4.32E+02 1.89E+02 7.55E+01 1.79E+01 9.15E+00 3.12E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.753  1.03E+07 1.62E+07 2.26E+08 4.89E+05 9.56E+05 1.39E+06 1.65E+06 1.76E+06 1.76E+06 1.72E+06 1.52E+06 1.32E+06 1.04E+06 8.12E+05 6.07E+05 4.42E+05 3.00E+05 2.00E+05 1.27E+05 7.72E+04 4.42E+04 2.42E+04 1.27E+04 6.51E+03 3.05E+03 1.40E+03 5.88E+02 2.38E+02 9.65E+01 3.24E+01 1.54E+01 4.57E+00 1.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.777  2.35E+07 3.67E+07 5.18E+08 1.07E+06 2.11E+06 3.06E+06 3.65E+06 3.91E+06 3.93E+06 3.86E+06 3.39E+06 2.99E+06 2.38E+06 1.89E+06 1.42E+06 1.05E+06 7.18E+05 4.88E+05 3.13E+05 1.94E+05 1.14E+05 6.25E+04 3.42E+04 1.78E+04 8.60E+03 3.93E+03 1.80E+03 7.77E+02 3.00E+02 1.36E+02 5.09E+01 2.18E+01 8.70E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.799  5.32E+07 8.21E+07 1.17E+09 2.34E+06 4.59E+06 6.69E+06 8.01E+06 8.62E+06 8.71E+06 8.63E+06 7.61E+06 6.75E+06 5.41E+06 4.31E+06 3.29E+06 2.44E+06 1.70E+06 1.17E+06 7.58E+05 4.78E+05 2.87E+05 1.60E+05 8.97E+04 4.78E+04 2.40E+04 1.13E+04 5.35E+03 2.36E+03 1.07E+03 4.42E+02 2.20E+02 7.69E+01 2.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.821  1.19E+08 1.82E+08 2.64E+09 5.06E+06 9.94E+06 1.45E+07 1.74E+07 1.88E+07 1.91E+07 1.90E+07 1.69E+07 1.51E+07 1.22E+07 9.78E+06 7.52E+06 5.59E+06 3.97E+06 2.74E+06 1.81E+06 1.16E+06 7.08E+05 4.02E+05 2.31E+05 1.25E+05 6.44E+04 3.18E+04 1.53E+04 7.14E+03 3.24E+03 1.48E+03 6.84E+02 3.37E+02 6.81E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.842  2.65E+08 4.01E+08 5.87E+09 1.09E+07 2.14E+07 3.12E+07 3.76E+07 4.08E+07 4.16E+07 4.15E+07 3.71E+07 3.33E+07 2.71E+07 2.19E+07 1.70E+07 1.27E+07 9.14E+06 6.36E+06 4.27E+06 2.77E+06 1.72E+06 9.90E+05 5.81E+05 3.23E+05 1.70E+05 8.56E+04 4.29E+04 2.05E+04 9.88E+03 4.62E+03 2.23E+03 1.10E+03 3.16E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.884  1.41E+09 1.89E+09 2.83E+10 4.90E+07 9.65E+07 1.41E+08 1.71E+08 1.87E+08 1.92E+08 1.93E+08 1.74E+08 1.58E+08 1.31E+08 1.07E+08 8.41E+07 6.40E+07 4.69E+07 3.33E+07 2.28E+07 1.51E+07 9.67E+06 5.74E+06 3.50E+06 2.02E+06 1.11E+06 5.87E+05 3.08E+05 1.57E+05 7.92E+04 4.00E+04 2.01E+04 1.05E+04 3.49E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.923  6.67E+09 8.64E+09 1.32E+11 2.15E+08 4.25E+08 6.23E+08 7.58E+08 8.32E+08 8.60E+08 8.70E+08 7.91E+08 7.25E+08 6.06E+08 5.03E+08 4.00E+08 3.09E+08 2.30E+08 1.66E+08 1.16E+08 7.90E+07 5.18E+07 3.15E+07 1.98E+07 1.18E+07 6.71E+06 3.71E+06 2.03E+06 1.09E+06 5.79E+05 3.08E+05 1.61E+05 8.87E+04 3.14E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
