                    *********************************************************************************
                    *  Z= 78 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for PT193  *
  18.00  1.008  2.25E+13 2.07E+13 3.37E+14 4.25E+11 8.40E+11 1.24E+12 1.65E+12 1.93E+12 1.97E+12 2.01E+12 1.86E+12 1.71E+12 1.58E+12 1.28E+12 1.10E+12 8.72E+11 6.59E+11 4.97E+11 3.69E+11 2.54E+11 1.72E+11 1.15E+11 7.17E+10 4.57E+10 2.58E+10 1.47E+10 7.90E+09 4.20E+09 2.23E+09 1.11E+09 4.76E+08 2.35E+08 6.78E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.035  6.07E+13 5.58E+13 9.26E+14 1.08E+12 2.14E+12 3.15E+12 4.31E+12 5.12E+12 5.23E+12 5.38E+12 4.94E+12 4.60E+12 4.31E+12 3.46E+12 3.04E+12 2.45E+12 1.87E+12 1.43E+12 1.08E+12 7.54E+11 5.17E+11 3.52E+11 2.25E+11 1.47E+11 8.45E+10 4.94E+10 2.71E+10 1.48E+10 8.25E+09 4.29E+09 1.86E+09 9.61E+08 2.73E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.062  1.64E+14 1.51E+14 2.55E+15 2.75E+12 5.44E+12 8.03E+12 1.13E+13 1.36E+13 1.38E+13 1.44E+13 1.31E+13 1.23E+13 1.18E+13 9.40E+12 8.42E+12 6.89E+12 5.30E+12 4.09E+12 3.15E+12 2.24E+12 1.56E+12 1.08E+12 7.08E+11 4.75E+11 2.77E+11 1.66E+11 9.29E+10 5.23E+10 3.06E+10 1.65E+10 7.23E+09 3.93E+09 1.10E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.127  2.62E+15 1.82E+15 3.24E+16 2.83E+13 5.62E+13 8.32E+13 1.25E+14 1.55E+14 1.58E+14 1.69E+14 1.51E+14 1.46E+14 1.46E+14 1.14E+14 1.08E+14 9.13E+13 7.16E+13 5.70E+13 4.61E+13 3.39E+13 2.45E+13 1.77E+13 1.24E+13 8.85E+12 5.37E+12 3.41E+12 2.02E+12 1.23E+12 8.09E+11 4.81E+11 2.17E+11 1.33E+11 3.58E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.188  3.26E+16 2.22E+16 4.20E+17 2.92E+14 5.81E+14 8.63E+14 1.38E+15 1.78E+15 1.80E+15 1.99E+15 1.73E+15 1.72E+15 1.80E+15 1.38E+15 1.37E+15 1.21E+15 9.68E+14 7.94E+14 6.74E+14 5.14E+14 3.86E+14 2.92E+14 2.17E+14 1.65E+14 1.04E+14 7.02E+13 4.41E+13 2.88E+13 2.14E+13 1.40E+13 6.49E+12 4.48E+12 1.16E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.301  8.88E+18 3.52E+18 7.68E+19 3.10E+16 6.20E+16 9.28E+16 1.70E+17 2.33E+17 2.34E+17 2.74E+17 2.28E+17 2.40E+17 2.76E+17 2.03E+17 2.24E+17 2.12E+17 1.77E+17 1.54E+17 1.44E+17 1.18E+17 9.56E+16 7.92E+16 6.66E+16 5.75E+16 3.92E+16 2.97E+16 2.09E+16 1.58E+16 1.50E+16 1.19E+16 5.82E+15 5.10E+15 1.23E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.502  7.90E+19 1.05E+19 2.29E+20 9.25E+16 1.85E+17 2.77E+17 5.07E+17 6.96E+17 6.97E+17 8.18E+17 6.80E+17 7.15E+17 8.24E+17 6.06E+17 6.71E+17 6.34E+17 5.29E+17 4.61E+17 4.31E+17 3.54E+17 2.86E+17 2.37E+17 1.99E+17 1.72E+17 1.17E+17 8.90E+16 6.27E+16 4.73E+16 4.48E+16 3.56E+16 1.75E+16 1.53E+16 3.70E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.679  2.88E+20 3.14E+19 6.86E+20 2.76E+17 5.51E+17 8.25E+17 1.51E+18 2.08E+18 2.08E+18 2.44E+18 2.03E+18 2.13E+18 2.46E+18 1.81E+18 2.00E+18 1.89E+18 1.58E+18 1.38E+18 1.29E+18 1.06E+18 8.56E+17 7.09E+17 5.97E+17 5.15E+17 3.52E+17 2.67E+17 1.88E+17 1.42E+17 1.34E+17 1.07E+17 5.23E+16 4.58E+16 1.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.840  9.14E+20 9.37E+19 2.05E+21 8.22E+17 1.64E+18 2.46E+18 4.51E+18 6.20E+18 6.21E+18 7.29E+18 6.06E+18 6.37E+18 7.35E+18 5.40E+18 5.99E+18 5.66E+18 4.73E+18 4.12E+18 3.86E+18 3.17E+18 2.56E+18 2.12E+18 1.79E+18 1.54E+18 1.05E+18 7.99E+17 5.63E+17 4.25E+17 4.03E+17 3.20E+17 1.57E+17 1.37E+17 3.32E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.987  2.78E+21 2.80E+20 6.13E+21 2.45E+18 4.90E+18 7.34E+18 1.35E+19 1.85E+19 1.85E+19 2.18E+19 1.81E+19 1.90E+19 2.20E+19 1.61E+19 1.79E+19 1.69E+19 1.41E+19 1.23E+19 1.15E+19 9.47E+18 7.66E+18 6.35E+18 5.35E+18 4.62E+18 3.15E+18 2.39E+18 1.69E+18 1.27E+18 1.21E+18 9.58E+17 4.70E+17 4.12E+17 9.96E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.124  8.37E+21 8.37E+20 1.83E+22 7.31E+18 1.46E+19 2.19E+19 4.01E+19 5.53E+19 5.53E+19 6.50E+19 5.40E+19 5.68E+19 6.56E+19 4.82E+19 5.34E+19 5.06E+19 4.22E+19 3.68E+19 3.45E+19 2.83E+19 2.29E+19 1.90E+19 1.60E+19 1.38E+19 9.44E+18 7.17E+18 5.05E+18 3.82E+18 3.62E+18 2.87E+18 1.41E+18 1.24E+18 2.99E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.253  2.50E+22 2.50E+21 5.48E+22 2.18E+19 4.35E+19 6.52E+19 1.20E+20 1.65E+20 1.65E+20 1.94E+20 1.61E+20 1.70E+20 1.96E+20 1.44E+20 1.60E+20 1.51E+20 1.26E+20 1.10E+20 1.03E+20 8.47E+19 6.86E+19 5.69E+19 4.79E+19 4.14E+19 2.83E+19 2.15E+19 1.51E+19 1.14E+19 1.08E+19 8.61E+18 4.23E+18 3.70E+18 8.95E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.375  7.49E+22 7.47E+21 1.64E+23 6.50E+19 1.30E+20 1.94E+20 3.57E+20 4.92E+20 4.93E+20 5.79E+20 4.81E+20 5.07E+20 5.85E+20 4.30E+20 4.77E+20 4.52E+20 3.77E+20 3.29E+20 3.08E+20 2.53E+20 2.05E+20 1.70E+20 1.43E+20 1.24E+20 8.47E+19 6.43E+19 4.53E+19 3.43E+19 3.25E+19 2.58E+19 1.27E+19 1.11E+19 2.68E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.491  2.24E+23 2.23E+22 4.89E+23 1.94E+20 3.87E+20 5.80E+20 1.07E+21 1.47E+21 1.47E+21 1.73E+21 1.44E+21 1.51E+21 1.75E+21 1.28E+21 1.43E+21 1.35E+21 1.13E+21 9.84E+20 9.23E+20 7.58E+20 6.14E+20 5.09E+20 4.30E+20 3.71E+20 2.54E+20 1.93E+20 1.36E+20 1.03E+20 9.74E+19 7.73E+19 3.80E+19 3.33E+19 8.05E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.602  6.68E+23 6.66E+22 1.46E+24 5.77E+20 1.15E+21 1.73E+21 3.18E+21 4.39E+21 4.39E+21 5.16E+21 4.28E+21 4.52E+21 5.22E+21 3.83E+21 4.26E+21 4.03E+21 3.37E+21 2.94E+21 2.76E+21 2.27E+21 1.84E+21 1.52E+21 1.29E+21 1.11E+21 7.60E+20 5.77E+20 4.07E+20 3.08E+20 2.92E+20 2.32E+20 1.14E+20 9.98E+19 2.41E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.708  2.00E+24 1.99E+23 4.37E+24 1.72E+21 3.44E+21 5.15E+21 9.49E+21 1.31E+22 1.31E+22 1.54E+22 1.28E+22 1.35E+22 1.56E+22 1.14E+22 1.27E+22 1.21E+22 1.01E+22 8.79E+21 8.25E+21 6.78E+21 5.50E+21 4.56E+21 3.85E+21 3.33E+21 2.27E+21 1.73E+21 1.22E+21 9.22E+20 8.75E+20 6.95E+20 3.41E+20 2.99E+20 7.23E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.810  5.97E+24 5.95E+23 1.31E+25 5.13E+21 1.03E+22 1.54E+22 2.83E+22 3.91E+22 3.91E+22 4.60E+22 3.82E+22 4.02E+22 4.66E+22 3.42E+22 3.80E+22 3.60E+22 3.01E+22 2.63E+22 2.47E+22 2.03E+22 1.64E+22 1.37E+22 1.15E+22 9.97E+21 6.81E+21 5.17E+21 3.65E+21 2.76E+21 2.62E+21 2.08E+21 1.02E+21 8.97E+20 2.17E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.909  1.78E+25 1.78E+24 3.91E+25 1.53E+22 3.06E+22 4.58E+22 8.45E+22 1.17E+23 1.17E+23 1.37E+23 1.14E+23 1.20E+23 1.39E+23 1.02E+23 1.14E+23 1.08E+23 9.00E+22 7.86E+22 7.38E+22 6.07E+22 4.92E+22 4.09E+22 3.45E+22 2.98E+22 2.04E+22 1.55E+22 1.09E+22 8.28E+21 7.86E+21 6.25E+21 3.07E+21 2.69E+21 6.50E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.004  5.32E+25 5.31E+24 1.17E+26 4.56E+22 9.11E+22 1.37E+23 2.52E+23 3.48E+23 3.48E+23 4.10E+23 3.40E+23 3.59E+23 4.16E+23 3.05E+23 3.39E+23 3.22E+23 2.69E+23 2.35E+23 2.21E+23 1.82E+23 1.47E+23 1.22E+23 1.03E+23 8.94E+22 6.11E+22 4.64E+22 3.28E+22 2.48E+22 2.36E+22 1.87E+22 9.20E+21 8.07E+21 1.95E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.097  1.59E+26 1.59E+25 3.49E+26 1.36E+23 2.72E+23 4.07E+23 7.52E+23 1.04E+24 1.04E+24 1.22E+24 1.02E+24 1.07E+24 1.24E+24 9.10E+23 1.01E+24 9.62E+23 8.04E+23 7.03E+23 6.60E+23 5.43E+23 4.40E+23 3.66E+23 3.09E+23 2.68E+23 1.83E+23 1.39E+23 9.82E+22 7.43E+22 7.06E+22 5.61E+22 2.76E+22 2.42E+22 5.84E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.187  4.75E+26 4.74E+25 1.04E+27 4.05E+23 8.10E+23 1.21E+24 2.24E+24 3.10E+24 3.10E+24 3.66E+24 3.03E+24 3.20E+24 3.71E+24 2.72E+24 3.03E+24 2.87E+24 2.40E+24 2.10E+24 1.97E+24 1.62E+24 1.32E+24 1.09E+24 9.25E+23 8.01E+23 5.48E+23 4.16E+23 2.94E+23 2.23E+23 2.12E+23 1.68E+23 8.27E+22 7.25E+22 1.75E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.274  1.42E+27 1.42E+26 3.12E+27 1.21E+24 2.41E+24 3.62E+24 6.70E+24 9.26E+24 9.26E+24 1.09E+25 9.04E+24 9.55E+24 1.11E+25 8.12E+24 9.05E+24 8.59E+24 7.19E+24 6.28E+24 5.90E+24 4.86E+24 3.94E+24 3.28E+24 2.77E+24 2.40E+24 1.64E+24 1.25E+24 8.81E+23 6.67E+23 6.34E+23 5.04E+23 2.48E+23 2.17E+23 5.25E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.359  4.24E+27 4.23E+26 9.32E+27 3.60E+24 7.20E+24 1.08E+25 2.00E+25 2.76E+25 2.76E+25 3.26E+25 2.70E+25 2.85E+25 3.31E+25 2.42E+25 2.70E+25 2.57E+25 2.15E+25 1.88E+25 1.77E+25 1.45E+25 1.18E+25 9.81E+24 8.29E+24 7.18E+24 4.91E+24 3.74E+24 2.64E+24 2.00E+24 1.90E+24 1.51E+24 7.43E+23 6.52E+23 1.58E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 78 A=195: Negative-parity Spin-dependent Level Density [MeV-1] for PT195  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.119  1.00E+00 5.43E+00 2.43E+01 1.67E+00 2.09E+00 8.40E-01 4.20E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.168  3.00E+00 1.05E+01 5.87E+01 3.33E+00 2.51E+00 1.26E+00 1.26E+00 8.40E-01 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.206  6.00E+00 1.34E+01 1.07E+02 1.67E+00 3.75E+00 1.26E+00 1.26E+00 1.68E+00 1.26E+00 1.26E+00 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.238  1.00E+01 1.43E+01 1.36E+02 0.00E+00 2.15E+00 4.17E+00 1.68E+00 1.26E+00 1.26E+00 1.26E+00 1.26E+00 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.266  1.60E+01 3.36E+01 2.90E+02 5.24E+00 3.83E+00 7.75E+00 5.03E+00 2.94E+00 1.68E+00 1.68E+00 1.26E+00 1.68E+00 1.26E+00 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.291  2.70E+01 5.53E+01 4.31E+02 1.27E+01 9.62E+00 9.45E+00 5.45E+00 4.20E+00 4.20E+00 2.94E+00 1.68E+00 1.26E+00 1.26E+00 1.26E+00 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.314  5.20E+01 1.43E+02 1.08E+03 2.15E+01 2.95E+01 3.01E+01 2.14E+01 1.59E+01 7.56E+00 4.20E+00 4.20E+00 2.94E+00 1.68E+00 1.26E+00 1.26E+00 1.26E+00 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.336  1.04E+02 2.73E+02 2.12E+03 3.76E+01 4.75E+01 4.86E+01 5.32E+01 3.48E+01 2.02E+01 1.09E+01 7.14E+00 4.20E+00 3.36E+00 1.68E+00 1.26E+00 1.26E+00 8.40E-01 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.356  2.05E+02 5.37E+02 4.89E+03 4.26E+01 6.89E+01 8.74E+01 9.13E+01 8.18E+01 6.25E+01 4.28E+01 2.69E+01 1.34E+01 7.14E+00 4.20E+00 2.94E+00 1.26E+00 1.68E+00 1.26E+00 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.376  3.67E+02 7.65E+02 7.57E+03 4.98E+01 7.93E+01 1.16E+02 1.15E+02 1.14E+02 9.49E+01 7.59E+01 5.21E+01 3.40E+01 1.55E+01 7.14E+00 4.20E+00 2.94E+00 1.26E+00 1.26E+00 8.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.394  6.25E+02 1.30E+03 1.40E+04 6.10E+01 1.11E+02 1.76E+02 1.81E+02 1.83E+02 1.71E+02 1.28E+02 1.07E+02 7.69E+01 5.17E+01 2.69E+01 1.01E+01 4.62E+00 2.94E+00 1.26E+00 1.26E+00 8.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.411  1.01E+03 1.81E+03 2.03E+04 9.33E+01 1.59E+02 2.27E+02 2.40E+02 2.34E+02 2.23E+02 1.88E+02 1.57E+02 1.09E+02 8.27E+01 5.21E+01 2.69E+01 1.01E+01 4.20E+00 2.94E+00 1.68E+00 1.26E+00 4.20E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
