                    *********************************************************************************
                    *  Z= 68 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for ER163  *
  14.00  0.966  2.27E+11 2.89E+11 4.44E+12 7.23E+09 1.43E+10 2.11E+10 2.47E+10 2.83E+10 2.88E+10 2.86E+10 2.65E+10 2.33E+10 2.01E+10 1.68E+10 1.34E+10 1.04E+10 7.83E+09 5.73E+09 4.11E+09 2.76E+09 1.87E+09 1.24E+09 7.35E+08 4.67E+08 2.84E+08 1.70E+08 9.96E+07 5.87E+07 3.16E+07 1.81E+07 1.01E+07 4.58E+06 2.07E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.000  7.39E+11 7.34E+11 1.15E+13 1.74E+10 3.46E+10 5.11E+10 6.22E+10 7.07E+10 7.29E+10 7.23E+10 6.72E+10 5.94E+10 5.13E+10 4.34E+10 3.46E+10 2.75E+10 2.09E+10 1.55E+10 1.12E+10 7.67E+09 5.24E+09 3.55E+09 2.15E+09 1.39E+09 8.65E+08 5.30E+08 3.20E+08 1.94E+08 1.09E+08 6.51E+07 3.70E+07 1.75E+07 8.17E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.033  2.04E+12 1.87E+12 2.97E+13 4.21E+10 8.35E+10 1.23E+11 1.57E+11 1.77E+11 1.85E+11 1.83E+11 1.70E+11 1.51E+11 1.31E+11 1.13E+11 8.97E+10 7.29E+10 5.60E+10 4.18E+10 3.03E+10 2.13E+10 1.47E+10 1.01E+10 6.30E+09 4.13E+09 2.64E+09 1.65E+09 1.03E+09 6.42E+08 3.79E+08 2.34E+08 1.36E+08 6.70E+07 3.23E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.065  5.36E+12 4.76E+12 7.71E+13 1.02E+11 2.02E+11 2.98E+11 3.94E+11 4.42E+11 4.69E+11 4.62E+11 4.32E+11 3.85E+11 3.36E+11 2.92E+11 2.32E+11 1.93E+11 1.50E+11 1.13E+11 8.21E+10 5.91E+10 4.11E+10 2.90E+10 1.85E+10 1.23E+10 8.06E+09 5.16E+09 3.31E+09 2.12E+09 1.31E+09 8.41E+08 4.99E+08 2.56E+08 1.28E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.095  1.38E+13 1.22E+13 2.00E+14 2.45E+11 4.87E+11 7.21E+11 9.91E+11 1.10E+12 1.19E+12 1.17E+12 1.10E+12 9.81E+11 8.60E+11 7.55E+11 6.02E+11 5.11E+11 4.01E+11 3.06E+11 2.23E+11 1.64E+11 1.15E+11 8.30E+10 5.40E+10 3.65E+10 2.46E+10 1.61E+10 1.06E+10 7.01E+09 4.53E+09 3.02E+09 1.83E+09 9.80E+08 5.05E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.125  3.54E+13 3.11E+13 5.22E+14 5.92E+11 1.17E+12 1.74E+12 2.49E+12 2.76E+12 3.01E+12 2.95E+12 2.78E+12 2.50E+12 2.20E+12 1.96E+12 1.56E+12 1.35E+12 1.07E+12 8.26E+11 6.04E+11 4.56E+11 3.23E+11 2.37E+11 1.58E+11 1.08E+11 7.50E+10 5.02E+10 3.42E+10 2.32E+10 1.57E+10 1.09E+10 6.73E+09 3.75E+09 2.00E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.155  9.08E+13 7.96E+13 1.36E+15 1.43E+12 2.84E+12 4.21E+12 6.27E+12 6.91E+12 7.64E+12 7.46E+12 7.04E+12 6.36E+12 5.63E+12 5.07E+12 4.04E+12 3.58E+12 2.87E+12 2.23E+12 1.64E+12 1.27E+12 9.04E+11 6.79E+11 4.63E+11 3.22E+11 2.29E+11 1.57E+11 1.10E+11 7.67E+10 5.43E+10 3.91E+10 2.47E+10 1.43E+10 7.91E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.225  1.24E+15 8.41E+14 1.52E+16 1.29E+13 2.57E+13 3.82E+13 6.30E+13 6.83E+13 7.82E+13 7.57E+13 7.21E+13 6.58E+13 5.89E+13 5.48E+13 4.37E+13 4.08E+13 3.36E+13 2.68E+13 1.99E+13 1.63E+13 1.19E+13 9.40E+12 6.80E+12 4.91E+12 3.72E+12 2.70E+12 2.04E+12 1.52E+12 1.21E+12 9.56E+11 6.39E+11 4.10E+11 2.46E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.291  1.36E+16 9.03E+15 1.74E+17 1.17E+14 2.33E+14 3.47E+14 6.33E+14 6.76E+14 8.00E+14 7.69E+14 7.38E+14 6.81E+14 6.16E+14 5.93E+14 4.72E+14 4.65E+14 3.93E+14 3.21E+14 2.41E+14 2.09E+14 1.56E+14 1.30E+14 9.98E+13 7.47E+13 6.05E+13 4.64E+13 3.79E+13 3.03E+13 2.69E+13 2.34E+13 1.65E+13 1.17E+13 7.65E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.414  2.85E+18 1.12E+18 2.62E+19 9.57E+15 1.91E+16 2.86E+16 6.38E+16 6.61E+16 8.38E+16 7.94E+16 7.73E+16 7.30E+16 6.75E+16 6.92E+16 5.52E+16 6.04E+16 5.38E+16 4.63E+16 3.54E+16 3.46E+16 2.69E+16 2.49E+16 2.15E+16 1.73E+16 1.60E+16 1.37E+16 1.30E+16 1.20E+16 1.33E+16 1.40E+16 1.10E+16 9.60E+15 7.41E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.633  5.12E+21 1.02E+21 8.20E+21 6.42E+19 1.29E+20 1.94E+20 1.90E+17 6.32E+20 2.50E+17 2.37E+17 2.30E+17 2.18E+17 2.01E+17 2.06E+17 1.65E+17 1.80E+17 1.61E+17 1.38E+17 1.06E+17 1.03E+17 8.05E+16 7.45E+16 6.43E+16 5.18E+16 4.78E+16 4.11E+16 3.90E+16 3.58E+16 3.99E+16 4.21E+16 3.31E+16 2.88E+16 2.22E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.826  2.05E+22 2.05E+21 1.65E+22 1.28E+20 2.57E+20 3.88E+20 5.67E+17 1.26E+21 7.45E+17 7.05E+17 6.87E+17 6.49E+17 6.01E+17 6.16E+17 4.91E+17 5.38E+17 4.80E+17 4.13E+17 3.16E+17 3.09E+17 2.40E+17 2.23E+17 1.92E+17 1.55E+17 1.43E+17 1.23E+17 1.17E+17 1.07E+17 1.20E+17 1.26E+17 9.91E+16 8.63E+16 6.66E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.000  5.12E+22 4.10E+21 3.32E+22 2.57E+20 5.15E+20 7.75E+20 1.69E+18 2.53E+21 2.22E+18 2.10E+18 2.05E+18 1.93E+18 1.79E+18 1.84E+18 1.46E+18 1.61E+18 1.43E+18 1.23E+18 9.44E+17 9.22E+17 7.18E+17 6.66E+17 5.75E+17 4.64E+17 4.28E+17 3.68E+17 3.49E+17 3.21E+17 3.58E+17 3.78E+17 2.97E+17 2.59E+17 2.00E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.160  1.13E+23 8.23E+21 6.70E+22 5.13E+20 1.03E+21 1.55E+21 5.04E+18 5.06E+21 6.62E+18 6.26E+18 6.10E+18 5.76E+18 5.34E+18 5.48E+18 4.37E+18 4.79E+18 4.28E+18 3.68E+18 2.82E+18 2.75E+18 2.15E+18 1.99E+18 1.72E+18 1.39E+18 1.28E+18 1.10E+18 1.05E+18 9.62E+17 1.07E+18 1.13E+18 8.90E+17 7.75E+17 5.98E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.309  2.37E+23 1.65E+22 1.36E+23 1.03E+21 2.06E+21 3.10E+21 1.50E+19 1.01E+22 1.97E+19 1.87E+19 1.82E+19 1.72E+19 1.59E+19 1.63E+19 1.30E+19 1.43E+19 1.28E+19 1.10E+19 8.42E+18 8.23E+18 6.42E+18 5.95E+18 5.15E+18 4.15E+18 3.84E+18 3.30E+18 3.13E+18 2.88E+18 3.21E+18 3.39E+18 2.67E+18 2.32E+18 1.79E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.449  4.86E+23 3.33E+22 2.78E+23 2.05E+21 4.12E+21 6.20E+21 4.47E+19 2.02E+22 5.88E+19 5.57E+19 5.42E+19 5.12E+19 4.75E+19 4.88E+19 3.89E+19 4.27E+19 3.81E+19 3.28E+19 2.51E+19 2.46E+19 1.92E+19 1.78E+19 1.54E+19 1.24E+19 1.15E+19 9.87E+18 9.38E+18 8.63E+18 9.63E+18 1.02E+19 7.99E+18 6.97E+18 5.38E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.582  9.89E+23 6.73E+22 5.74E+23 4.10E+21 8.23E+21 1.24E+22 1.33E+20 4.04E+22 1.75E+20 1.66E+20 1.62E+20 1.53E+20 1.42E+20 1.45E+20 1.16E+20 1.27E+20 1.14E+20 9.81E+19 7.51E+19 7.35E+19 5.73E+19 5.32E+19 4.60E+19 3.71E+19 3.44E+19 2.95E+19 2.81E+19 2.58E+19 2.89E+19 3.05E+19 2.40E+19 2.09E+19 1.61E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.708  2.01E+24 1.37E+23 1.20E+24 8.21E+21 1.65E+22 2.48E+22 3.97E+20 8.09E+22 5.22E+20 4.94E+20 4.82E+20 4.55E+20 4.22E+20 4.34E+20 3.46E+20 3.80E+20 3.40E+20 2.93E+20 2.24E+20 2.20E+20 1.71E+20 1.59E+20 1.38E+20 1.11E+20 1.03E+20 8.84E+19 8.41E+19 7.74E+19 8.65E+19 9.13E+19 7.18E+19 6.26E+19 4.83E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.828  4.09E+24 2.79E+23 2.56E+24 1.64E+22 3.29E+22 4.96E+22 1.18E+21 1.62E+23 1.56E+21 1.47E+21 1.44E+21 1.36E+21 1.26E+21 1.29E+21 1.03E+21 1.13E+21 1.01E+21 8.74E+20 6.70E+20 6.56E+20 5.12E+20 4.76E+20 4.12E+20 3.32E+20 3.08E+20 2.65E+20 2.52E+20 2.32E+20 2.59E+20 2.74E+20 2.15E+20 1.88E+20 1.45E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.944  8.37E+24 5.77E+23 5.59E+24 3.28E+22 6.58E+22 9.92E+22 3.53E+21 3.23E+23 4.64E+21 4.39E+21 4.28E+21 4.05E+21 3.75E+21 3.86E+21 3.08E+21 3.39E+21 3.03E+21 2.61E+21 2.00E+21 1.96E+21 1.53E+21 1.42E+21 1.23E+21 9.94E+20 9.21E+20 7.92E+20 7.54E+20 6.94E+20 7.76E+20 8.20E+20 6.45E+20 5.62E+20 4.34E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.055  1.73E+25 1.21E+24 1.26E+25 6.56E+22 1.32E+23 1.98E+23 1.05E+22 6.47E+23 1.38E+22 1.31E+22 1.28E+22 1.21E+22 1.12E+22 1.15E+22 9.18E+21 1.01E+22 9.04E+21 7.80E+21 5.97E+21 5.86E+21 4.57E+21 4.25E+21 3.68E+21 2.97E+21 2.75E+21 2.37E+21 2.26E+21 2.08E+21 2.32E+21 2.46E+21 1.93E+21 1.69E+21 1.30E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.162  3.63E+25 2.59E+24 2.94E+25 1.31E+23 2.63E+23 3.97E+23 3.13E+22 1.29E+24 4.13E+22 3.90E+22 3.81E+22 3.60E+22 3.34E+22 3.43E+22 2.74E+22 3.02E+22 2.70E+22 2.33E+22 1.78E+22 1.75E+22 1.37E+22 1.27E+22 1.10E+22 8.89E+21 8.24E+21 7.10E+21 6.76E+21 6.23E+21 6.97E+21 7.36E+21 5.79E+21 5.05E+21 3.90E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.266  7.75E+25 5.66E+24 7.14E+25 2.63E+23 5.27E+23 7.93E+23 9.34E+22 2.59E+24 1.23E+23 1.16E+23 1.13E+23 1.07E+23 9.95E+22 1.02E+23 8.17E+22 9.00E+22 8.05E+22 6.95E+22 5.33E+22 5.23E+22 4.08E+22 3.80E+22 3.29E+22 2.66E+22 2.47E+22 2.12E+22 2.02E+22 1.87E+22 2.09E+22 2.21E+22 1.74E+22 1.51E+22 1.17E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.367  1.70E+26 1.28E+25 1.80E+26 5.25E+23 1.05E+24 1.59E+24 2.78E+23 5.17E+24 3.67E+23 3.47E+23 3.38E+23 3.20E+23 2.97E+23 3.06E+23 2.44E+23 2.69E+23 2.40E+23 2.08E+23 1.59E+23 1.56E+23 1.22E+23 1.14E+23 9.85E+22 7.96E+22 7.38E+22 6.36E+22 6.06E+22 5.59E+22 6.25E+22 6.61E+22 5.20E+22 4.54E+22 3.51E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.464  3.84E+26 3.00E+25 4.73E+26 1.05E+24 2.11E+24 3.17E+24 8.29E+23 1.03E+25 1.09E+24 1.03E+24 1.01E+24 9.53E+23 8.84E+23 9.12E+23 7.27E+23 8.02E+23 7.18E+23 6.20E+23 4.75E+23 4.67E+23 3.65E+23 3.40E+23 2.95E+23 2.38E+23 2.21E+23 1.90E+23 1.81E+23 1.67E+23 1.87E+23 1.98E+23 1.56E+23 1.36E+23 1.05E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.559  8.99E+26 7.30E+25 1.28E+27 2.10E+24 4.21E+24 6.34E+24 2.47E+24 2.07E+25 3.26E+24 3.08E+24 3.00E+24 2.84E+24 2.64E+24 2.72E+24 2.17E+24 2.39E+24 2.14E+24 1.85E+24 1.42E+24 1.39E+24 1.09E+24 1.02E+24 8.81E+23 7.12E+23 6.61E+23 5.70E+23 5.43E+23 5.01E+23 5.61E+23 5.94E+23 4.67E+23 4.08E+23 3.15E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.651  2.19E+27 1.85E+26 3.57E+27 4.20E+24 8.42E+24 1.27E+25 7.37E+24 4.14E+25 9.71E+24 9.18E+24 8.96E+24 8.47E+24 7.86E+24 8.11E+24 6.46E+24 7.14E+24 6.40E+24 5.53E+24 4.24E+24 4.17E+24 3.26E+24 3.03E+24 2.63E+24 2.13E+24 1.98E+24 1.70E+24 1.63E+24 1.50E+24 1.68E+24 1.78E+24 1.40E+24 1.22E+24 9.45E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 68 A=167: Positive-Parity Spin-dependent Level Density [MeV-1] for ER167  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.128  2.00E+00 9.47E+00 9.08E+01 0.00E+00 0.00E+00 1.67E+00 3.20E+00 1.53E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.181  5.00E+00 1.41E+01 1.49E+02 0.00E+00 0.00E+00 1.67E+00 3.20E+00 3.07E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.222  9.00E+00 1.71E+01 2.20E+02 0.00E+00 0.00E+00 1.67E+00 3.20E+00 1.53E+00 1.53E+00 3.07E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.257  1.30E+01 1.87E+01 2.60E+02 0.00E+00 0.00E+00 0.00E+00 3.33E+00 3.07E+00 3.07E+00 1.53E+00 1.53E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.287  2.30E+01 5.92E+01 6.19E+02 3.20E+00 4.73E+00 9.47E+00 9.60E+00 9.20E+00 7.67E+00 3.07E+00 4.60E+00 1.53E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.314  4.20E+01 9.32E+01 9.60E+02 4.75E+00 1.13E+01 1.56E+01 1.24E+01 1.23E+01 1.09E+01 9.20E+00 4.60E+00 4.60E+00 1.53E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.340  7.80E+01 1.99E+02 2.00E+03 1.45E+01 2.55E+01 2.62E+01 2.95E+01 2.32E+01 2.95E+01 1.85E+01 1.07E+01 9.20E+00 3.07E+00 3.07E+00 1.53E+00 3.07E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.363  1.48E+02 3.59E+02 3.71E+03 2.08E+01 3.45E+01 4.97E+01 5.61E+01 5.11E+01 4.65E+01 3.71E+01 2.45E+01 1.54E+01 1.09E+01 3.07E+00 3.07E+00 3.07E+00 1.53E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
